affected_gene_id	affected_gene_label
ZFIN:ZDB-GENE-070117-1652	unm_t31449
ZFIN:ZDB-GENE-070117-1653	unm_t31530
ZFIN:ZDB-GENE-070117-1654	unm_t31387
ZFIN:ZDB-GENE-070117-1655	unm_t31531
ZFIN:ZDB-GENE-070117-1656	unm_t31532
ZFIN:ZDB-GENE-070117-1657	moto
ZFIN:ZDB-GENE-070117-1658	unm_t31559
ZFIN:ZDB-GENE-070117-1659	unm_t30987
ZFIN:ZDB-GENE-070117-165	unm_m569
ZFIN:ZDB-GENE-070117-1660	unm_t31065
ZFIN:ZDB-GENE-070117-1661	unm_t31066
ZFIN:ZDB-GENE-070117-1662	unm_t31068
ZFIN:ZDB-GENE-070117-1663	unm_t31110
ZFIN:ZDB-GENE-070117-1664	unm_t31111
ZFIN:ZDB-GENE-070117-1665	unm_t31388
ZFIN:ZDB-GENE-070117-1666	unm_t31112
ZFIN:ZDB-GENE-070117-1667	unm_t31113
ZFIN:ZDB-GENE-070117-1668	unm_t31114
ZFIN:ZDB-GENE-070117-1669	unm_t31152
ZFIN:ZDB-GENE-070117-166	srt
ZFIN:ZDB-GENE-070117-1670	unm_t31153
ZFIN:ZDB-GENE-070117-1671	unm_t31155
ZFIN:ZDB-GENE-070117-1672	unm_t30956
ZFIN:ZDB-GENE-070117-1673	unm_t30957
ZFIN:ZDB-GENE-070117-1674	unm_t30958
ZFIN:ZDB-GENE-070117-1675	unm_t30959
ZFIN:ZDB-GENE-070117-1676	unm_t31389
ZFIN:ZDB-GENE-070117-1677	unm_t30960
ZFIN:ZDB-GENE-070117-1678	unm_t31070
ZFIN:ZDB-GENE-070117-1679	unm_t31071
ZFIN:ZDB-GENE-070117-167	unm_tt279c
ZFIN:ZDB-GENE-070117-1680	unm_t31072
ZFIN:ZDB-GENE-070117-1681	unm_t31073
ZFIN:ZDB-GENE-070117-1682	unm_t31074
ZFIN:ZDB-GENE-070117-1683	unm_t31145
ZFIN:ZDB-GENE-070117-1684	unm_t31147
ZFIN:ZDB-GENE-070117-1685	unm_t31149
ZFIN:ZDB-GENE-070117-1686	unm_t31151
ZFIN:ZDB-GENE-070117-1687	unm_t31390
ZFIN:ZDB-GENE-070117-1688	unm_t30982
ZFIN:ZDB-GENE-070117-1689	unm_t30983
ZFIN:ZDB-GENE-070117-168	unm_m393
ZFIN:ZDB-GENE-070117-1690	unm_t30984
ZFIN:ZDB-GENE-070117-1691	unm_t30985
ZFIN:ZDB-GENE-070117-1692	unm_t30986
ZFIN:ZDB-GENE-070117-1693	unm_t31046
ZFIN:ZDB-GENE-070117-1694	unm_t31047
ZFIN:ZDB-GENE-070117-1695	unm_t31048
ZFIN:ZDB-GENE-070117-1696	unm_t31049
ZFIN:ZDB-GENE-070117-1697	unm_t31050
ZFIN:ZDB-GENE-070117-1698	prst
ZFIN:ZDB-GENE-070117-1699	unm_t31051
ZFIN:ZDB-GENE-070117-169	unm_tc265b
ZFIN:ZDB-GENE-070117-16	man
ZFIN:ZDB-GENE-070117-1700	unm_t31102
ZFIN:ZDB-GENE-070117-1701	unm_t31103
ZFIN:ZDB-GENE-070117-1702	unm_t31104
ZFIN:ZDB-GENE-070117-1703	unm_t31105
ZFIN:ZDB-GENE-070117-1704	unm_t31106
ZFIN:ZDB-GENE-070117-1705	unm_t31107
ZFIN:ZDB-GENE-070117-1706	unm_t31138
ZFIN:ZDB-GENE-070117-1707	unm_t31139
ZFIN:ZDB-GENE-070117-1708	unm_t31140
ZFIN:ZDB-GENE-070117-1709	unm_t31392
ZFIN:ZDB-GENE-070117-170	unm_tp71e
ZFIN:ZDB-GENE-070117-1710	unm_t31141
ZFIN:ZDB-GENE-070117-1711	unm_t31200
ZFIN:ZDB-GENE-070117-1712	unm_t31207
ZFIN:ZDB-GENE-070117-1713	unm_t31209
ZFIN:ZDB-GENE-070117-1714	unm_t31210
ZFIN:ZDB-GENE-070117-1715	unm_t31218
ZFIN:ZDB-GENE-070117-1716	unm_t31219
ZFIN:ZDB-GENE-070117-1717	unm_t31220
ZFIN:ZDB-GENE-070117-1718	unm_t31225
ZFIN:ZDB-GENE-070117-1719	unm_t31226
ZFIN:ZDB-GENE-070117-171	unm_m127
ZFIN:ZDB-GENE-070117-1720	unm_t31214
ZFIN:ZDB-GENE-070117-1721	unm_t31421
ZFIN:ZDB-GENE-070117-1722	unm_t31227
ZFIN:ZDB-GENE-070117-1723	unm_t31228
ZFIN:ZDB-GENE-070117-1724	unm_t31230
ZFIN:ZDB-GENE-070117-1725	unm_t31232
ZFIN:ZDB-GENE-070117-1726	unm_t31260
ZFIN:ZDB-GENE-070117-1727	unm_t31263
ZFIN:ZDB-GENE-070117-1728	unm_t31267
ZFIN:ZDB-GENE-070117-1729	unm_t31269
ZFIN:ZDB-GENE-070117-172	unm_tk254b
ZFIN:ZDB-GENE-070117-1730	unm_t31270
ZFIN:ZDB-GENE-070117-1731	unm_t31276
ZFIN:ZDB-GENE-070117-1732	unm_t31422
ZFIN:ZDB-GENE-070117-1733	unm_t31278
ZFIN:ZDB-GENE-070117-1734	unm_t31281
ZFIN:ZDB-GENE-070117-1735	unm_t31282
ZFIN:ZDB-GENE-070117-1736	unm_t31283
ZFIN:ZDB-GENE-070117-1737	unm_t31317
ZFIN:ZDB-GENE-070117-1738	unm_t31319
ZFIN:ZDB-GENE-070117-1739	unm_t31320
ZFIN:ZDB-GENE-070117-173	unm_m295
ZFIN:ZDB-GENE-070117-1740	unm_t31321
ZFIN:ZDB-GENE-070117-1741	unm_t31322
ZFIN:ZDB-GENE-070117-1742	unm_t31324
ZFIN:ZDB-GENE-070117-1743	unm_t31423
ZFIN:ZDB-GENE-070117-1744	unm_t31325
ZFIN:ZDB-GENE-070117-1745	unm_t31362
ZFIN:ZDB-GENE-070117-1746	unm_t31363
ZFIN:ZDB-GENE-070117-1747	unm_t31364
ZFIN:ZDB-GENE-070117-1748	unm_t31365
ZFIN:ZDB-GENE-070117-1749	unm_t31401
ZFIN:ZDB-GENE-070117-174	unm_ty224
ZFIN:ZDB-GENE-070117-1750	unm_t31402
ZFIN:ZDB-GENE-070117-1751	unm_t31404
ZFIN:ZDB-GENE-070117-1752	unm_t31405
ZFIN:ZDB-GENE-070117-1753	unm_t31407
ZFIN:ZDB-GENE-070117-1754	unm_t31453
ZFIN:ZDB-GENE-070117-1755	unm_t31408
ZFIN:ZDB-GENE-070117-1756	unm_t31428
ZFIN:ZDB-GENE-070117-1757	unm_t31429
ZFIN:ZDB-GENE-070117-1758	unm_t31430
ZFIN:ZDB-GENE-070117-1759	unm_t31478
ZFIN:ZDB-GENE-070117-175	unm_te374b
ZFIN:ZDB-GENE-070117-1760	unm_t31479
ZFIN:ZDB-GENE-070117-1761	unm_t31480
ZFIN:ZDB-GENE-070117-1762	unm_t31506
ZFIN:ZDB-GENE-070117-1763	unm_t31507
ZFIN:ZDB-GENE-070117-1764	unm_t31508
ZFIN:ZDB-GENE-070117-1765	unm_t31503
ZFIN:ZDB-GENE-070117-1766	unm_t31509
ZFIN:ZDB-GENE-070117-1767	unm_t31510
ZFIN:ZDB-GENE-070117-1768	unm_t31191
ZFIN:ZDB-GENE-070117-1769	unm_t31192
ZFIN:ZDB-GENE-070117-176	unm_ty77z
ZFIN:ZDB-GENE-070117-1770	unm_t31193
ZFIN:ZDB-GENE-070117-1771	unm_t31194
ZFIN:ZDB-GENE-070117-1772	unm_t31195
ZFIN:ZDB-GENE-070117-1773	unm_t31196
ZFIN:ZDB-GENE-070117-1774	unm_t31197
ZFIN:ZDB-GENE-070117-1775	unm_t31198
ZFIN:ZDB-GENE-070117-1776	unm_t31504
ZFIN:ZDB-GENE-070117-1777	unm_t31199
ZFIN:ZDB-GENE-070117-1778	unm_t31290
ZFIN:ZDB-GENE-070117-1779	unm_t31291
ZFIN:ZDB-GENE-070117-177	unm_m763
ZFIN:ZDB-GENE-070117-1780	unm_t31292
ZFIN:ZDB-GENE-070117-1781	unm_t31293
ZFIN:ZDB-GENE-070117-1782	unm_t31294
ZFIN:ZDB-GENE-070117-1783	unm_t31339
ZFIN:ZDB-GENE-070117-1784	unm_t31340
ZFIN:ZDB-GENE-070117-1785	unm_t31341
ZFIN:ZDB-GENE-070117-1786	unm_t31342
ZFIN:ZDB-GENE-070117-1787	unm_t31505
ZFIN:ZDB-GENE-070117-1788	unm_t31343
ZFIN:ZDB-GENE-070117-1789	unm_t31344
ZFIN:ZDB-GENE-070117-178	unm_to253
ZFIN:ZDB-GENE-070117-1790	unm_t31345
ZFIN:ZDB-GENE-070117-1791	unm_t31346
ZFIN:ZDB-GENE-070117-1792	unm_t31347
ZFIN:ZDB-GENE-070117-1793	unm_t31348
ZFIN:ZDB-GENE-070117-1794	unm_t31349
ZFIN:ZDB-GENE-070117-1795	unm_t31350
ZFIN:ZDB-GENE-070117-1796	unm_t31351
ZFIN:ZDB-GENE-070117-1797	unm_t31377
ZFIN:ZDB-GENE-070117-1798	unm_t31017
ZFIN:ZDB-GENE-070117-1799	unm_t31378
ZFIN:ZDB-GENE-070117-179	unm_tq289b
ZFIN:ZDB-GENE-070117-17	mnr
ZFIN:ZDB-GENE-070117-1800	unm_t31379
ZFIN:ZDB-GENE-070117-1801	unm_t31380
ZFIN:ZDB-GENE-070117-1802	unm_t31381
ZFIN:ZDB-GENE-070117-1803	unm_t31382
ZFIN:ZDB-GENE-070117-1804	unm_t31383
ZFIN:ZDB-GENE-070117-1805	unm_t31395
ZFIN:ZDB-GENE-070117-1806	unm_t31396
ZFIN:ZDB-GENE-070117-1807	unm_t31397
ZFIN:ZDB-GENE-070117-1808	unm_t31398
ZFIN:ZDB-GENE-070117-1809	unm_t31018
ZFIN:ZDB-GENE-070117-180	unm_tl55
ZFIN:ZDB-GENE-070117-1810	unm_t31399
ZFIN:ZDB-GENE-070117-1811	unm_t31400
ZFIN:ZDB-GENE-070117-1812	unm_t31432
ZFIN:ZDB-GENE-070117-1813	unm_t31433
ZFIN:ZDB-GENE-070117-1814	unm_t31434
ZFIN:ZDB-GENE-070117-1815	unm_t31454
ZFIN:ZDB-GENE-070117-1816	unm_t31455
ZFIN:ZDB-GENE-070117-1817	unm_t31456
ZFIN:ZDB-GENE-070117-1818	unm_t31457
ZFIN:ZDB-GENE-070117-1819	unm_t31458
ZFIN:ZDB-GENE-070117-181	unm_tu228c
ZFIN:ZDB-GENE-070117-1820	unm_t31019
ZFIN:ZDB-GENE-070117-1821	unm_t31459
ZFIN:ZDB-GENE-070117-1822	unm_t31460
ZFIN:ZDB-GENE-070117-1823	unm_t31461
ZFIN:ZDB-GENE-070117-1824	unm_t31462
ZFIN:ZDB-GENE-070117-1825	unm_t31463
ZFIN:ZDB-GENE-070117-1826	unm_t31464
ZFIN:ZDB-GENE-070117-1827	unm_t31465
ZFIN:ZDB-GENE-070117-1828	unm_t31466
ZFIN:ZDB-GENE-070117-1829	unm_t31467
ZFIN:ZDB-GENE-070117-182	unm_m500
ZFIN:ZDB-GENE-070117-1830	unm_t31468
ZFIN:ZDB-GENE-070117-1831	unm_t31215
ZFIN:ZDB-GENE-070117-1832	unm_t31090
ZFIN:ZDB-GENE-070117-1833	unm_t31469
ZFIN:ZDB-GENE-070117-1834	unm_t31470
ZFIN:ZDB-GENE-070117-1835	unm_t31471
ZFIN:ZDB-GENE-070117-1836	unm_t31472
ZFIN:ZDB-GENE-070117-1837	unm_t31473
ZFIN:ZDB-GENE-070117-1838	unm_t31512
ZFIN:ZDB-GENE-070117-1839	unm_t31513
ZFIN:ZDB-GENE-070117-183	unm_m746
ZFIN:ZDB-GENE-070117-1840	unm_t31514
ZFIN:ZDB-GENE-070117-1841	unm_t31515
ZFIN:ZDB-GENE-070117-1842	unm_t31516
ZFIN:ZDB-GENE-070117-1843	unm_t31164
ZFIN:ZDB-GENE-070117-1844	unm_t31517
ZFIN:ZDB-GENE-070117-1845	unm_t31518
ZFIN:ZDB-GENE-070117-1846	unm_t31519
ZFIN:ZDB-GENE-070117-1847	unm_t31520
ZFIN:ZDB-GENE-070117-1848	unm_t31521
ZFIN:ZDB-GENE-070117-1849	unm_t31522
ZFIN:ZDB-GENE-070117-184	unm_tc326c
ZFIN:ZDB-GENE-070117-1850	unm_t31523
ZFIN:ZDB-GENE-070117-1851	unm_t31524
ZFIN:ZDB-GENE-070117-1852	unm_t31525
ZFIN:ZDB-GENE-070117-1853	unm_t31526
ZFIN:ZDB-GENE-070117-1854	unm_t31474
ZFIN:ZDB-GENE-070117-1855	unm_t31527
ZFIN:ZDB-GENE-070117-1856	unm_t31528
ZFIN:ZDB-GENE-070117-1857	unm_t31529
ZFIN:ZDB-GENE-070117-1858	unm_t31028
ZFIN:ZDB-GENE-070117-1859	unm_t31030
ZFIN:ZDB-GENE-070117-185	unm_tm276y
ZFIN:ZDB-GENE-070117-1860	unm_t31031
ZFIN:ZDB-GENE-070117-1861	unm_t31032
ZFIN:ZDB-GENE-070117-1862	unm_t31033
ZFIN:ZDB-GENE-070117-1863	unm_t31035
ZFIN:ZDB-GENE-070117-1864	unm_t31036
ZFIN:ZDB-GENE-070117-1865	unm_t31476
ZFIN:ZDB-GENE-070117-1866	unm_t31037
ZFIN:ZDB-GENE-070117-1867	unm_t31038
ZFIN:ZDB-GENE-070117-1868	unm_t31052
ZFIN:ZDB-GENE-070117-1869	unm_t31298
ZFIN:ZDB-GENE-070117-186	unm_tm271b
ZFIN:ZDB-GENE-070117-1870	unm_t31299
ZFIN:ZDB-GENE-070117-1871	unm_t31374
ZFIN:ZDB-GENE-070117-1872	unm_t31419
ZFIN:ZDB-GENE-070117-1873	unm_t31420
ZFIN:ZDB-GENE-070117-1874	unm_t31495
ZFIN:ZDB-GENE-070117-1875	unm_t31496
ZFIN:ZDB-GENE-070117-1876	unm_t31477
ZFIN:ZDB-GENE-070117-1877	unm_t31497
ZFIN:ZDB-GENE-070117-1878	unm_t31498
ZFIN:ZDB-GENE-070117-1879	unm_t31499
ZFIN:ZDB-GENE-070117-187	unm_tq253g
ZFIN:ZDB-GENE-070117-1880	unm_t31500
ZFIN:ZDB-GENE-070117-1881	unm_t31501
ZFIN:ZDB-GENE-070117-1882	unm_t31502
ZFIN:ZDB-GENE-070117-1883	unm_t31560
ZFIN:ZDB-GENE-070117-1884	unm_t31773
ZFIN:ZDB-GENE-070117-1885	unm_t30955
ZFIN:ZDB-GENE-070117-1886	unm_t31022
ZFIN:ZDB-GENE-070117-1887	unm_t31008
ZFIN:ZDB-GENE-070117-1888	unm_t31023
ZFIN:ZDB-GENE-070117-1889	unm_t31098
ZFIN:ZDB-GENE-070117-188	unm_m167
ZFIN:ZDB-GENE-070117-1890	unm_t31099
ZFIN:ZDB-GENE-070117-1891	unm_t31143
ZFIN:ZDB-GENE-070117-1892	unm_t31144
ZFIN:ZDB-GENE-070117-1893	unm_t31146
ZFIN:ZDB-GENE-070117-1894	unm_t31148
ZFIN:ZDB-GENE-070117-1895	unm_t31166
ZFIN:ZDB-GENE-070117-1896	unm_t31167
ZFIN:ZDB-GENE-070117-1897	unm_t31168
ZFIN:ZDB-GENE-070117-1898	unm_t31009
ZFIN:ZDB-GENE-070117-189	unm_th279c
ZFIN:ZDB-GENE-070117-18	mnc
ZFIN:ZDB-GENE-070117-1900	unm_t31243
ZFIN:ZDB-GENE-070117-1901	unm_t31245
ZFIN:ZDB-GENE-070117-1902	unm_t31246
ZFIN:ZDB-GENE-070117-1903	unm_t31248
ZFIN:ZDB-GENE-070117-1904	unm_t31252
ZFIN:ZDB-GENE-070117-1905	unm_t31253
ZFIN:ZDB-GENE-070117-1906	unm_t31254
ZFIN:ZDB-GENE-070117-1907	unm_t31255
ZFIN:ZDB-GENE-070117-1908	unm_t31258
ZFIN:ZDB-GENE-070117-1909	unm_t31010
ZFIN:ZDB-GENE-070117-190	unm_tm339
ZFIN:ZDB-GENE-070117-1910	unm_t31259
ZFIN:ZDB-GENE-070117-1911	unm_t31261
ZFIN:ZDB-GENE-070117-1912	unm_t31264
ZFIN:ZDB-GENE-070117-1913	unm_t31268
ZFIN:ZDB-GENE-070117-1914	unm_t31273
ZFIN:ZDB-GENE-070117-1915	unm_t31393
ZFIN:ZDB-GENE-070117-1916	unm_t31534
ZFIN:ZDB-GENE-070117-1917	unm_t31535
ZFIN:ZDB-GENE-070117-1918	unm_t31536
ZFIN:ZDB-GENE-070117-1919	unm_t31011
ZFIN:ZDB-GENE-070117-191	unm_m283
ZFIN:ZDB-GENE-070117-1920	unm_t31087
ZFIN:ZDB-GENE-070117-1921	unm_t31216
ZFIN:ZDB-GENE-070117-1922	unm_t31154
ZFIN:ZDB-GENE-070117-1923	unm_t31156
ZFIN:ZDB-GENE-070117-1924	unm_t31288
ZFIN:ZDB-GENE-070117-1925	unm_t31289
ZFIN:ZDB-GENE-070117-1926	unm_t31337
ZFIN:ZDB-GENE-070117-1927	unm_t31338
ZFIN:ZDB-GENE-070117-1928	unm_t31414
ZFIN:ZDB-GENE-070117-1929	unm_t31415
ZFIN:ZDB-GENE-070117-192	unm_te381c
ZFIN:ZDB-GENE-070117-1930	unm_t31435
ZFIN:ZDB-GENE-070117-1931	unm_t31436
ZFIN:ZDB-GENE-070117-1932	unm_t31242
ZFIN:ZDB-GENE-070117-1933	unm_t31490
ZFIN:ZDB-GENE-070117-1934	unm_t31492
ZFIN:ZDB-GENE-070117-1935	unm_t31000
ZFIN:ZDB-GENE-070117-1936	unm_t31001
ZFIN:ZDB-GENE-070117-1937	unm_t31006
ZFIN:ZDB-GENE-070117-1938	unm_t31079
ZFIN:ZDB-GENE-070117-1939	unm_t31080
ZFIN:ZDB-GENE-070117-193	unm_tm79c
ZFIN:ZDB-GENE-070117-1940	unm_t31082
ZFIN:ZDB-GENE-070117-1941	unm_t31084
ZFIN:ZDB-GENE-070117-1942	unm_t31085
ZFIN:ZDB-GENE-070117-1943	unm_t31301
ZFIN:ZDB-GENE-070117-1944	unm_t31119
ZFIN:ZDB-GENE-070117-1945	unm_t31159
ZFIN:ZDB-GENE-070117-1946	unm_t31160
ZFIN:ZDB-GENE-070117-1947	unm_t31161
ZFIN:ZDB-GENE-070117-1948	unm_t31185
ZFIN:ZDB-GENE-070117-1949	unm_t31186
ZFIN:ZDB-GENE-070117-194	unm_tg226
ZFIN:ZDB-GENE-070117-1950	unm_t31284
ZFIN:ZDB-GENE-070117-1951	unm_t31285
ZFIN:ZDB-GENE-070117-1952	unm_t31327
ZFIN:ZDB-GENE-070117-1953	unm_t31412
ZFIN:ZDB-GENE-070117-1954	unm_t31302
ZFIN:ZDB-GENE-070117-1955	unm_t31437
ZFIN:ZDB-GENE-070117-1956	unm_t31438
ZFIN:ZDB-GENE-070117-1957	unm_t31439
ZFIN:ZDB-GENE-070117-1958	unm_t31440
ZFIN:ZDB-GENE-070117-1959	unm_t31483
ZFIN:ZDB-GENE-070117-195	unm_m607
ZFIN:ZDB-GENE-070117-1960	unm_t31484
ZFIN:ZDB-GENE-070117-1961	unm_t31485
ZFIN:ZDB-GENE-070117-1962	unm_t31486
ZFIN:ZDB-GENE-070117-1963	unm_t31487
ZFIN:ZDB-GENE-070117-1964	unm_t31488
ZFIN:ZDB-GENE-070117-1965	unm_t31303
ZFIN:ZDB-GENE-070117-1966	unm_t31489
ZFIN:ZDB-GENE-070117-1967	unm_t30760
ZFIN:ZDB-GENE-070117-1968	unm_t30761
ZFIN:ZDB-GENE-070117-1969	unm_t30763
ZFIN:ZDB-GENE-070117-196	unm_th276
ZFIN:ZDB-GENE-070117-1970	unm_t30818
ZFIN:ZDB-GENE-070117-1971	unm_t30824
ZFIN:ZDB-GENE-070117-1972	unm_t30954
ZFIN:ZDB-GENE-070117-1973	unm_t30981
ZFIN:ZDB-GENE-070117-1974	unm_t31182
ZFIN:ZDB-GENE-070117-1975	unm_t31306
ZFIN:ZDB-GENE-070117-1976	unm_t31310
ZFIN:ZDB-GENE-070117-1977	unm_t31307
ZFIN:ZDB-GENE-070117-1978	unm_t31418
ZFIN:ZDB-GENE-070117-1979	unm_t31482
ZFIN:ZDB-GENE-070117-197	unm_m375
ZFIN:ZDB-GENE-070117-1980	unm_t31304
ZFIN:ZDB-GENE-070117-1981	unm_t31305
ZFIN:ZDB-GENE-070117-1982	unm_t30993
ZFIN:ZDB-GENE-070117-1983	unm_t30994
ZFIN:ZDB-GENE-070117-1984	unm_t30995
ZFIN:ZDB-GENE-070117-1985	unm_t30996
ZFIN:ZDB-GENE-070117-1986	unm_t30997
ZFIN:ZDB-GENE-070117-1987	unm_st47
ZFIN:ZDB-GENE-070117-1989	kbp
ZFIN:ZDB-GENE-070117-198	unm_tc234d
ZFIN:ZDB-GENE-070117-1991	unm_st64
ZFIN:ZDB-GENE-070117-1993	unm_m865
ZFIN:ZDB-GENE-070117-1995	top
ZFIN:ZDB-GENE-070117-1996	unm_m77
ZFIN:ZDB-GENE-070117-1997	clx
ZFIN:ZDB-GENE-070117-1998	cot
ZFIN:ZDB-GENE-070117-199	unm_tn222
ZFIN:ZDB-GENE-070117-19	mtl
ZFIN:ZDB-GENE-070117-1	pla2g1b
ZFIN:ZDB-GENE-070117-2000	cob
ZFIN:ZDB-GENE-070117-2001	coo
ZFIN:ZDB-GENE-070117-2003	cos
ZFIN:ZDB-GENE-070117-2004	ctd
ZFIN:ZDB-GENE-070117-2006	cud
ZFIN:ZDB-GENE-070117-2008	cst
ZFIN:ZDB-GENE-070117-2009	dml
ZFIN:ZDB-GENE-070117-200	unm_th242d
ZFIN:ZDB-GENE-070117-2010	ddf
ZFIN:ZDB-GENE-070117-2011	dan
ZFIN:ZDB-GENE-070117-2012	dad
ZFIN:ZDB-GENE-070117-2013	dem
ZFIN:ZDB-GENE-070117-2014	dhd
ZFIN:ZDB-GENE-070117-2015	dgn
ZFIN:ZDB-GENE-070117-2016	deg
ZFIN:ZDB-GENE-070117-2017	dfd
ZFIN:ZDB-GENE-070117-2018	dsm
ZFIN:ZDB-GENE-070117-2019	dim
ZFIN:ZDB-GENE-070117-201	unm_m187
ZFIN:ZDB-GENE-070117-2020	dns
ZFIN:ZDB-GENE-070117-2021	dis
ZFIN:ZDB-GENE-070117-2022	dzg
ZFIN:ZDB-GENE-070117-2023	doc
ZFIN:ZDB-GENE-070117-2025	doo
ZFIN:ZDB-GENE-070117-2026	dbl
ZFIN:ZDB-GENE-070117-2027	drb
ZFIN:ZDB-GENE-070117-2028	drp
ZFIN:ZDB-GENE-070117-2029	dul
ZFIN:ZDB-GENE-070117-202	unm_m195
ZFIN:ZDB-GENE-070117-2030	dus
ZFIN:ZDB-GENE-070117-2031	egl
ZFIN:ZDB-GENE-070117-2033	eps
ZFIN:ZDB-GENE-070117-2034	era
ZFIN:ZDB-GENE-070117-2035	edi
ZFIN:ZDB-GENE-070117-2036	eis
ZFIN:ZDB-GENE-070117-2037	ele
ZFIN:ZDB-GENE-070117-2039	emp
ZFIN:ZDB-GENE-070117-203	nsb
ZFIN:ZDB-GENE-070117-2040	enz
ZFIN:ZDB-GENE-070117-2041	end
ZFIN:ZDB-GENE-070117-2042	ent
ZFIN:ZDB-GENE-070117-2043	ali
ZFIN:ZDB-GENE-070117-2044	esa
ZFIN:ZDB-GENE-070117-2045	eso
ZFIN:ZDB-GENE-070117-2046	exp
ZFIN:ZDB-GENE-070117-2047	exi
ZFIN:ZDB-GENE-070117-2048	fac
ZFIN:ZDB-GENE-070117-2049	fad
ZFIN:ZDB-GENE-070117-204	unm_tq235b
ZFIN:ZDB-GENE-070117-2051	faa
ZFIN:ZDB-GENE-070117-2052	anh
ZFIN:ZDB-GENE-070117-2053	fal
ZFIN:ZDB-GENE-070117-2054	flw
ZFIN:ZDB-GENE-070117-2055	fam
ZFIN:ZDB-GENE-070117-2056	fapz
ZFIN:ZDB-GENE-070117-2057	feb
ZFIN:ZDB-GENE-070117-2059	fet
ZFIN:ZDB-GENE-070117-205	unm_m161
ZFIN:ZDB-GENE-070117-2060	fub
ZFIN:ZDB-GENE-070117-2062	edar
ZFIN:ZDB-GENE-070117-2063	fll
ZFIN:ZDB-GENE-070117-2064	ftp
ZFIN:ZDB-GENE-070117-2065	flb
ZFIN:ZDB-GENE-070117-2066	flr
ZFIN:ZDB-GENE-070117-2068	flc
ZFIN:ZDB-GENE-070117-2069	ant
ZFIN:ZDB-GENE-070117-206	unm_tc265y
ZFIN:ZDB-GENE-070117-2072	frk
ZFIN:ZDB-GENE-070117-2075	frst
ZFIN:ZDB-GENE-070117-2076	fro
ZFIN:ZDB-GENE-070117-2077	ful
ZFIN:ZDB-GENE-070117-2079	aoi
ZFIN:ZDB-GENE-070117-207	unm_m679
ZFIN:ZDB-GENE-070117-2080	gal
ZFIN:ZDB-GENE-070117-2081	gam
ZFIN:ZDB-GENE-070117-2083	get
ZFIN:ZDB-GENE-070117-2084	gst
ZFIN:ZDB-GENE-070117-2085	ghl
ZFIN:ZDB-GENE-070117-2086	gin
ZFIN:ZDB-GENE-070117-2087	git
ZFIN:ZDB-GENE-070117-2088	glc
ZFIN:ZDB-GENE-070117-2089	apt
ZFIN:ZDB-GENE-070117-208	unm_ty22e
ZFIN:ZDB-GENE-070117-2090	gno
ZFIN:ZDB-GENE-070117-2091	gob
ZFIN:ZDB-GENE-070117-2092	gon
ZFIN:ZDB-GENE-070117-2093	gsp
ZFIN:ZDB-GENE-070117-2094	gor
ZFIN:ZDB-GENE-070117-2095	ger
ZFIN:ZDB-GENE-070117-2096	gec
ZFIN:ZDB-GENE-070117-2097	gre
ZFIN:ZDB-GENE-070117-2098	apo
ZFIN:ZDB-GENE-070117-2099	gro
ZFIN:ZDB-GENE-070117-209	unm_m539
ZFIN:ZDB-GENE-070117-20	mrv
ZFIN:ZDB-GENE-070117-2101	guw
ZFIN:ZDB-GENE-070117-2102	hai
ZFIN:ZDB-GENE-070117-2103	hkn
ZFIN:ZDB-GENE-070117-2104	haal
ZFIN:ZDB-GENE-070117-2105	apa
ZFIN:ZDB-GENE-070117-2106	hsd
ZFIN:ZDB-GENE-070117-2107	ham
ZFIN:ZDB-GENE-070117-2108	hot
ZFIN:ZDB-GENE-070117-2109	hos
ZFIN:ZDB-GENE-070117-210	unm_th242b
ZFIN:ZDB-GENE-070117-2111	hen
ZFIN:ZDB-GENE-070117-2112	hph
ZFIN:ZDB-GENE-070117-2113	hup
ZFIN:ZDB-GENE-070117-2114	aqb
ZFIN:ZDB-GENE-070117-2115	hat
ZFIN:ZDB-GENE-070117-2116	hei
ZFIN:ZDB-GENE-070117-2117	hez
ZFIN:ZDB-GENE-070117-2119	hek
ZFIN:ZDB-GENE-070117-211	unm_te248
ZFIN:ZDB-GENE-070117-2120	hem
ZFIN:ZDB-GENE-070117-2121	her
ZFIN:ZDB-GENE-070117-2122	hel
ZFIN:ZDB-GENE-070117-2123	hip
ZFIN:ZDB-GENE-070117-2124	arc
ZFIN:ZDB-GENE-070117-2125	hoer
ZFIN:ZDB-GENE-070117-2127	hba
ZFIN:ZDB-GENE-070117-2128	hub
ZFIN:ZDB-GENE-070117-2129	hyb
ZFIN:ZDB-GENE-070117-212	unm_tg203b
ZFIN:ZDB-GENE-070117-2131	ind
ZFIN:ZDB-GENE-070117-2132	ifl
ZFIN:ZDB-GENE-070117-2133	ase
ZFIN:ZDB-GENE-070117-2134	itr
ZFIN:ZDB-GENE-070117-2135	ivy
ZFIN:ZDB-GENE-070117-2137	jam
ZFIN:ZDB-GENE-070117-2138	jan
ZFIN:ZDB-GENE-070117-2139	jwl
ZFIN:ZDB-GENE-070117-213	unm_tm276d
ZFIN:ZDB-GENE-070117-2140	jnr
ZFIN:ZDB-GENE-070117-2141	kap
ZFIN:ZDB-GENE-070117-2142	kef
ZFIN:ZDB-GENE-070117-2143	kei
ZFIN:ZDB-GENE-070117-2144	kep
