affected_gene_id	affected_gene_label
ZFIN:ZDB-GENE-041111-243	cep290
ZFIN:ZDB-GENE-041111-255	piezo1
ZFIN:ZDB-GENE-041111-259	ezh2
ZFIN:ZDB-GENE-041111-260	e2f8
ZFIN:ZDB-GENE-041111-267	tmem161a
ZFIN:ZDB-GENE-041111-282	ncapg
ZFIN:ZDB-GENE-041111-294	me3
ZFIN:ZDB-GENE-041111-303	col6a6
ZFIN:ZDB-GENE-041111-41	nfatc3a
ZFIN:ZDB-GENE-041111-91	polr2m
ZFIN:ZDB-GENE-041114-101	fgf13a
ZFIN:ZDB-GENE-041114-104	tbl3
ZFIN:ZDB-GENE-041114-109	svopl
ZFIN:ZDB-GENE-041114-11	colec11
ZFIN:ZDB-GENE-041114-12	trmt10c
ZFIN:ZDB-GENE-041114-134	dhrs13a.3
ZFIN:ZDB-GENE-041114-138	cadm4
ZFIN:ZDB-GENE-041114-167	gnb4b
ZFIN:ZDB-GENE-041114-171	cdca8
ZFIN:ZDB-GENE-041114-172	prdm12b
ZFIN:ZDB-GENE-041114-176	mllt10
ZFIN:ZDB-GENE-041114-186	cxcr3.2
ZFIN:ZDB-GENE-041114-188	s1pr5a
ZFIN:ZDB-GENE-041114-196	mybpc1
ZFIN:ZDB-GENE-041114-20	ap1m2
ZFIN:ZDB-GENE-041114-22	suv420h1
ZFIN:ZDB-GENE-041114-26	gnal
ZFIN:ZDB-GENE-041114-36	csad
ZFIN:ZDB-GENE-041114-53	rab11a
ZFIN:ZDB-GENE-041114-63	nr2e3
ZFIN:ZDB-GENE-041114-67	gsto2
ZFIN:ZDB-GENE-041114-6	ace2
ZFIN:ZDB-GENE-041114-75	crhb
ZFIN:ZDB-GENE-041114-7	opa1
ZFIN:ZDB-GENE-041114-92	nexn
ZFIN:ZDB-GENE-041114-97	lcp2a
ZFIN:ZDB-GENE-041116-2	dmrta2
ZFIN:ZDB-GENE-041118-10	pcdh2ab11
ZFIN:ZDB-GENE-041118-11	pcdh2ab12
ZFIN:ZDB-GENE-041118-12	pcdh2ac
ZFIN:ZDB-GENE-041118-13	pcdh2aa1
ZFIN:ZDB-GENE-041118-14	pcdh2aa3
ZFIN:ZDB-GENE-041118-15	pcdh2aa15
ZFIN:ZDB-GENE-041118-1	pcdh2ab1
ZFIN:ZDB-GENE-041118-20	dvl2
ZFIN:ZDB-GENE-041118-2	pcdh2ab2
ZFIN:ZDB-GENE-041118-3	pcdh2ab3
ZFIN:ZDB-GENE-041118-4	pcdh2ab5
ZFIN:ZDB-GENE-041118-5	pcdh2ab6
ZFIN:ZDB-GENE-041118-6	pcdh2ab7
ZFIN:ZDB-GENE-041118-7	pcdh2ab8
ZFIN:ZDB-GENE-041118-8	pcdh2ab9
ZFIN:ZDB-GENE-041118-9	pcdh2ab10
ZFIN:ZDB-GENE-041119-1	zmynd8
ZFIN:ZDB-GENE-041121-18	net1
ZFIN:ZDB-GENE-041122-2	aicda
ZFIN:ZDB-GENE-041124-2	extl3
ZFIN:ZDB-GENE-041124-3	ext2
ZFIN:ZDB-GENE-041201-1	atoh1b
ZFIN:ZDB-GENE-041203-2	foxp2
ZFIN:ZDB-GENE-041210-112	exoc4
ZFIN:ZDB-GENE-041210-125	grip1
ZFIN:ZDB-GENE-041210-129	lrrc4.1
ZFIN:ZDB-GENE-041210-143	si:dkey-14d8.7
ZFIN:ZDB-GENE-041210-152	lrmp
ZFIN:ZDB-GENE-041210-156	si:dkey-13i19.8
ZFIN:ZDB-GENE-041210-165	kera
ZFIN:ZDB-GENE-041210-167	pkp2
ZFIN:ZDB-GENE-041210-171	socs2
ZFIN:ZDB-GENE-041210-180	slc26a3.1
ZFIN:ZDB-GENE-041210-218	lrtm2
ZFIN:ZDB-GENE-041210-244	pax4
ZFIN:ZDB-GENE-041210-245	nup107
ZFIN:ZDB-GENE-041210-257	mboat2a
ZFIN:ZDB-GENE-041210-268	rab3ab
ZFIN:ZDB-GENE-041210-303	smarcal1
ZFIN:ZDB-GENE-041210-325	cep135
ZFIN:ZDB-GENE-041210-336	stab2
ZFIN:ZDB-GENE-041210-358	gak
ZFIN:ZDB-GENE-041210-60	adipor2
ZFIN:ZDB-GENE-041210-74	shank3b
ZFIN:ZDB-GENE-041212-12	tspan5b
ZFIN:ZDB-GENE-041212-16	tectb
ZFIN:ZDB-GENE-041212-2	c3a.6
ZFIN:ZDB-GENE-041212-40	erg
ZFIN:ZDB-GENE-041212-41	ttc26
ZFIN:ZDB-GENE-041212-47	iqcb1
ZFIN:ZDB-GENE-041212-49	arhgef7b
ZFIN:ZDB-GENE-041212-50	ift80
ZFIN:ZDB-GENE-041212-53	pink1
ZFIN:ZDB-GENE-041212-56	jazf1b
ZFIN:ZDB-GENE-041212-61	tfap2c
ZFIN:ZDB-GENE-041212-70	ephx2
ZFIN:ZDB-GENE-041212-76	foxj1b
ZFIN:ZDB-GENE-041212-84	cdk20
ZFIN:ZDB-GENE-041212-8	efemp2a
ZFIN:ZDB-GENE-041212-9	ift27
ZFIN:ZDB-GENE-041213-1	unc5b
ZFIN:ZDB-GENE-041217-14	mir196a-1
ZFIN:ZDB-GENE-041217-16	mir221
ZFIN:ZDB-GENE-041217-17	mir222
ZFIN:ZDB-GENE-041217-20	mir196a-2
ZFIN:ZDB-GENE-041217-2	mir203a
ZFIN:ZDB-GENE-041217-4	mir10b-1
ZFIN:ZDB-GENE-041217-7	mir183
ZFIN:ZDB-GENE-041217-8	mir214a
ZFIN:ZDB-GENE-041219-2	arl6
ZFIN:ZDB-GENE-041220-1	tfr1a
ZFIN:ZDB-GENE-041220-2	tfr1b
ZFIN:ZDB-GENE-041220-3	tfr2
ZFIN:ZDB-GENE-041221-2	prnpb
ZFIN:ZDB-GENE-041221-3	prnprs3
ZFIN:ZDB-GENE-041222-2	zzef1
ZFIN:ZDB-GENE-041228-13	mir182
ZFIN:ZDB-GENE-041228-15	mir1-1
ZFIN:ZDB-GENE-041228-18	mir25
ZFIN:ZDB-GENE-041228-1	mir218a-2
ZFIN:ZDB-GENE-041228-3	mir10a
ZFIN:ZDB-GENE-041229-2	atp2a1l
ZFIN:ZDB-GENE-041229-4	pitx3
ZFIN:ZDB-GENE-050102-2	araf
ZFIN:ZDB-GENE-050103-10	mir23a-1
ZFIN:ZDB-GENE-050103-13	mir27a
ZFIN:ZDB-GENE-050103-6	mir19a
ZFIN:ZDB-GENE-050103-8	mir21-1
ZFIN:ZDB-GENE-050104-1	perp
ZFIN:ZDB-GENE-050105-3	slc6a9
ZFIN:ZDB-GENE-050105-5	slc17a7a
ZFIN:ZDB-GENE-050105-6	trpa1a
ZFIN:ZDB-GENE-050106-1	trpa1b
ZFIN:ZDB-GENE-050107-1	erbb3b
ZFIN:ZDB-GENE-050107-2	olig1
ZFIN:ZDB-GENE-050107-3	prox1b
ZFIN:ZDB-GENE-050107-4	pnpla6
ZFIN:ZDB-GENE-050107-6	eda
ZFIN:ZDB-GENE-050114-2	lmx1bb
ZFIN:ZDB-GENE-050114-3	lmx1ba
ZFIN:ZDB-GENE-050116-1	foxo3a
ZFIN:ZDB-GENE-050116-2	prkar1aa
ZFIN:ZDB-GENE-050119-2	lrp2a
ZFIN:ZDB-GENE-050119-3	kif3b
ZFIN:ZDB-GENE-050119-6	lats2
ZFIN:ZDB-GENE-050119-8	casr
ZFIN:ZDB-GENE-050119-9	pthlha
ZFIN:ZDB-GENE-050126-1	yes1
ZFIN:ZDB-GENE-050127-1	gcm2
ZFIN:ZDB-GENE-050131-1	ncstn
ZFIN:ZDB-GENE-050201-1	th2
ZFIN:ZDB-GENE-050201-2	unc119b
ZFIN:ZDB-GENE-050201-3	fgfrl1b
ZFIN:ZDB-GENE-050201-4	fgf23
ZFIN:ZDB-GENE-050202-1	pcdh1a1
ZFIN:ZDB-GENE-050202-2	pcdh1a2
ZFIN:ZDB-GENE-050202-3	pcdh1a3
ZFIN:ZDB-GENE-050202-4	pcdh1a4
ZFIN:ZDB-GENE-050203-1	pcdh1a5
ZFIN:ZDB-GENE-050203-2	pcdh1a6
ZFIN:ZDB-GENE-050203-3	pcdh1a7
ZFIN:ZDB-GENE-050203-4	pcdh1a8
ZFIN:ZDB-GENE-050204-1	pcdh1a9
ZFIN:ZDB-GENE-050204-2	pcdh1a10
ZFIN:ZDB-GENE-050208-100	prkca
ZFIN:ZDB-GENE-050208-103	polr3a
ZFIN:ZDB-GENE-050208-114	ch1073-291c23.1
ZFIN:ZDB-GENE-050208-123	mecom
ZFIN:ZDB-GENE-050208-22	sorl1
ZFIN:ZDB-GENE-050208-235	ambra1b
ZFIN:ZDB-GENE-050208-244	pacs1a
ZFIN:ZDB-GENE-050208-274	sec16b
ZFIN:ZDB-GENE-050208-29	loxl2b
ZFIN:ZDB-GENE-050208-317	tnks1bp1
ZFIN:ZDB-GENE-050208-336	ctskl
ZFIN:ZDB-GENE-050208-341	axdnd1
ZFIN:ZDB-GENE-050208-34	srrm4
ZFIN:ZDB-GENE-050208-36	cnnm2a
ZFIN:ZDB-GENE-050208-376	si:ch211-226h8.4
ZFIN:ZDB-GENE-050208-380	fgf22
ZFIN:ZDB-GENE-050208-382	crb1
ZFIN:ZDB-GENE-050208-41	dchs1b
ZFIN:ZDB-GENE-050208-422	nrd1b
ZFIN:ZDB-GENE-050208-445	bbip1
ZFIN:ZDB-GENE-050208-490	si:dkey-253d23.10
ZFIN:ZDB-GENE-050208-492	bap1
ZFIN:ZDB-GENE-050208-52	crabp2b
ZFIN:ZDB-GENE-050208-554	stab1
ZFIN:ZDB-GENE-050208-608	lrp1ba
ZFIN:ZDB-GENE-050208-620	aspm
ZFIN:ZDB-GENE-050208-660	rab3b
ZFIN:ZDB-GENE-050208-703	si:dkey-15h8.2
ZFIN:ZDB-GENE-050208-724	mlpha
ZFIN:ZDB-GENE-050208-744	onecut3a
ZFIN:ZDB-GENE-050208-755	yjefn3
ZFIN:ZDB-GENE-050208-777	march2
ZFIN:ZDB-GENE-050208-783	frem1b
ZFIN:ZDB-GENE-050208-97	slc45a2
ZFIN:ZDB-GENE-050210-1	opa3
ZFIN:ZDB-GENE-050213-1	slc35b2
ZFIN:ZDB-GENE-050217-3	nkx2.2b
ZFIN:ZDB-GENE-050221-1	gna12a
ZFIN:ZDB-GENE-050221-2	xirp1
ZFIN:ZDB-GENE-050222-3	dlg1l
ZFIN:ZDB-GENE-050222-4	tcf7
ZFIN:ZDB-GENE-050227-15	dph6
ZFIN:ZDB-GENE-050227-1	fbxl22
ZFIN:ZDB-GENE-050227-21	baxb
ZFIN:ZDB-GENE-050227-4	rfx2
ZFIN:ZDB-GENE-050302-100	rnf213a
ZFIN:ZDB-GENE-050302-102	crebbpb
ZFIN:ZDB-GENE-050302-113	nrg1
ZFIN:ZDB-GENE-050302-175	hapln1a
ZFIN:ZDB-GENE-050302-63	plxnb1a
ZFIN:ZDB-GENE-050302-78	scube1
ZFIN:ZDB-GENE-050302-80	scube2
ZFIN:ZDB-GENE-050302-9	col2a1b
ZFIN:ZDB-GENE-050303-1	cx32.2
ZFIN:ZDB-GENE-050306-15	apobec2a
ZFIN:ZDB-GENE-050306-16	dpp7
ZFIN:ZDB-GENE-050306-18	hsf4
ZFIN:ZDB-GENE-050306-25	nfybb
ZFIN:ZDB-GENE-050306-36	zgc:110796
ZFIN:ZDB-GENE-050306-8	ppm1k
ZFIN:ZDB-GENE-050307-1	kif7
ZFIN:ZDB-GENE-050307-3	matn1
ZFIN:ZDB-GENE-050308-1	pabpc1b
ZFIN:ZDB-GENE-050309-106	cep170ab
ZFIN:ZDB-GENE-050309-150	mast2
ZFIN:ZDB-GENE-050309-166	ly75
ZFIN:ZDB-GENE-050309-187	sfxn4
ZFIN:ZDB-GENE-050309-215	im:7152121
ZFIN:ZDB-GENE-050309-23	itga6a
ZFIN:ZDB-GENE-050309-27	lbx1b
ZFIN:ZDB-GENE-050309-32	kdm7ab
ZFIN:ZDB-GENE-050310-1	ntn4
ZFIN:ZDB-GENE-050310-2	ntn2
ZFIN:ZDB-GENE-050314-4	dnmt3b
ZFIN:ZDB-GENE-050314-5	dnmt3aa
ZFIN:ZDB-GENE-050315-1	adcyap1r1a
ZFIN:ZDB-GENE-050317-1	tnfa
ZFIN:ZDB-GENE-050318-2	lgals2a
ZFIN:ZDB-GENE-050320-126	smyd2a
ZFIN:ZDB-GENE-050320-147	kctd9a
ZFIN:ZDB-GENE-050320-149	nmd3
ZFIN:ZDB-GENE-050320-62	zgc:113100
ZFIN:ZDB-GENE-050320-63	znf45l
ZFIN:ZDB-GENE-050320-77	gnb1l
ZFIN:ZDB-GENE-050320-85	dbt
ZFIN:ZDB-GENE-050320-86	msi1
ZFIN:ZDB-GENE-050320-92	cdh6
ZFIN:ZDB-GENE-050320-95	islr2
ZFIN:ZDB-GENE-050321-1	hsp70l
ZFIN:ZDB-GENE-050327-10	plcxd3
ZFIN:ZDB-GENE-050327-14	pvrl3b
ZFIN:ZDB-GENE-050327-35	elp3
ZFIN:ZDB-GENE-050327-41	ippk
ZFIN:ZDB-GENE-050327-68	ikbkg
ZFIN:ZDB-GENE-050327-73	vps33b
ZFIN:ZDB-GENE-050327-76	zgc:110800
ZFIN:ZDB-GENE-050327-78	alpi.1
ZFIN:ZDB-GENE-050327-8	parla
ZFIN:ZDB-GENE-050327-93	eya4
ZFIN:ZDB-GENE-050327-99	trim2a
ZFIN:ZDB-GENE-050401-1	mtmr12
ZFIN:ZDB-GENE-050407-1	flt1
ZFIN:ZDB-GENE-050407-2	ptges
ZFIN:ZDB-GENE-050407-3	phox2bb
ZFIN:ZDB-GENE-050410-8	zgc:113209
ZFIN:ZDB-GENE-050411-37	ecscr
ZFIN:ZDB-GENE-050411-55	itga3b
ZFIN:ZDB-GENE-050417-109	park2
ZFIN:ZDB-GENE-050417-135	syt13
ZFIN:ZDB-GENE-050417-158	unc45a
ZFIN:ZDB-GENE-050417-183	osr2
ZFIN:ZDB-GENE-050417-189	ecrg4a
ZFIN:ZDB-GENE-050417-210	lhx9
ZFIN:ZDB-GENE-050417-214	agr2
ZFIN:ZDB-GENE-050417-217	yod1
ZFIN:ZDB-GENE-050417-22	cdk5r2a
ZFIN:ZDB-GENE-050417-234	f3b
ZFIN:ZDB-GENE-050417-26	ca8
ZFIN:ZDB-GENE-050417-278	mrps18b
ZFIN:ZDB-GENE-050417-279	lrrc39
ZFIN:ZDB-GENE-050417-289	cops6
ZFIN:ZDB-GENE-050417-296	zgc:110373
ZFIN:ZDB-GENE-050417-327	eef1a1b
ZFIN:ZDB-GENE-050417-337	adss
ZFIN:ZDB-GENE-050417-342	nsmaf
ZFIN:ZDB-GENE-050417-343	bdh2
ZFIN:ZDB-GENE-050417-357	twist1b
ZFIN:ZDB-GENE-050417-36	chodl
ZFIN:ZDB-GENE-050417-371	baiap2l1b
ZFIN:ZDB-GENE-050417-383	stk11
ZFIN:ZDB-GENE-050417-387	henmt1
ZFIN:ZDB-GENE-050417-411	dph1
ZFIN:ZDB-GENE-050417-423	fibinb
ZFIN:ZDB-GENE-050417-424	pex19
ZFIN:ZDB-GENE-050417-440	chrna5
ZFIN:ZDB-GENE-050417-448	mmp23bb
ZFIN:ZDB-GENE-050417-449	zgc:113019
ZFIN:ZDB-GENE-050417-455	mpzl1l
ZFIN:ZDB-GENE-050417-68	zgc:110286
ZFIN:ZDB-GENE-050417-71	kif3a
ZFIN:ZDB-GENE-050417-94	cdk10
ZFIN:ZDB-GENE-050417-97	dmbx1b
ZFIN:ZDB-GENE-050419-103	si:ch211-218c6.8
ZFIN:ZDB-GENE-050419-110	rasgrp4
ZFIN:ZDB-GENE-050419-11	kcng4a
ZFIN:ZDB-GENE-050419-124	slc39a8
ZFIN:ZDB-GENE-050419-142	btbd11a
ZFIN:ZDB-GENE-050419-145	mlc1
ZFIN:ZDB-GENE-050419-146	bhlhe41
ZFIN:ZDB-GENE-050419-153	foxf1
ZFIN:ZDB-GENE-050419-191	alx1
ZFIN:ZDB-GENE-050419-192	itpr2
ZFIN:ZDB-GENE-050419-197	rltpr
ZFIN:ZDB-GENE-050419-238	zfpm1
ZFIN:ZDB-GENE-050419-253	gyltl1b
ZFIN:ZDB-GENE-050419-255	daw1
ZFIN:ZDB-GENE-050419-256	chd2
ZFIN:ZDB-GENE-050419-261	wtip
ZFIN:ZDB-GENE-050419-28	dctn1b
ZFIN:ZDB-GENE-050419-45	gmds
ZFIN:ZDB-GENE-050419-48	alpk3a
ZFIN:ZDB-GENE-050419-65	v2rl1
ZFIN:ZDB-GENE-050419-71	pglyrp5
ZFIN:ZDB-GENE-050419-75	plekha7a
ZFIN:ZDB-GENE-050419-76	gnrhr4
ZFIN:ZDB-GENE-050419-93	otogl
ZFIN:ZDB-GENE-050420-170	dclk2
ZFIN:ZDB-GENE-050420-186	kcnj1a.4
ZFIN:ZDB-GENE-050420-256	kcnj1a.3
ZFIN:ZDB-GENE-050420-315	si:ch211-132b12.1
ZFIN:ZDB-GENE-050420-319	wt1b
ZFIN:ZDB-GENE-050420-31	kcnk10b
ZFIN:ZDB-GENE-050425-1	fat1a
ZFIN:ZDB-GENE-050506-101	paf1
ZFIN:ZDB-GENE-050506-106	ier3ip1
ZFIN:ZDB-GENE-050506-113	atpif1b
ZFIN:ZDB-GENE-050506-132	fermt2
ZFIN:ZDB-GENE-050506-42	scaf4b
ZFIN:ZDB-GENE-050506-59	ncapd2
ZFIN:ZDB-GENE-050506-61	vcla
ZFIN:ZDB-GENE-050506-79	rcor1
ZFIN:ZDB-GENE-050508-2	zgc:113274
ZFIN:ZDB-GENE-050508-5	fitm2
ZFIN:ZDB-GENE-050510-1	cdx1a
ZFIN:ZDB-GENE-050510-4	tas2r200.2
ZFIN:ZDB-GENE-050513-1	sema3fa
ZFIN:ZDB-GENE-050513-2	sema3fb
ZFIN:ZDB-GENE-050513-3	sema3ga
ZFIN:ZDB-GENE-050513-4	sema3gb
ZFIN:ZDB-GENE-050513-5	sema3c
ZFIN:ZDB-GENE-050517-10	abcb7
ZFIN:ZDB-GENE-050517-18	abcc6a
ZFIN:ZDB-GENE-050517-19	abcc6b.1
ZFIN:ZDB-GENE-050517-20	cftr
ZFIN:ZDB-GENE-050517-27	abcd1
ZFIN:ZDB-GENE-050517-9	abcb6a
ZFIN:ZDB-GENE-050518-2	lrp5
ZFIN:ZDB-GENE-050521-1	nxt2
ZFIN:ZDB-GENE-050522-100	orai1b
ZFIN:ZDB-GENE-050522-133	cox5aa
ZFIN:ZDB-GENE-050522-13	cpsf3l
ZFIN:ZDB-GENE-050522-145	marcksa
ZFIN:ZDB-GENE-050522-147	atp5o
ZFIN:ZDB-GENE-050522-158	uchl3
ZFIN:ZDB-GENE-050522-197	usp48
ZFIN:ZDB-GENE-050522-207	stmn2b
ZFIN:ZDB-GENE-050522-216	ptk7a
ZFIN:ZDB-GENE-050522-222	cep55l
ZFIN:ZDB-GENE-050522-228	fcho2
ZFIN:ZDB-GENE-050522-235	sncgb
ZFIN:ZDB-GENE-050522-236	lims1
ZFIN:ZDB-GENE-050522-242	pomgnt2
ZFIN:ZDB-GENE-050522-257	zap70
ZFIN:ZDB-GENE-050522-26	pycr1b
ZFIN:ZDB-GENE-050522-274	wdr13
ZFIN:ZDB-GENE-050522-285	c13h10orf11
ZFIN:ZDB-GENE-050522-28	barx1
ZFIN:ZDB-GENE-050522-296	cfap52
ZFIN:ZDB-GENE-050522-297	nup88
ZFIN:ZDB-GENE-050522-308	six6b
ZFIN:ZDB-GENE-050522-319	camk2n1a
ZFIN:ZDB-GENE-050522-323	rab3ip
ZFIN:ZDB-GENE-050522-328	rab23
ZFIN:ZDB-GENE-050522-332	zgc:111976
ZFIN:ZDB-GENE-050522-344	tubgcp5
ZFIN:ZDB-GENE-050522-358	b3galnt2
ZFIN:ZDB-GENE-050522-367	zgc:110063
ZFIN:ZDB-GENE-050522-381	tusc3
ZFIN:ZDB-GENE-050522-38	lypd6b
ZFIN:ZDB-GENE-050522-396	tmx3
ZFIN:ZDB-GENE-050522-397	stx18
ZFIN:ZDB-GENE-050522-399	srrm2
ZFIN:ZDB-GENE-050522-39	eri1
ZFIN:ZDB-GENE-050522-400	tex261
ZFIN:ZDB-GENE-050522-417	homer2
ZFIN:ZDB-GENE-050522-426	cav3
ZFIN:ZDB-GENE-050522-437	ndufs5
ZFIN:ZDB-GENE-050522-43	vasna
ZFIN:ZDB-GENE-050522-44	tdg
ZFIN:ZDB-GENE-050522-454	tsen54
ZFIN:ZDB-GENE-050522-467	b9d1
ZFIN:ZDB-GENE-050522-490	cyp2y3
ZFIN:ZDB-GENE-050522-492	ptbp1a
ZFIN:ZDB-GENE-050522-497	txndc12
ZFIN:ZDB-GENE-050522-499	smarcad1
ZFIN:ZDB-GENE-050522-501	cyp1c1
ZFIN:ZDB-GENE-050522-503	nr3c1
ZFIN:ZDB-GENE-050522-514	katna1
ZFIN:ZDB-GENE-050522-516	trim13
ZFIN:ZDB-GENE-050522-518	mtmr1a
ZFIN:ZDB-GENE-050522-528	zgc:113030
ZFIN:ZDB-GENE-050522-534	gfi1aa
ZFIN:ZDB-GENE-050522-542	uqcrb
ZFIN:ZDB-GENE-050522-56	lims2
ZFIN:ZDB-GENE-050523-1	gli2b
ZFIN:ZDB-GENE-050523-2	lats1
ZFIN:ZDB-GENE-050523-3	ism1
ZFIN:ZDB-GENE-050525-2	inhbab
ZFIN:ZDB-GENE-050531-1	myh11a
ZFIN:ZDB-GENE-050601-1	gstp2
ZFIN:ZDB-GENE-050601-2	tnfb
ZFIN:ZDB-GENE-050608-6	mir430a-5
ZFIN:ZDB-GENE-050609-27	mir122
ZFIN:ZDB-GENE-050609-28	mir206-1
ZFIN:ZDB-GENE-050609-39	pcdh2a9
ZFIN:ZDB-GENE-050609-40	pcdh2a11
ZFIN:ZDB-GENE-050609-41	pcdh2a12
ZFIN:ZDB-GENE-050609-42	pcdh2a13
ZFIN:ZDB-GENE-050609-43	pcdh2a14
ZFIN:ZDB-GENE-050609-44	pcdh2a15
ZFIN:ZDB-GENE-050609-45	pcdh2a16
ZFIN:ZDB-GENE-050610-32	pcdh2a17
ZFIN:ZDB-GENE-050610-33	pcdh2a18
ZFIN:ZDB-GENE-050610-34	pcdh2a19
ZFIN:ZDB-GENE-050610-35	pcdh2a20
ZFIN:ZDB-GENE-050610-37	pcdh2a21
ZFIN:ZDB-GENE-050610-38	pcdh2a23
ZFIN:ZDB-GENE-050610-39	pcdh2a24
ZFIN:ZDB-GENE-050610-40	pcdh2a25
ZFIN:ZDB-GENE-050610-6	pcdh2g16
ZFIN:ZDB-GENE-050616-11	cx41.8
ZFIN:ZDB-GENE-050616-14	cx50.5
ZFIN:ZDB-GENE-050616-5	cx36.7
ZFIN:ZDB-GENE-050622-14	etv2
ZFIN:ZDB-GENE-050626-52	eif2a
ZFIN:ZDB-GENE-050626-94	isca1
ZFIN:ZDB-GENE-050626-97	tnnt2d
ZFIN:ZDB-GENE-050628-1	mib2
ZFIN:ZDB-GENE-050705-1	cyp1c2
ZFIN:ZDB-GENE-050706-140	exosc3
ZFIN:ZDB-GENE-050706-185	gigfy2
ZFIN:ZDB-GENE-050706-188	eef1a1l2
ZFIN:ZDB-GENE-050706-53	ddx42
ZFIN:ZDB-GENE-050706-68	tut1
ZFIN:ZDB-GENE-050706-83	ildr2
ZFIN:ZDB-GENE-050706-86	mipb
ZFIN:ZDB-GENE-050706-89	fynb
ZFIN:ZDB-GENE-050706-95	nsun3
ZFIN:ZDB-GENE-050714-2	cyp26c1
ZFIN:ZDB-GENE-050720-1	crmp1
ZFIN:ZDB-GENE-050720-2	dpysl3
ZFIN:ZDB-GENE-050731-10	rad52
ZFIN:ZDB-GENE-050731-5	vps11
ZFIN:ZDB-GENE-050803-1	ezrb
ZFIN:ZDB-GENE-050808-1	nsfb
ZFIN:ZDB-GENE-050809-19	wfs1b
ZFIN:ZDB-GENE-050809-1	slc8a1a
ZFIN:ZDB-GENE-050809-23	inpp5e
ZFIN:ZDB-GENE-050809-39	dhx8
ZFIN:ZDB-GENE-050809-44	snx10a
ZFIN:ZDB-GENE-050809-5	rnasel3
ZFIN:ZDB-GENE-050816-1	tdp2b
ZFIN:ZDB-GENE-050823-4	celsr1b
ZFIN:ZDB-GENE-050824-1	grk7a
ZFIN:ZDB-GENE-050902-1	ctbp2l
ZFIN:ZDB-GENE-050904-6	mpi
ZFIN:ZDB-GENE-050909-1	il10rb
ZFIN:ZDB-GENE-050912-2	pmelb
ZFIN:ZDB-GENE-050913-103	e4f1
ZFIN:ZDB-GENE-050913-114	h2afy2
ZFIN:ZDB-GENE-050913-123	grhl2a
ZFIN:ZDB-GENE-050913-133	b3gntl1
ZFIN:ZDB-GENE-050913-139	zgc:113381
ZFIN:ZDB-GENE-050913-144	smg5
ZFIN:ZDB-GENE-050913-146	camk2g1
ZFIN:ZDB-GENE-050913-156	esco2
ZFIN:ZDB-GENE-050913-1	cwf19l2
ZFIN:ZDB-GENE-050913-20	draxin
ZFIN:ZDB-GENE-050913-35	pacsin1b
ZFIN:ZDB-GENE-050913-38	vgll2a
ZFIN:ZDB-GENE-050913-61	nde1
ZFIN:ZDB-GENE-050913-68	fbxo7
ZFIN:ZDB-GENE-050913-69	rnf11b
ZFIN:ZDB-GENE-050913-73	lsr
ZFIN:ZDB-GENE-050913-84	dnm2a
ZFIN:ZDB-GENE-050913-85	pggt1b
ZFIN:ZDB-GENE-050913-90	aplnrb
ZFIN:ZDB-GENE-050916-1	klhl40a
ZFIN:ZDB-GENE-050920-1	hapln1b
ZFIN:ZDB-GENE-051010-1	ihha
ZFIN:ZDB-GENE-051018-1	ahrra
ZFIN:ZDB-GENE-051018-2	ahrrb
ZFIN:ZDB-GENE-051030-102	ube2v1
ZFIN:ZDB-GENE-051030-21	shox
ZFIN:ZDB-GENE-051030-42	eif3hb
ZFIN:ZDB-GENE-051031-1	itga2b
ZFIN:ZDB-GENE-051101-1	wwtr1
ZFIN:ZDB-GENE-051102-1	nphs1
ZFIN:ZDB-GENE-051102-2	nphs2
ZFIN:ZDB-GENE-051108-1	hmgcrb
ZFIN:ZDB-GENE-051111-1	il10
ZFIN:ZDB-GENE-051113-100	primpol
ZFIN:ZDB-GENE-051113-112	kcnk5a
ZFIN:ZDB-GENE-051113-120	ccdc92
ZFIN:ZDB-GENE-051113-124	dcdc2b
ZFIN:ZDB-GENE-051113-128	mtm1
ZFIN:ZDB-GENE-051113-132	cdc16
ZFIN:ZDB-GENE-051113-268	sox14
ZFIN:ZDB-GENE-051113-276	rpl22
ZFIN:ZDB-GENE-051113-340	numbl
ZFIN:ZDB-GENE-051113-60	spna2
ZFIN:ZDB-GENE-051113-72	camk2a
ZFIN:ZDB-GENE-051113-88	tcf21
ZFIN:ZDB-GENE-051114-1	scospondin
ZFIN:ZDB-GENE-051120-114	myef2
ZFIN:ZDB-GENE-051120-126	hmgb2a
ZFIN:ZDB-GENE-051120-129	rsph9
ZFIN:ZDB-GENE-051120-138	smyd3
ZFIN:ZDB-GENE-051120-147	gpc1a
ZFIN:ZDB-GENE-051120-39	mmd
ZFIN:ZDB-GENE-051120-78	kcns3b
ZFIN:ZDB-GENE-051120-90	ppox
ZFIN:ZDB-GENE-051120-99	lpar2b
ZFIN:ZDB-GENE-051127-39	actn2
ZFIN:ZDB-GENE-051127-49	syn2b
ZFIN:ZDB-GENE-051128-1	ogt.2
ZFIN:ZDB-GENE-051128-2	ppm1f
ZFIN:ZDB-GENE-051201-2	scn4aa
ZFIN:ZDB-GENE-051202-1	grin1a
ZFIN:ZDB-GENE-051209-1	irge1
ZFIN:ZDB-GENE-051212-1	irge3
ZFIN:ZDB-GENE-051212-2	irge4
ZFIN:ZDB-GENE-051212-5	irgf1
