MGI:1353450	Aldh1a1
MGI:1915268	Col4a3bp
MGI:2686934	Zfhx2
MGI:106925	Cldn11
MGI:3587728	Acsbg2
MGI:2136761	Fzd10
MGI:3038900	Cia23
MGI:1298389	Clec4d
MGI:3795433	Pldmq4
MGI:2656142	Obq16
MGI:3785283	Ugt1
MGI:1926321	Postn
MGI:1351465	G3bp1
MGI:1890577	Srsf4
MGI:2660571	Gauc
MGI:3530760	Nba4
MGI:1321385	Entpd5
MGI:2183436	Nrbp1
MGI:1345634	Amfr
MGI:3603269	Lmrq4
MGI:98735	Th
MGI:1917343	Ube2q1
MGI:97935	Rmp2
MGI:2137369	Ses5
MGI:102812	Lmo1
MGI:1891696	skimp
MGI:3806024	Rgsc471
MGI:97801	Pth1r
MGI:1920000	Fam117b
MGI:2385198	Usp1
MGI:1923750	Ip6k2
MGI:5049980	koro
MGI:1927185	Chp1
MGI:96974	Kitl
MGI:2684949	Tdrd5
MGI:2448675	brwd
MGI:2450757	Ush1g
MGI:2686906	Nhdlq7
MGI:2671594	glu5
MGI:1270855	Il16
MGI:104694	Ncan
MGI:96934	Mclr
MGI:1926387	Cdon
MGI:1930171	Pvrl3
MGI:3577433	gro92
MGI:2151853	Pbw3
MGI:1276535	Ncoa3
MGI:1928984	rsnd
MGI:106621	Myo1e
MGI:1343460	Gnpat
MGI:3574489	Ibdq1
MGI:3041294	Hdlq32
MGI:109137	Rasgrf2
MGI:2442120	Bank1
MGI:95811	Gria4
MGI:105393	Dmc1
MGI:1926163	Ltn1
MGI:1928481	Lgals8
MGI:5495800	Play19
MGI:105315	rsl
MGI:1354946	Mapk6
MGI:3612492	Eppiq2
MGI:2680434	pbdl
MGI:3714523	Del(4D4Mit190-D4Mit51)2Aam
MGI:1859152	Pla2g6
MGI:3722066	lws
MGI:107421	Pcsk7
MGI:5517444	Del(10Taar2-Taar9)1Tboz
MGI:5317764	b2b842Clo
MGI:107548	Traf5
MGI:2448802	l15R8
MGI:1919043	Ints12
MGI:3806125	Rgsc522
MGI:3577036	Erars2
MGI:3046700	crf26
MGI:2450877	Bzrap1
MGI:3829954	Bmd5b
MGI:96209	Hoxd8
MGI:1928745	Slc4a8
MGI:1196326	Ncald
MGI:3512802	repro21
MGI:2151908	Olfr73
MGI:108546	Bglq5
MGI:3511213	Nmf191
MGI:5305738	In(2Lnp-Itga6)47Ddu
MGI:3611236	Shtrm
MGI:1098565	Szv2
MGI:109126	Thrsp
MGI:3525119	Rthyd1
MGI:3807011	Rgsc715
MGI:3812220	Rgsc651
MGI:94927	Drd5
MGI:2183158	Ash1l
MGI:107559	Sema4b
MGI:108076	Frrs1
MGI:2446700	St18
MGI:1355294	Klrg1
MGI:98916	Urod
MGI:2651588	Socs7
MGI:1354175	Txnrd1
MGI:1098708	Tbc1d14
MGI:1921373	Foxp4
MGI:1354695	Fbxw7
MGI:1349669	Spo11
MGI:2387104	Nidd3k
MGI:3774595	Tdnq1
MGI:1921998	Slamf8
MGI:3794322	Hlb589
MGI:2671631	ww1
MGI:1261775	Atg14
MGI:1339949	Adamts4
MGI:99914	Lamc1
MGI:3771044	Ssnt3
MGI:3784600	Morq1
MGI:1333856	Klf9
MGI:3616202	Del(2Hoxd11-Hoxd13)16Ddu
MGI:2681469	In(15)21Rk
MGI:109587	Tnfrsf11b
MGI:107542	Ccw
MGI:102696	Pip
MGI:3586971	nmf242
MGI:1098273	Amacr
MGI:108359	Alx4
MGI:2447024	Kif19a
MGI:5471223	Dp(Y)1H
MGI:3794736	Tmrb1
MGI:1890476	Rad18
MGI:107486	Pex2
MGI:1890613	Pes1
MGI:1351655	Shroom3
MGI:3575248	Hlb330
MGI:2671378	gro22
MGI:2151860	Morph3
MGI:2444210	Nr1d1
MGI:1917923	Prdm16
MGI:1914588	Rffl
MGI:2443990	Fam20b
MGI:1926007	Rictor
MGI:1336199	Ppp1r13b
MGI:104740	Ppara
MGI:1919200	Nanog
MGI:5426055	SCA001
MGI:1202722	Gtf2i
MGI:5476166	b2b1929Clo
MGI:1914694	Ilkap
MGI:1914689	Xab2
MGI:1100498	Pitx3
MGI:2442798	Dhrs9
MGI:2671339	l11Jus54
MGI:1919668	Thoc1
MGI:1933244	Tktl1
MGI:2149335	Pgia14
MGI:5426409	Mut549
MGI:1914321	Rps6ka6
MGI:3720095	Hdlq58
MGI:1891409	Onecut3
MGI:2137679	Sfxn3
MGI:1931271	Olfr160
MGI:1914071	Bcs1l
MGI:2145955	Prkaa1
MGI:2442326	Zbtb1
MGI:3771045	Fwth1
MGI:109356	Snap23
MGI:88403	ci
MGI:103124	Barx1
MGI:3512953	Fmgty14
MGI:3619535	Bmd1c
MGI:1309484	Eae7
MGI:104978	Cyp7b1
MGI:107363	Stxbp1
MGI:1931001	Edaradd
MGI:3696757	Albq3
MGI:1195276	Bloc1s1
MGI:2151113	Optc
MGI:1341803	Lipg
MGI:2681164	Plekha8
MGI:108186	Aldh7a1
MGI:1354701	Icosl
MGI:3665195	Chlq18
MGI:1923558	Rab1b
MGI:5487816	Del(Fmo4-Fmo2)1Eshe
MGI:3814084	Rgsc1177
MGI:1347248	Ceacam10
MGI:3698535	Wg7
MGI:88543	Csnk2a1
MGI:3039629	Slc17a8
MGI:1354713	Acsl4
MGI:1925213	Hook1
MGI:98299	Shmt1
MGI:5437719	b2b1298Clo
MGI:5523263	In(2Igs15-Cd44)68Ddu
MGI:3038904	Cia26
MGI:2429920	Nmf31
MGI:1860489	Ptbp2
MGI:1889348	Zfp318
MGI:3039603	B3gnt6
MGI:97008	Mmp11
MGI:1277114	Ptgfrn
MGI:1931457	Cblc
MGI:107423	Numb
MGI:2682776	Gsfwt
MGI:3813537	Rgsc921
MGI:3514362	Hdl39
MGI:1932519	Triglq1
MGI:2442474	Dgkb
MGI:1353494	Akr1b3
MGI:2151017	Tmc2
MGI:2387687	Fam120c
MGI:3695470	Ctpr1
MGI:96168	hop
MGI:1917258	Ace2
MGI:3582971	Lctlp2
MGI:1858952	Arhgef5
MGI:1918686	Flrt3
MGI:2158453	Cdcs5
MGI:3577458	l4Jus30
MGI:2661413	Scon1
MGI:1351869	Pdxk
MGI:1915115	Rgs10
MGI:103011	Ccr7
MGI:101916	Fabp7
MGI:104557	Rps6ka3
MGI:3687343	D930028M14Rik
MGI:3640119	Dp(16Es2el-Sept5)3Bld
MGI:3589231	tmgc57
MGI:1344398	Batq1
MGI:88248	Calb1
MGI:1929554	Cal
MGI:2678695	Hlb130
MGI:99611	Ephb2
MGI:2387588	Best2
MGI:3817291	Rgsc1666
MGI:1333759	Vmn1r51
MGI:2178477	Bbaa15
MGI:1338786	Pkdrej
MGI:2442355	Kdm4b
MGI:3036606	Vmbic8
MGI:2152971	Rims1
MGI:2178103	Arhgdia
MGI:101911	Dusp2
MGI:3817659	Rgsc1716
MGI:2145448	Ankrd32
MGI:95775	Gnao1
MGI:3798454	Rgsc15
MGI:3029414	Brwd3
MGI:5446153	b2b1941Clo
MGI:1196458	Scarb2
MGI:107537	Cln3
MGI:2141879	Hsd3b7
MGI:3811859	Rgsc252
MGI:1345626	Cia8
MGI:106603	Serpinb9
MGI:3038392	Nur35
MGI:1919308	Igsf5
MGI:1196250	Klrk1
MGI:1201409	Pknox1
MGI:2384959	BC017643
MGI:96282	Htr3a
MGI:95716	Gja5
MGI:98615	Tcrd-V1
MGI:98818	Trap1a
MGI:1347465	Foxh1
MGI:102670	Ddx4
MGI:99253	Etv2
MGI:3586306	Ath23
MGI:2671045	tmgc30
MGI:2138446	Atg9a
MGI:1915089	Gpsm1
MGI:1097693	Ogg1
MGI:1277098	Ptp4a3
MGI:3603298	Idd26
MGI:1197007	Birc3
MGI:2684999	Tmf1
MGI:1921452	Fblim1
MGI:1345637	Psl1
MGI:99960	Ewsr1
MGI:1306776	Map1a
MGI:894698	Sgca
MGI:4359040	hlb437
MGI:1921248	Herc3
MGI:3605069	Il20ra
MGI:3698547	Brwq1
MGI:95475	fa
MGI:3038862	Nidd7k
MGI:98434	stm
MGI:1888908	Aldh18a1
MGI:1349217	Abcd4
MGI:1917723	Rapgef4
MGI:5554536	b2b2346Clo
MGI:1914963	Dnajc19
MGI:1202305	Vps72
MGI:5532834	blnt
MGI:893578	Scarb1
MGI:1926834	Fn3k
MGI:95517	Fgf3
MGI:88216	Btk
MGI:2673108	In(11Trp53;11Wnt3)8Brd
MGI:3798957	Del(16Dgcr2-Hira)3Aam
MGI:3640775	gpg4
MGI:3808794	Rgsc1256
MGI:1315199	Spsb2
MGI:3629718	Gt(pU21)51Imeg
MGI:1919139	Epn3
MGI:98725	Tgfb1
MGI:96108	Hlf
MGI:4441332	Rnl43
MGI:103266	Fgl2
MGI:106609	Gpx2
MGI:1933111	Apobec3
MGI:3578825	Scpro5
MGI:1353499	Baz1b
MGI:4948250	In(2Itga6-Evx2)44Ddu
MGI:107159	Hmx2
MGI:109353	Ufd1l
MGI:5560145	m12Anu
MGI:1918060	Krt25
MGI:98925	vc
MGI:104781	Kcnj6
MGI:1339713	Myh4
MGI:2446176	Eif2b5
MGI:3042884	Epfpq2
MGI:107569	Epx
MGI:2147134	Fbxo11
MGI:5519054	Dp(16Hspa13-App)2Yah
MGI:3646674	Vmn2r116
MGI:2656120	Hlb80
MGI:5505487	m9Bei
MGI:1344380	Chd4
MGI:1342541	Ikzf2
MGI:1355322	Exosc10
MGI:1333843	Slc31a1
MGI:3054069	Mdmsc5
MGI:1277974	Nidd2
MGI:2651811	Tph2
MGI:1891468	Lgr4
MGI:3034121	Wbct
MGI:3046340	Phl2
MGI:102897	Pcsk6
MGI:108059	Stx2
MGI:109517	Sftpc
MGI:3051549	Heal13
MGI:2687241	Hbnr7
MGI:95284	Edn2
MGI:2670753	tmgc27
MGI:96450	Igh-8
MGI:2385165	Ncoa5
MGI:3603225	Mpdk6
MGI:1919140	Mad2l2
MGI:1891704	Hbs1l
MGI:1277117	Ptp4a2
MGI:1925152	Prune
MGI:894689	Ywhae
MGI:1202876	Tcf7l1
MGI:1859396	Mefv
MGI:97433	olt
MGI:2670669	Tmgc16
MGI:3829410	Abshq6
MGI:106203	Skil
MGI:109637	Erf
MGI:2149548	Yaail
MGI:1341850	Rb1cc1
MGI:3800418	Rgsc362
MGI:3042918	Scfq3
MGI:2151624	Artles
MGI:2664118	Psl3
MGI:98249	Scn3a
MGI:1855701	Zpbp
MGI:1913653	Asf1a
MGI:1202307	Phlda2
MGI:1306797	Aoc3
MGI:3512453	A4galt
MGI:3807066	Rgsc811
MGI:1915666	Sycn
MGI:1100501	Brs3
MGI:2147790	Fermt3
MGI:1276108	Birc6
MGI:3692628	Hfem4
MGI:3618612	Hdlq41
MGI:1914103	Pnpla2
MGI:5446197	m7323Wlst
MGI:1343135	Ndufs4
MGI:97438	Oprd1
MGI:1888999	Angptl4
MGI:2385110	Aph1a
MGI:109538	Cort
MGI:99835	Otp
MGI:1935147	Arid1a
MGI:103185	Uimc1
MGI:3818970	Rgsc1855
MGI:5446199	m7325Wlst
MGI:2152883	Fbxl5
MGI:3697192	Vmmt4
MGI:98488	Slc6a6
MGI:3618862	Catys1
MGI:1095411	Nup214
MGI:1197015	Daxx
MGI:3803881	Nicoq1
MGI:1859515	Acrbp
MGI:1891208	jrc
MGI:1918677	Ibtk
MGI:94874	Dxcp1
MGI:3052868	Hdlq33
MGI:1926884	Huwe1
MGI:1344420	Livq3
MGI:1919583	Palld
MGI:3689098	rdp
MGI:1921593	Crtc2
MGI:1335094	Sept7
MGI:1913929	Rae1
MGI:109589	Ocrl
MGI:3526939	W6q5
MGI:1913389	Tmem8c
MGI:1930964	Thap11
MGI:102788	Rph3a
MGI:5582602	Del(4Cdkn2a-Cdkn2b)1Brn
MGI:95420	Ces1c
MGI:88334	Cd247
MGI:95833	Grp
MGI:1858193	Folh1
MGI:2671500	nur28
MGI:2154762	Fembm4
MGI:97762	Prl
MGI:99607	Abca1
MGI:3606320	Play46
MGI:95280	ecs
MGI:103198	Cdc25a
MGI:2143974	Mgat4b
MGI:3040203	Cocia12
MGI:88179	Bmp3
MGI:105303	Cxcr2
MGI:97488	Pax4
MGI:2389190	Asbb3
MGI:1890646	Nek8
MGI:102504	mt-Co1
MGI:101841	Ppm1b
MGI:107465	Plcb2
MGI:4829497	m6.5.5Djba
MGI:3041812	gro69
MGI:2151896	Pitm2
MGI:103099	Cox6a1
MGI:2135267	Bbs2
MGI:105372	Sstr4
MGI:1298390	Swap70
MGI:2442040	G3bp2
MGI:5491173	b2b2289Clo
MGI:3797733	Rnl27
MGI:1342057	B4galnt1
MGI:3766098	Timo
MGI:1924859	Ccdc151
MGI:3829413	Abshq7
MGI:1932915	Ndel1
MGI:2660559	Giq1
MGI:107505	Alox5ap
MGI:2661375	Rtn4rl1
MGI:3710356	Del(14)3Mom
MGI:101938	Mlh1
MGI:1919143	Noxo1
MGI:1860486	Tdp2
MGI:107817	Serpina5
MGI:108072	Traf6
MGI:1098229	Kif17
MGI:1913828	Mis18a
MGI:3583628	Ptnu5
MGI:3603267	Lmrq2
MGI:3811388	Rgsc1683
MGI:1891326	Eae17
MGI:1346029	Slc26a4
MGI:99782	Nt5e
MGI:107785	Mesp1
MGI:3035961	Pbwg4
MGI:1345181	Pacsin1
MGI:2137410	Peo1
MGI:3580544	Nsila4
MGI:2151843	Elmaz1
MGI:3812528	Rgsc814
MGI:1918830	Mtrf1l
MGI:95457	Mecom
MGI:3809414	Rgsc1461
MGI:1328316	Cd83
MGI:3829397	Lspcq1
MGI:2662547	Klre1
MGI:3530483	Mhdaali026
MGI:106684	Slc18a1
MGI:3611215	Wdup
MGI:2684938	Prdm6
MGI:3693653	Eac1
MGI:106640	Lyr2
MGI:2154197	Moo1
MGI:5470549	Del(Y)6H
MGI:1352507	Rabgap1l
MGI:2444314	Fat3
MGI:1926446	Cd274
MGI:2448622	tmgc12
MGI:3514274	Salpa2
MGI:3629966	Nilac2
MGI:2685198	Xirp2
MGI:1330282	S100a4
MGI:5560797	b2b2827Clo
MGI:105971	Lbw7
MGI:98479	Tal
MGI:106184	Npm1
MGI:2684125	tirs
MGI:1859285	Cldn7
MGI:2685728	Spata22
MGI:1920257	Rnf169
MGI:1278336	Cdkl5
MGI:1858313	Uba2
MGI:98937	Vpreb2
MGI:1926375	Rassf5
MGI:94856	da
MGI:1858760	Bwefm
MGI:109344	Eya1
MGI:1925144	Prickle2
MGI:1100850	Capn6
MGI:1858330	Nxf1
MGI:3656498	Modor2
MGI:3038861	Nidd6k
MGI:1329016	Sel1l
MGI:1926342	Sult2b1
MGI:2660614	Musz3
MGI:99892	Lama1
MGI:3043979	Xiaf2
MGI:1929938	Perp
MGI:96273	Htr1a
MGI:95721	Gjb3
MGI:104650	Cnr2
MGI:3511450	tmgc43
MGI:3038479	Tgl1
MGI:96734	l7Rn2
MGI:1918662	Dhrs2
MGI:1096344	Ampd3
MGI:3622208	Rbcq2
MGI:3043750	Mmtp1
MGI:1923764	Tmub1
MGI:1328355	Wfs1
MGI:97473	Pah
MGI:5496844	Tas2
MGI:106530	Lppr4
MGI:99546	Iglc1
MGI:2664845	Ltsd8
MGI:102967	Mtnr1a
MGI:1353465	Sle6
MGI:97425	oe
MGI:5440919	tictac
MGI:2678700	hlb156
MGI:1338038	Aebp2
MGI:4889059	bumpy
MGI:1098547	Nhp2
MGI:97849	Rag2
MGI:1889850	Dfna5
MGI:88024	Ank1
MGI:1355334	Olig1
MGI:3038433	nur53
MGI:1922595	Slamf7
MGI:3583627	Ptnu4
MGI:1337080	Ncor2
MGI:2653457	Lith12
MGI:97169	Msx2
MGI:3512171	Orq2
MGI:2443220	Slc4a5
MGI:3723110	Swqnd1
MGI:4830136	Del(6Slco1b2-Slco1a5)2Ahs
MGI:3527560	W3q4
MGI:3799216	Rgsc279
MGI:98214	Rxra
MGI:2683060	Hlb240
MGI:3056081	Hyplip2
MGI:98726	Tgfb2
MGI:3531431	nmf313
MGI:2670967	Wfikkn1
MGI:2670599	Cfsw1
MGI:3045246	Arhgef15
MGI:109601	Nck1
MGI:2686755	nmf206
MGI:96964	Mep1b
MGI:2151924	Cpfd5
MGI:2448826	l7R16
MGI:88272	Cat2
MGI:5425968	BPL004
MGI:3531541	Adip16
MGI:3665185	Chlq17
MGI:1861774	Rbms1
MGI:5425966	BPL003
MGI:3578200	essa99j1
MGI:101802	F2r
MGI:88085	asp1
MGI:891989	Npbwr1
MGI:3810725	Rgsc758
MGI:2443631	Pou6f2
MGI:3829402	Abshq2
MGI:3720930	Tgq23
MGI:99480	Cebpa
MGI:3629711	Gt(pU21)108Imeg
MGI:97775	Prps1
MGI:1346525	Sgcd
MGI:3578169	7a6ex
MGI:2681239	Mhdaali7
MGI:108050	Ext2
MGI:109248	Chrm5
MGI:99852	Runx1
MGI:1196396	Dpagt1
MGI:1890953	Nidd4
MGI:1101779	Thbs4
MGI:98285	Srsf3
MGI:107501	Kcnj11
MGI:106662	Ly75
MGI:3575183	Hlb199
MGI:3693657	Eac5
MGI:3038396	nur39
MGI:3713743	Pbwg1.6
MGI:1197523	Tmprss15
MGI:88497	Crhbp
MGI:2137388	Pabr2
MGI:1347053	Git2
MGI:1913483	Dmap1
MGI:3033920	l4Jus8
MGI:1341204	Aqp6
MGI:5426059	TRE002
MGI:3603226	Mpdk7
MGI:2177507	Olfr124
MGI:102793	Fstl1
MGI:1914413	Ccdc47
MGI:2182139	Cal2
MGI:88273	Cat3
MGI:1920328	Pmpcb
MGI:3577767	Grxcr1
MGI:2152345	Taf4b
MGI:104649	Cox6a2
MGI:1923670	Pifo
MGI:2151834	Mnif1
MGI:96699	Krt2
MGI:1926080	Slc25a12
MGI:3038382	l4Jus22
MGI:1351638	Mkln1
MGI:99613	Zap70
MGI:1921620	Rptor
MGI:1918972	Cic
MGI:98397	Src
MGI:87911	Acvr1
MGI:1891175	Cbm2
MGI:95924	H2-Oa
MGI:3806044	Rgsc484
MGI:2664844	Ltsd7
MGI:1353609	Zbtb18
MGI:1346831	Esrra
MGI:3052201	Plyid
MGI:107655	Ifngr1
MGI:97914	Rho
MGI:3696760	Albq6
MGI:103293	Ptpn13
MGI:3589229	tmgc56
MGI:1342283	Slc12a7
MGI:97440	Oprl1
MGI:2654070	Sox21
MGI:2442921	Fbxl21
MGI:98946	wd
MGI:3487248	Del(19Htr7-Mphosph1)2Hgc
MGI:1194883	Crx
MGI:3699853	Pbrbc2
MGI:1342540	Ikzf1
MGI:2138987	Slc4a11
MGI:2444798	Atad2b
MGI:1316648	Ahnak
MGI:2143528	Rdh9
MGI:108047	Bag1
MGI:1330808	Hsd17b7
MGI:1194489	Guca1b
MGI:2450016	Nox1
MGI:1349442	Med14
MGI:2389101	Bmd14
MGI:2671337	l11Jus53
MGI:1926194	Tnip1
MGI:1929699	Arl3
MGI:2135608	Pard3
MGI:98913	Upk2
MGI:103560	Kpna1
MGI:2140279	Tdrd7
MGI:98784	Tnp1
MGI:1347095	Cd97
MGI:108026	Tcpm1
MGI:3701679	Mlca4
MGI:1341840	Six6
MGI:103062	Stat4
MGI:3665157	Rsxr
MGI:1202880	Traf4
MGI:96539	Il12a
MGI:88478	Cpa1
MGI:893588	Cirbp
MGI:96171	Hoxa10
MGI:1335091	Zbtb7a
MGI:1355320	Nidd1n
MGI:5305482	Tc(HSA14)SC20Ktom
MGI:96691	Krt17
MGI:1306794	Scin
MGI:1913865	Atg4b
MGI:2159711	Usp33
MGI:3522288	Tmshr
MGI:3801085	Rgsc444
MGI:1934031	Pi4k2a
MGI:3582693	Tor1aip1
MGI:98234	sb
MGI:3607075	Hdlq35
MGI:3811758	Rgsc1679
MGI:3574405	Wbcq1
MGI:95824	Nr3c1
MGI:99218	Cdh4
MGI:1927753	Inpp5e
MGI:3040202	Cocia11
MGI:1096331	Slc1a6
MGI:3799210	Rgsc278
MGI:3622346	In(7)4Rl
MGI:96692	Krt18
MGI:104738	Cdkn2a
MGI:1353578	Pttg1
MGI:2677633	Qrfpr
MGI:3582415	Agnm1
MGI:97313	Nefl
MGI:2676829	Mir144
MGI:5558059	Del(17)5Mom
MGI:2151886	Ngb
MGI:1914992	Samsn1
MGI:3622214	Mcvq1
MGI:2671592	pru2
MGI:108454	Mlana
MGI:3052784	Bmca
MGI:2178743	Stab2
MGI:87945	Ads3
MGI:2444521	Rnf165
MGI:1346328	Def6
MGI:1277959	Dlg4
MGI:3487137	Lskcn2
MGI:97245	Mxi1
MGI:88027	Anth
MGI:3708136	salr
MGI:3603266	Lmrq1
MGI:3036903	Hdl6
MGI:3575159	hlb242
MGI:3522251	vsd
MGI:3808804	Rgsc301
MGI:2139806	Spg20
MGI:2149097	Sle11
MGI:3629765	Gt(pU21)111Imeg
MGI:3512930	Fmgty10
MGI:1914434	Ndufa13
MGI:97821	Pvalb
MGI:3526929	W6q15
MGI:1342771	Klf1
MGI:1859993	Smad9
MGI:95413	Ercc2
MGI:1933987	Athsq1
MGI:88512	Crp
MGI:3808799	Rgsc1350
MGI:3808746	Rgsc776
MGI:1195260	Fxyd2
MGI:3027284	Del(5D5Mit73-D5Mit351)1J
MGI:1916161	Pygo2
MGI:94941	Dvl1
MGI:102765	Ptprn
MGI:3038860	Nidd5k
MGI:2151075	Tnfrsf21
MGI:2676631	Il17f
MGI:3527619	W10q17
MGI:1921637	4932438H23Rik
MGI:1922928	Ippk
MGI:1918781	Piezo2
MGI:2671548	skax5
MGI:3773867	Guq1
MGI:2139220	Tm9sf4
MGI:1333791	Artn
MGI:108005	Myd88
MGI:1918272	Ston2
MGI:1347107	Scc6
MGI:96197	Hoxc6
MGI:101903	Klra5
MGI:88437	Cnp
MGI:107469	Plcd4
MGI:2151778	Mnif2
MGI:88240	cac
MGI:107818	Mrc2
MGI:98235	sc
MGI:3042875	Lvrq1
MGI:1344361	Arih2
MGI:97040	Ndst2
MGI:5490289	Gena151
MGI:97934	Rmp1
MGI:3527496	W3q11
MGI:5297604	bella
MGI:1915789	Tmem109
MGI:2680533	Nmf220
MGI:2443588	Pik3r5
MGI:5446152	b2b1854Clo
MGI:2685028	Rdh8
MGI:3589181	Pbwg21
MGI:2681219	Mhdaali031
MGI:3603594	Flrt2
MGI:2445019	Pik3c3
MGI:1309468	Casq1
MGI:3814826	Hrvhf1
MGI:2669279	Derms
MGI:3723104	Mtbcq6
MGI:3776048	Del(2Hoxd10-Hoxd13)38Ddu
MGI:1341112	Parp2
MGI:88572	Cxv2
MGI:1920480	Bmper
MGI:1932386	Ift122
MGI:99399	pdw
MGI:97820	Pv
MGI:3042417	Orgwq8
MGI:1918115	Lnp
MGI:1349419	Aifm1
MGI:3524871	Nstr1
MGI:1339968	Cth
MGI:1206587	Prl4a1
MGI:1931834	Nckipsd
MGI:1933237	Tex11
MGI:2150632	Xmo2
MGI:95722	Gjb4
MGI:5472121	Del(11Nlrp1a-Nlrp1c-ps)1Smas
MGI:3807029	Rgsc747
MGI:109161	Grk5
MGI:2682418	Hypt
MGI:2148669	Szs7
MGI:2135755	Cox4i2
MGI:97347	Nkx2-2
MGI:1922022	Atp13a2
MGI:96661	Kcna4
MGI:88388	Cftr
MGI:1891731	Stub1
MGI:2389364	Unc5d
MGI:97491	Pax7
MGI:5523259	Igs9
MGI:3051758	Bsbob2
MGI:2671291	l11Jus22
MGI:3829396	Rtwq2
MGI:3577215	Lith21
MGI:2385184	Ahcyl1
MGI:2389099	Bmd13
MGI:5489927	Sum4
MGI:3511879	Lprq4
MGI:3042195	Trmq5
MGI:3691644	Tbt3
MGI:103075	Wee1
MGI:87914	Aspa
MGI:1298233	Bwq2
MGI:96638	jg
MGI:1889507	Pidd1
MGI:2385884	Ddx27
MGI:95557	Flnc
MGI:3622822	T2dm2sa
MGI:96056	Hcs1
MGI:3526918	Lgaq2
MGI:109320	Mmp15
MGI:1888707	St3gal6
MGI:5438048	b2b1700Clo
MGI:2150421	Alcp25
MGI:1890800	cub
MGI:1329006	Fecq1
MGI:88177	Bmp2
MGI:3840786	In(2Cd44;Hoxd11)2Ddu
MGI:1891355	Psg23
MGI:3618733	Mir138-2
MGI:1202907	Csrp2
MGI:1935212	Pcdhga1
MGI:3697195	Vmmt7
MGI:106591	Matn1
MGI:3691689	Brwt4
MGI:104853	Hes1
MGI:1861377	Fgf21
MGI:2673874	P2ry6
MGI:1927498	Rgs18
MGI:1100882	Phox2b
MGI:3616102	Del(2Hoxd12-Hoxd13)5Ddu
MGI:1344332	Wif1
MGI:3606259	Blmpf4
MGI:1354956	Tfr2
MGI:88297	Cck
MGI:98282	Spi1
MGI:1351646	Abca7
MGI:2661735	Cfld4
MGI:2661847	Pglt
MGI:1860485	Plek
MGI:88016	Ampd2
MGI:107558	Sema3a
MGI:3834637	Fbrwt1
MGI:5425495	Mhdabap009
MGI:2446249	Edc4
MGI:3832742	Mssq10
MGI:87896	act
MGI:1347008	Plod3
MGI:2678718	Hlb206
MGI:3697093	Shali5
MGI:1341087	Tnks
MGI:2684056	Vmn2r81
MGI:2148580	Heal8
MGI:5427968	Del(17)T<Orl>
MGI:1203517	Birc5
MGI:1099436	Rad51b
MGI:2656140	Hdlq18
MGI:98146	Rps18
MGI:3043083	Prmt8
MGI:1934765	Gpnmb
MGI:3584005	calre
MGI:3040483	Elsgp4
MGI:107750	Dync1i2
MGI:5469814	Dp(2Evx2-Atf2)59Ddu
MGI:3604974	Bodw2
MGI:101816	Msh2
MGI:96238	Hsf1
MGI:1194894	Gpc5
MGI:2387801	Snx17
MGI:2661707	Cfbw5
MGI:3693573	Dbsq1
MGI:1888496	Tbx20
MGI:2146906	Ift140
MGI:3822002	Vnhv2
MGI:3528032	Mbsyd
MGI:104767	Gpx4
MGI:1913763	Tab1
MGI:5431480	b2b904.1Clo
MGI:99950	Dob2
MGI:99421	Nfe2l1
MGI:3588674	Ses6
MGI:108390	Kif2a
MGI:3576866	Lith16
MGI:1890393	Zfp277
MGI:1890127	Plxnc1
MGI:1916698	Prss21
MGI:3525234	rslk
MGI:1921416	Tmem38a
MGI:1338871	Btrc
MGI:3698536	Swq6
MGI:1891221	Crtap
MGI:2442197	A930011O12Rik
MGI:1927868	Pex14
MGI:3040204	Cocia13
MGI:3526924	Egq3
MGI:3035959	Pbwg3
MGI:2148670	Szs8
MGI:101769	Mcl1
MGI:5491159	b2b2025Clo
MGI:2151086	Disso2
MGI:2668939	Fcsa5
MGI:3694797	Atxn1l
MGI:3603271	Lmrq6
MGI:98791	Top2b
MGI:1931123	Inpp4a
MGI:3510245	Skmw11
MGI:109524	Trpc5
MGI:2179523	Fcgr4
MGI:3624123	nmf370
MGI:3702978	Dbmc3
MGI:3614262	tmgc60
MGI:3812117	Rgsc570
MGI:2442354	Csgalnact1
MGI:3042924	Epfpq4
MGI:96920	Ascl2
MGI:2446733	Bwq6
MGI:2442486	Slc25a40
MGI:3040364	Spha3
MGI:2685104	Akap5
MGI:1919386	Chst14
MGI:2384756	Phf21a
MGI:88121	Avp
MGI:3584508	Kcnh5
MGI:2449307	Upf2
MGI:98361	Sox13
MGI:1096574	Car4
MGI:1351625	Nbn
MGI:3612862	nmf391
MGI:87950	Aem1
MGI:1194898	Ppl
MGI:88316	Ccne1
MGI:96697	Krt1c
MGI:1933383	Hcar2
MGI:95502	fd
MGI:5470110	Mut1488
MGI:3832739	Mssq8
MGI:96609	Itgax
MGI:1194490	Diap1
MGI:98251	Scn5a
MGI:1096317	Eef1a2
MGI:1915523	Pomgnt1
MGI:106654	Nap1l2
MGI:3619440	Mir96
MGI:2159377	Pcpila1
MGI:1097695	Ezh1
MGI:3573903	Aaj3
MGI:2136171	Aff4
MGI:2670972	Frem1
MGI:2671575	crf14
MGI:102968	Klra8
MGI:1915220	Slx1b
MGI:5490283	Gena401
MGI:1891120	Find1
MGI:2449952	Map3k9
MGI:3720920	Tgq13
