MGI:97617	ple
MGI:1917060	Clec4b1
MGI:99879	Prkd1
MGI:3809284	Rgsc1142
MGI:107370	Stxbp2
MGI:1355311	Stag3
MGI:1927238	Mllt1
MGI:3762552	Drinkwater1
MGI:3530337	Mhdawbs010
MGI:3762001	Del(11Hoxb3-Hoxb4)1Karl
MGI:1343961	Msh6
MGI:5582495	Del(9Cd3g-Cd3d)1Cpt
MGI:1914487	Cul4a
MGI:2664992	Trim50
MGI:1277961	Plec
MGI:1929059	Rybp
MGI:1924029	Cluap1
MGI:2669471	Ltry
MGI:3038460	skc38
MGI:99665	Syt3
MGI:894645	Pick1
MGI:4867500	rd15
MGI:2450915	Sec23ip
MGI:96200	Hoxd
MGI:88271	Cat
MGI:3046776	skax24
MGI:1890668	Mobq6
MGI:1351659	Abcg5
MGI:95684	Gdf10
MGI:96927	mc
MGI:1333783	Ccs
MGI:97571	Ph
MGI:2444737	Fem1c
MGI:1306805	Tff2
MGI:105313	Cit
MGI:2152772	Char3
MGI:3775491	Tmrdq1
MGI:1921241	Atl1
MGI:94909	Dmd
MGI:894675	Tnfrsf18
MGI:3577449	l4Jus26
MGI:4431388	Del(14)1.1Hsak
MGI:2661275	Cd8ts2
MGI:1314882	Hipk3
MGI:106582	Rfx3
MGI:108111	Slc22a1
MGI:3531523	Bwtq10
MGI:1298211	Hcn3
MGI:1352449	Cxcl9
MGI:109278	Ogn
MGI:97383	Ntrk1
MGI:894806	Mylk
MGI:3613600	snthr2
MGI:1344402	Sigirr
MGI:1925049	Sla2
MGI:2138614	Ccnyl1
MGI:96216	Lipc
MGI:96016	Hba-a2
MGI:95634	Gad2
MGI:102891	Adcy7
MGI:3606053	Bmgr3
MGI:2429765	Dock1
MGI:1339753	Csf1
MGI:2664841	Ltsd4
MGI:1925177	Ccdc88a
MGI:2443063	Mylk3
MGI:1347476	Foxa2
MGI:1277966	Nidd1
MGI:95454	Etl4
MGI:88278	Serpina6
MGI:3053521	tmgc36
MGI:96918	Mas1
MGI:1330233	Tcap
MGI:1915674	Chn1
MGI:97592	Prkaca
MGI:891971	Serpina1a
MGI:1916078	Sync
MGI:2663253	Mogat2
MGI:3664654	tmgc65
MGI:103275	Rapop1
MGI:88313	Ccnd1
MGI:3811112	Mleu1
MGI:3697191	Vmmt3
MGI:3522039	Trglyd
MGI:2656118	Ath21
MGI:3043305	Neurl2
MGI:97800	Pthlh
MGI:1914186	Asph
MGI:3525633	Tgyl1
MGI:2671651	nse1
MGI:2443626	Vps18
MGI:1920994	Man2c1
MGI:1347488	Foxk1
MGI:1933828	Feml2
MGI:2137237	Fam129a
MGI:1858500	Diap2
MGI:3701442	Del(16Zfp520-Slc25a1)1Awb
MGI:3774599	Tcnq4
MGI:3646667	Gm5134
MGI:1931523	Hist1h1a
MGI:5437715	b2b1596Clo
MGI:2661081	Acvr1c
MGI:3687295	Shali4
MGI:3806348	Rgsc528
MGI:3721967	miph3
MGI:2384799	Enox2
MGI:5488931	Gena119
MGI:894681	Usp9x
MGI:1098238	Kif6
MGI:2183535	Cytip
MGI:103078	Spr
MGI:3688629	Elnv
MGI:2676856	Mir192
MGI:3583085	Imebt1
MGI:96284	Htr5b
MGI:5313566	Mirc14
MGI:1098562	Szv1
MGI:1096867	Etv5
MGI:1351320	Trp53bp1
MGI:2148924	Clic1
MGI:104796	Ltb
MGI:3511271	rul
MGI:97852	Rap1a
MGI:95663	Gata3
MGI:2444306	Nalcn
MGI:2135283	Igsf9
MGI:108519	Meis3
MGI:3624358	Cpfl4
MGI:5523222	Igs15
MGI:1351480	Skts5
MGI:3717847	Secia7
MGI:104814	Ier3
MGI:1914211	Neat1
MGI:1346093	Psmc4
MGI:1334558	Emo3
MGI:1921381	Sash3
MGI:3699854	Pbrbc3
MGI:2661280	Cd4ts6
MGI:109257	Smn1
MGI:3762555	Drinknh4cl1
MGI:3042199	Cia32
MGI:87988	Al
MGI:1891700	Ncstn
MGI:2148515	Vmn1r50
MGI:104799	Pea15a
MGI:1100836	Kpna6
MGI:1860276	Ubqln1
MGI:97367	Nppa
MGI:98743	Thrb
MGI:3526921	Lgq3
MGI:99558	Pde4a
MGI:104513	Nqo2
MGI:2685803	Cplx4
MGI:97791	Ptbp1
MGI:5433035	Rr19
MGI:88417	Clcn1
MGI:102468	Pla2r1
MGI:2661283	Cd8mts5
MGI:88038	Fabp4
MGI:3840622	Dbacl
MGI:1349432	Bmd3
MGI:3708158	jve
MGI:109168	Fat1
MGI:2140175	Ldlrap1
MGI:1915831	Tmed10
MGI:5311859	Chy5
MGI:1928377	Elf4
MGI:1891313	Bpq1
MGI:1914318	Dynlrb1
MGI:2180216	Neto1
MGI:1914273	Use1
MGI:2146220	Fbxo4
MGI:97897	Rel
MGI:4359058	hlb583
MGI:1343055	Bis4
MGI:96020	Hbb
MGI:3701623	Fbtq4
MGI:2148572	Heal1
MGI:2149061	Wta3
MGI:1916882	Arhgef12
MGI:2685627	Kcnk18
MGI:102724	Tpp2
MGI:2680906	Aevm1
MGI:98179	Rras
MGI:99569	S1pr2
MGI:2443455	Dse
MGI:98365	Sox3
MGI:1340894	Adam2
MGI:3620246	Zfhx2os
MGI:3807004	Rgsc713
MGI:1858496	Deaf1
MGI:98330	Snai1
MGI:2384307	Rassf9
MGI:1195264	Slc3a1
MGI:2148544	Axtofa1
MGI:98387	Sptb
MGI:1354184	Nox4
MGI:2157910	Mlc1
MGI:1309538	Alcw3
MGI:3039785	Syngap1
MGI:2675276	Pgia26
MGI:3691666	Fcs2
MGI:1355328	Nasp
MGI:2671422	gro35
MGI:3530515	Mhdaali23
MGI:99555	Pde4d
MGI:1914485	Zkscan14
MGI:88256	Camk2a
MGI:2151844	Elmaz2
MGI:1929655	Cript
MGI:2181070	Rends
MGI:1098824	Odf2
MGI:103063	Stat1
MGI:1349467	Abcd2
MGI:1194504	Kcnj10
MGI:1920421	Trmt10a
MGI:97348	Nkx2-3
MGI:96942	Tpsb2
MGI:2441950	Lphn3
MGI:3798846	Rgsc103
MGI:3607561	Mohg1
MGI:1922658	Dph3
MGI:97784	Pscr1
MGI:106442	Vkorc1
MGI:1915585	Ift20
MGI:2449121	Nme7
MGI:2681283	Bw8q1
MGI:2656126	Hlb93
MGI:2143599	Traf3ip2
MGI:3811123	Wbcc2
MGI:1934704	Rnf31
MGI:105119	Gucy2f
MGI:2441734	Gpr82
MGI:1923714	Casc5
MGI:3038464	Skc42
MGI:1914497	Marc2
MGI:3758258	Skts-fp2
MGI:98912	Upk1b
MGI:2384574	Tmem45b
MGI:2664843	Ltsd6
MGI:2442092	Wnk1
MGI:3043654	nur64
MGI:2139971	Prmt6
MGI:3692915	repro49
MGI:2387586	Tenc1
MGI:1922300	Kif27
MGI:2671576	crf15
MGI:3618615	Hdlq44
MGI:95823	Grin2d
MGI:3042883	Lvrq3
MGI:95607	G6pc
MGI:3045053	Vtbt11
MGI:102794	Akap4
MGI:3042928	Epfq3
MGI:1934609	Dilp3
MGI:1201679	Cxadr
MGI:107854	Dgcr14
MGI:3809024	Rgsc987
MGI:2664726	Radpf4
MGI:109297	Slpi
MGI:2685279	A3galt2
MGI:2682328	Atmin
MGI:3704243	Mterf1b
MGI:95518	Fgf4
MGI:3604746	Mglcq1
MGI:88348	Cd9
MGI:3843344	Diwg1
MGI:96911	Mafg
MGI:97912	Rheb
MGI:1913370	Fkbp11
MGI:2148775	Tssk6
MGI:2669902	Tmgc19
MGI:1354756	Crim1
MGI:3046757	Nur67
MGI:2671436	gro49
MGI:97836	Qdpr
MGI:107361	Ctse
MGI:95049	Ubl4
MGI:3696448	Imab
MGI:1933821	Cara1
MGI:1861691	Lgi1
MGI:3834638	Fbrwt2
MGI:1933820	Jam2
MGI:2444155	Nmnat2
MGI:1933750	hml
MGI:96557	Il5
MGI:3769724	Tomt
MGI:103008	Epb4.1l3
MGI:96447	Ighd
MGI:3037101	Mobe2
MGI:1309489	Cask
MGI:2444748	Chd7
MGI:3697842	Bmnx
MGI:95415	Erg
MGI:1890574	Sptbn4
MGI:109497	Gata5
MGI:108427	Insl3
MGI:96544	Casp1
MGI:3510182	Bwnd5wk7
MGI:97526	Pde6g
MGI:3580549	Nsila9
MGI:3762524	Drinkcacl23
MGI:109280	Nudt1
MGI:3036183	Skmw2
MGI:1926074	Ubash3a
MGI:1859682	Slc23a2
MGI:2135760	Sgpp1
MGI:1917097	Wnk4
MGI:3794334	Hlb561
MGI:99516	Tnr
MGI:2137852	Aem2
MGI:2670913	Fob3b1
MGI:1932376	Cacng8
MGI:96994	ml
MGI:1933204	Rbm5
MGI:1099835	Skiv2l
MGI:3783908	Plbcq2
MGI:95856	Gsta3
MGI:1890504	Maml1
MGI:104756	Itga9
MGI:3590252	Vacq7
MGI:103556	Cxcl12
MGI:1920152	Spock3
MGI:1928977	Strx3
MGI:1891059	Lith4
MGI:3721674	Sh4
MGI:98476	Tac2
MGI:96163	Hmox1
MGI:3699368	Tglq2
MGI:96551	Il2rg
MGI:1915459	Rnaseh2c
MGI:104044	Del(10)1H
MGI:1354721	Slc25a13
MGI:3624641	Bodwt2
MGI:1341898	Nmur1
MGI:2445289	Plac8
MGI:5305081	Del(14Trim13-Rnaseh2b)6Rdf
MGI:107202	Atm
MGI:97499	Pcca
MGI:2653838	chtl
MGI:3665176	Chlq10
MGI:2671366	crf5
MGI:2685664	Celrr
MGI:2671597	hem4
MGI:3609321	Pltq3
MGI:1343126	Tria5
MGI:108482	Hrh2
MGI:2385957	Mfrp
MGI:5582645	Del(8Col4a1-Col4a2)1Epo
MGI:2671368	crf6
MGI:98300	sho
MGI:3641333	nmf445
MGI:1889226	Mwq1
MGI:1353459	Fob1
MGI:1333773	Mab21l1
MGI:3801091	Rgsc448
MGI:101770	Bfsp1
MGI:1919835	Lypd1
MGI:1915509	Ift80
MGI:1890966	Bts1
MGI:1333803	Top3b
MGI:1934582	Cxcr6
MGI:1354168	Ttpa
MGI:1918770	Grap
MGI:96199	Hoxc9
MGI:95957	H2-T23
MGI:96659	Kcna2
MGI:96191	Hoxc
MGI:2384790	Fanci
MGI:3580541	Nsila1
MGI:98328	Sstr2
MGI:3576010	hpld
MGI:98973	Xdh
MGI:1931441	Qtrt1
MGI:2180849	Oasl1
MGI:3577478	nur72
MGI:3603756	Primpol
MGI:105373	Ptch1
MGI:4367903	Dp(17Abcg1-Cbs)1Yah
MGI:106645	Enpep
MGI:99578	Drd1a
MGI:107814	Tubb1
MGI:1915181	Serpini2
MGI:2444945	Pla2g3
MGI:105089	Hsd17b4
MGI:2137962	l7R11
MGI:1098231	Kif11
MGI:2137706	Actn1
MGI:5446147	b2b1430Clo
MGI:1329037	Strap
MGI:3036247	Lmtk2
MGI:2179432	Mycbp2
MGI:1355318	Il27ra
MGI:2683546	Ssh3
MGI:1337114	Serf1
MGI:97712	Prrx1
MGI:99136	Xpl
MGI:3530591	Mhdawbs9
MGI:5454205	Snord50b
MGI:98660	Sry
MGI:5484631	Mut1704
MGI:96412	Ide
MGI:87867	Acadm
MGI:1919439	Bag6
MGI:88017	Mat1a
MGI:1096342	Rhoa
MGI:1931130	Tac4
MGI:1201412	Rdh5
MGI:107448	Lyst
MGI:3613646	Chlq5
MGI:700010	Sh3gl1
MGI:1096389	Nrxn3
MGI:5433692	Mut1069
MGI:95618	Gabra6
MGI:3589224	tmgc53
MGI:3700920	Pis1
MGI:101893	Pou5f1
MGI:1913287	Clec1b
MGI:3808774	Rgsc992
MGI:2447303	Prss50
MGI:98210	Rv2
MGI:106919	Vdac1
MGI:96925	Mbp
MGI:99666	Syt2
MGI:3625866	Lmr16
MGI:1889217	Bw16
MGI:2675387	Nanos3
MGI:87951	Afp
MGI:2656700	Whll
MGI:1890622	Cia9
MGI:3525627	Obsty1
MGI:1101355	Ltbp3
MGI:3812335	Rgsc679
MGI:1276121	Bckdk
MGI:3811872	Rgsc350
MGI:107821	Has2
MGI:2181187	Hfib2
MGI:3708162	bro
MGI:97747	Pparg
MGI:3624356	Cpfl2
MGI:2148674	Szs12
MGI:1924825	Kmt2e
MGI:3511306	Bmch1
MGI:96396	Id1
MGI:3773869	Guq2
MGI:3029252	Trigq2
MGI:1891849	Ity2
MGI:3030547	Olfr713
MGI:95655	Gas1
MGI:3527648	W3q7
MGI:2448275	tmgc10
MGI:88279	Cbl
MGI:3713738	Pbwg1.3
MGI:96433	Igf1r
MGI:1891495	Jph1
MGI:2157953	Rbm39
MGI:96958	Golga3
MGI:3691598	Nhil2
MGI:97754	pr
MGI:1859637	Nphs1
MGI:99433	Arf4
MGI:88115	Atp5a1
MGI:3026893	Abbp3
MGI:3045054	Vtbt12
MGI:109406	Reg3g
MGI:1915599	Ndufs3
MGI:1858179	Nucb2
MGI:107502	Hist1h1d
MGI:2155287	Radpf2
MGI:94885	Des
MGI:1923615	Tbx18
MGI:3817937	Rgsc1740
MGI:3798968	Rgsc172
MGI:1309515	Gsta4
MGI:5437073	b2b1291Clo
MGI:109617	Barx2
MGI:3762388	Drinksac5
MGI:2384916	Slc5a8
MGI:3043581	Del(Y)1Psb
MGI:5315435	Mirc28
MGI:1347043	Orc4
MGI:104816	Hnrnpl
MGI:2444630	Dmxl2
MGI:1923078	Hormad2
MGI:88333	Cd3g
MGI:2664842	Ltsd5
MGI:106687	Pon2
MGI:4455308	m574Ddg
MGI:1890964	tlss
MGI:1925542	Orai1
MGI:1261422	Naga
MGI:107507	Evpl
MGI:3619329	Mir30e
MGI:1917167	Nabp2
MGI:3783981	Plbcq7
MGI:1918611	Aifm2
MGI:3798656	Rgsc71
MGI:2671349	nur1
MGI:1351339	Grm2
MGI:1346868	Map2k3
MGI:1096375	lla
MGI:88453	Col3a1
MGI:107941	Emp1
MGI:3575698	Cspt
MGI:1890481	Igfbp3q1
MGI:1344386	Phrtq1
MGI:2448262	Tmgc9
MGI:102853	Elk4
MGI:3583086	Imebt2
MGI:1344392	Capn10
MGI:1100512	Mre11a
MGI:1206586	Bap1
MGI:109522	Ugt8a
MGI:103976	T(7;18)50H
MGI:1891343	Prkag3
MGI:1924105	Slc17a5
MGI:3799130	Rgsc225
MGI:97913	rhg
MGI:2137966	l7R14
MGI:1340062	Sgk1
MGI:1196990	Cd200
MGI:1915678	Steap3
MGI:102889	Vcan
MGI:3606316	Play57
MGI:108440	Amot
MGI:1339998	Efemp1
MGI:3691686	Brwt1
MGI:101932	Cpe
MGI:1932610	Noc3l
MGI:3035957	Pbwg1
MGI:102708	Efnb1
MGI:1932622	Cstf2t
MGI:1888498	Gabrq
MGI:109129	Taf6
MGI:88357	Cdk4
MGI:1313269	Oc90
MGI:1098641	Wasf2
MGI:1349405	B3galnt1
MGI:98872	Twist1
MGI:96929	Mc3r
MGI:2141207	Kctd10
MGI:2675345	Defb14
MGI:1340046	Adam22
MGI:3769761	Del(7Herc2-Mkrn3)13FRdni
MGI:1915401	Wls
MGI:1927344	Gmnn
MGI:94926	Drd4
MGI:2156003	Snip1
MGI:3697132	Psrs1
MGI:106644	Efna3
MGI:3531518	Obwq3
MGI:109187	Kifc2
MGI:96930	Mcc
MGI:102805	Entpd1
MGI:3590251	Vacq6
MGI:1921275	Nphp3
MGI:1925082	Tchp
MGI:1342328	Dazl
MGI:3580372	serg2
MGI:3713744	Pbwg1.7
MGI:4431232	Del(7)Tyr<c-3H>
MGI:3806518	Rgsc602
MGI:3815144	Rgsc1324
MGI:1196457	Atpif1
MGI:99702	Bax
MGI:1929735	Asb1
MGI:1858219	Rcan2
MGI:107721	Dnah1
MGI:1316684	Bw7
MGI:2149679	Im2
MGI:3578212	38dlp
MGI:95524	Fgfr3
MGI:1914160	Tmem107
MGI:5436100	Mvd013
MGI:1932517	Insq5
MGI:1101358	Npepps
MGI:5317627	Chy12
MGI:2446134	Sidt2
MGI:1919559	Tmem158
MGI:96240	Hspb1
MGI:2664701	Skts13
MGI:3832662	skp
MGI:2149706	Skull23
MGI:88026	Ank3
MGI:97372	Npr2
MGI:106334	Rgs7bp
MGI:88573	cy
MGI:5491161	b2b2101Clo
MGI:97611	Plau
MGI:1923510	Ttc8
MGI:2669967	Tmgc21
MGI:2151897	Pitm3
MGI:4821841	avc3
MGI:1922391	Rasd2
MGI:98374	spc
MGI:1340026	Mmp13
MGI:894323	Ranbp2
MGI:3790484	Mirc1
MGI:95567	Foc1
MGI:1344355	Hlq1
MGI:97763	Prlr
MGI:3574830	nmf195
MGI:98785	Tnp2
MGI:101815	Fmn1
MGI:95789	Gnrh1
MGI:5490295	Gena397
MGI:4829486	m3.8.6Djba
MGI:3511312	Bmch7
MGI:1289147	E2f7
MGI:5490304	Gena353
MGI:1915105	Asprv1
MGI:3618754	Mir219a-2
MGI:1351330	Cartpt
MGI:1261855	Cisd1
MGI:3040362	Spha1
MGI:3699372	Chldq4
MGI:1859823	Fezf2
MGI:1349658	Cul1
MGI:1923727	Pcolce2
MGI:2176375	Ucn2
MGI:99457	Mc4r
MGI:97750	Ppib
MGI:5425933	BCH012
MGI:98740	thd
MGI:1100520	Twf1
MGI:101896	Pou3f1
MGI:2444354	Arid4a
MGI:2685973	Trim71
MGI:5562361	Dp(16Ifnar1-Kcnj6)10Yey
MGI:87853	a
MGI:1918876	Gimap6
MGI:2155445	Tmprss3
MGI:3526447	Rsc1a1
MGI:88476	Cp
MGI:87955	ag
MGI:3583900	Elmod1
MGI:3512773	repro2
MGI:1930958	Tnk1
MGI:97832	Q
MGI:1914152	Mtap
MGI:3621485	nmf418
MGI:96732	l7Rk1
MGI:2671340	l11Jus55
MGI:98664	Tek
MGI:88537	Csk
MGI:1888897	Cyp2c44
MGI:1313288	Incenp
MGI:104788	Skts1
MGI:3812570	Rgsc851
MGI:96696	Krt9
MGI:2671675	inft4
MGI:99915	Lamb3
MGI:2443409	Gpr179
MGI:2687286	Mkx
MGI:1890083	Idd9.2
MGI:3700830	Arrd4
MGI:1278334	Zfand5
MGI:2178474	Bbaa13
MGI:3817302	Rgsc1677
MGI:3050454	Alcdp2
MGI:107729	Igtp
MGI:2671486	nur21
MGI:2441741	Rapgef3
MGI:3698543	Fatmq1
MGI:2151016	Tmc1
MGI:104097	In(11)20Rk
MGI:1929988	Klf15
MGI:3769155	Aec2
MGI:1920334	Pak7
MGI:1920672	Prox2
MGI:3717399	iec
MGI:88294	Cacna1s
MGI:1914371	Mastl
MGI:1098770	Szs1
MGI:2656842	Rtl1
MGI:1277180	Ifi27
MGI:106664	Cd93
MGI:1343101	Kat2a
MGI:1341836	Trpv2
MGI:4843928	Rnl16
MGI:1338024	Mapk11
MGI:107570	Cav3
MGI:3042882	Splq1
MGI:1924053	2410141K09Rik
MGI:3039619	Vtcn1
MGI:894282	Sstr5
MGI:3052998	tmgc7
MGI:1859384	Hpgds
MGI:1354178	Prok2
MGI:1918089	P2ry12
MGI:1333777	Aqp3
MGI:2656121	Hlb81
MGI:1913923	Sorcs3
MGI:107384	Dnm1
MGI:104725	Atn1
MGI:98257	Msr1
MGI:3616699	Del(2Hoxdi)25Ddu
MGI:3574853	Eamcd2
MGI:5490291	Gena144
MGI:1344428	Wt3q2
MGI:3619534	Bmd1b
MGI:97879	Rbp4
MGI:1194915	Asic1
MGI:104772	Cdk2
MGI:95279	Eclb
MGI:98906	uns
MGI:2385531	Ssial1
MGI:3609598	Earheal3
MGI:3709972	Idd6.2
MGI:3722390	Ramls1
MGI:98372	Sp1
MGI:3700015	Blacv1
MGI:1930943	Rrad
MGI:2137476	Hpic3
MGI:97394	Oat
MGI:1921730	Samd4
MGI:3771554	Cbll
MGI:1889286	Cbln3
MGI:2181045	Renf2
MGI:1916858	Sec24d
MGI:3639048	Gt(pU21)B129Imeg
MGI:3795174	hlb233
MGI:2444084	Nlrp10
MGI:2685446	Nuggc
MGI:96078	Hgd
MGI:3807257	Rgsc859
MGI:5425988	BPL014
MGI:3028623	Rap1gap2
MGI:5288372	In(6Exoc4)2Ove
MGI:3699366	Chldq2
MGI:3719636	oen
MGI:95728	Gli2
MGI:88081	Asgr1
MGI:3619552	Miju
MGI:2146052	Agxt2
MGI:88255	Anxa6
MGI:88275	Ctnna2
MGI:104568	Hcls1
MGI:1919818	Lin9
MGI:2681107	Siglecf
MGI:2676823	Mir138-1
MGI:5431482	b2b904.2Clo
MGI:108451	Acaca
MGI:2448506	Pi4ka
MGI:1921082	Klk9
MGI:1914693	Map1lc3b
MGI:99951	Mafk
MGI:97472	Paf
MGI:102969	Gcsam
MGI:1196625	Fzd1
MGI:2670442	Aod3
MGI:1921537	Kcmf1
MGI:2384831	Cc2d1a
MGI:1919619	Ehd4
MGI:2442233	Arhgef9
MGI:1889800	Myot
MGI:3848921	hle
MGI:97295	Casp2
MGI:1338859	P2rx4
MGI:97037	mn
MGI:2682314	Zc3h4
MGI:2671396	gro6
MGI:1338756	Theg
MGI:1333798	Avil
MGI:3624555	sunk
MGI:96210	Hoxd9
MGI:88419	Cle
MGI:1859271	Htatip2
MGI:3051761	Bsbob5
MGI:2680907	Aevm2
MGI:1858767	Cliff
MGI:2137302	B3gnt5
MGI:1351332	Azi2
MGI:3698545	Tcq1
MGI:98283	Srsf1
MGI:1333754	Agfg1
MGI:3043214	Cal3
MGI:1914804	Slc25a30
MGI:1923938	Arfrp1
MGI:3622170	Ua1
MGI:1921303	Grip1
MGI:1924937	Kcnq5
MGI:2153518	Dmbx1
MGI:5437725	b2b1117.2Clo
MGI:1920453	Zzz3
MGI:2687240	Hbnr6
MGI:88564	Ctsl
MGI:3045702	Cal5
MGI:1914238	Lap3
MGI:104904	Tead2
MGI:2443878	Slc4a7
MGI:3577064	inad
MGI:1098733	Slc46a1
MGI:1353427	Eif2ak4
MGI:1858896	Spast
MGI:95281	Ect2
MGI:3053544	l10R7
MGI:3771046	Fwth2
MGI:1926952	Cyb5a
MGI:2443078	Plch2
MGI:1097152	Ptpro
MGI:1096551	Morf4l1
MGI:3699855	Bmrbc1
MGI:2179435	Nlgn1
MGI:1919288	Klhl21
MGI:1922815	Ccdc101
MGI:1097686	H3f3a
MGI:106912	Emr1
MGI:104642	Pla2g2a
MGI:94887	Dfp
MGI:2135637	Park7
MGI:1929289	Adrm1
MGI:1346348	Taf7
MGI:3574408	Wbcq4
MGI:2670959	Arsi
MGI:2139135	Anapc2
MGI:98926	Vcam1
MGI:1915755	Vps51
MGI:2660592	Hbnr3
MGI:1891763	Ppp4c
MGI:3527617	Tailaq3
MGI:97724	Pnmt
MGI:2141950	Syne4
MGI:3583625	Ptnu2
MGI:107492	Nxph1
MGI:95809	Gria2
MGI:98972	Xic
MGI:88111	Atp2b4
MGI:1919348	Tmem68
MGI:1351636	Srr
MGI:2680974	Scc12
MGI:1927470	Spag5
MGI:1098280	Crebbp
MGI:1918949	Slc41a3
MGI:1095418	Tfpi
MGI:98763	Tk1
MGI:893579	Khdrbs1
MGI:1289273	Ppp1r10
MGI:99667	Syt1
MGI:1197522	Irx3
MGI:5436120	Mvd023
MGI:2136868	Smgd1
MGI:1351896	Slco1a4
MGI:3577290	Ossc2
MGI:96285	Slc6a4
MGI:95748	Glra2
MGI:5495796	Play82
MGI:3686745	Anb
MGI:1349414	Cops4
MGI:2448881	vos
MGI:3653212	Del(11Mpo-Chad)18Brd
MGI:1891699	Stk25
MGI:2441671	Hcar1
MGI:96757	Lcn2
MGI:3036234	Hdac4
MGI:5450855	Muth1
MGI:1860494	Ddx21
MGI:107474	Cd38
MGI:2155399	Polq
MGI:108030	Hyou1
MGI:95664	Gata4
MGI:5527246	Igs11
MGI:95394	Eno2
MGI:2429397	Nod2
MGI:1332642	Bomb1
MGI:2178742	Stab1
MGI:1203495	Mgam
MGI:2671477	nur16
MGI:1355301	Nidd3n
MGI:3691667	Fcs3
MGI:97290	Ndn
MGI:1096337	Ephb1
MGI:3603633	Pkcp
MGI:2682689	Gsfkta38
MGI:1918012	Dclk2
MGI:2151919	Cpfd1
MGI:1924165	Mnd1
MGI:5501422	Del(19Poll-Fgf8)5Fsp
MGI:2444594	Slc26a9
MGI:97620	Plg
MGI:88283	Serpinh1
MGI:1890354	Ath13
MGI:98513	tch
MGI:3584269	Zfp141
MGI:3695611	Cath1
MGI:3576487	Fcrlb
MGI:3606900	Rafaril
MGI:1861231	Clec4n
MGI:1334209	Gjd2
MGI:3629721	Gt(pU21)103Imeg
MGI:5425516	BAP028
MGI:1346871	Map2k7
MGI:3038454	skax20
MGI:108498	Nbr1
MGI:1095415	Col19a1
MGI:3832736	Mssq5
MGI:2682856	Mhdawbs011
MGI:1346340	Mta2
MGI:2153589	Acap3
MGI:1891443	Pcdhac2
MGI:88423	Clu
MGI:1890594	Abcg4
MGI:2653462	Hdlq16
MGI:3603268	Lmrq3
MGI:3613541	Ascla2
MGI:1919445	Supt7l
MGI:88513	Cr1l
MGI:2387591	Arcn1
MGI:3033904	gro59
MGI:95636	Galc
MGI:1935151	Klf7
MGI:1343050	Tnfrsf17
MGI:1920040	Ssbp1
MGI:88449	Col15a1
MGI:1333877	Gpr50
MGI:3698534	Wg6
MGI:5425982	BPL011
MGI:3699858	Bmrbc4
MGI:3643902	Gnptab
MGI:103988	In(8)34Rk
MGI:96590	Irf1
MGI:88232	C5ar1
MGI:95449	Esl1
MGI:97166	Msmb
MGI:1096380	Psmb10
MGI:96855	Lvs
MGI:1917720	Rprd1b
MGI:1859274	Pdlim3
MGI:1890651	Brwd1
MGI:3531525	Bwtq12
MGI:3616253	Del(2Hoxd8-Hoxd9)18Ddu
MGI:2656129	Hlb125
MGI:1313266	Alcam
MGI:3629970	Nilac3
MGI:95715	Gja4
MGI:94937	dv
MGI:1349481	Ing1
MGI:2441808	Cdc14b
MGI:1917086	Pla2g12b
MGI:3573760	Gpdc1
MGI:2671601	skc3
MGI:98751	Tim
MGI:3767396	Slpd1
MGI:1914526	Eri1
MGI:5317635	Chy2
MGI:1891689	Dctn5
MGI:2671302	l11Jus31
MGI:3762554	Drinkqhcl2
MGI:3697201	Vmmt13
MGI:3041165	Tnip3
MGI:2443564	Ambra1
MGI:98384	Spn
MGI:5584123	Del(6Ephb6-Trpv6)2Mfre
MGI:3656278	Mohg5
MGI:101761	Hmga2
MGI:1916415	Cd209b
MGI:4437004	Is(14)2Rdf
MGI:1314872	Hipk2
MGI:102795	Fgl1
MGI:1926966	Eif3c
MGI:5569495	Igs14
MGI:1928978	Strx4
MGI:2385292	Tnrc6a
MGI:3531535	Adip10
MGI:1339795	Smc3
MGI:98914	Upk3a
MGI:5583863	Del(8Pcid2-Cul4a)1Ktc
MGI:99456	Mc1r
MGI:2684919	Gcnt4
MGI:101762	Elk3
MGI:95481	Ptk2
MGI:5469816	Dp(2Lnp)62Ddu
MGI:1277116	Pde8a
MGI:95723	Gjb5
MGI:97741	Pold1
MGI:2148553	Axtofa6
MGI:2148705	Foxp2
MGI:1932682	Cxcl16
MGI:2671379	gro40
MGI:2444826	Vash2
MGI:3530104	Eae2b
MGI:103024	Whl
MGI:1925055	Esco1
MGI:97178	Map4
MGI:103022	Reln
MGI:1314633	Dnase1l3
MGI:3038403	nur44
MGI:1098767	Sgol2
MGI:3809293	Rgsc1159
MGI:3703625	Plast1b
MGI:3762327	Ity2b
MGI:102780	Six1
MGI:2145264	Nhlrc1
MGI:2137320	Chab6
MGI:1338803	Aire
MGI:1916262	Sestd1
MGI:3526933	Lgq6
MGI:98440	sty
MGI:1298204	Ppt1
MGI:98936	Vpreb1
MGI:3526945	W3q8
MGI:97306	Nf1
MGI:1922283	Mei4
MGI:102570	Ndp
MGI:3606918	Idd21.1
MGI:1915206	Setd8
MGI:5495793	Play78
MGI:109155	Kcnab1
MGI:1924487	Cc2d2a
MGI:99400	Atp7a
MGI:1923724	Spon2
MGI:94915	dp
MGI:1353651	Gnl3
MGI:1344418	Cib1
MGI:96615	Itgb6
MGI:88160	Bhd
