phenotype_id	phenotype_label
FBbt:00006022PHENOTYPE	external sensory organ precursor cell IIIb phenotype
FBbt:00006022PHENOTYPE	external sensory organ precursor cell IIIb | somatic clone phenotype
FBbt:00006023PHENOTYPE	eo glial cell | ectopic phenotype
FBbt:00006023PHENOTYPE	eo glial cell phenotype
FBbt:00006024PHENOTYPE	dorsal multidendritic neuron ddaF | somatic clone phenotype
FBbt:00006024PHENOTYPE	dorsal multidendritic neuron ddaF | pupal stage | somatic clone phenotype
FBbt:00006024PHENOTYPE	dorsal multidendritic neuron ddaF phenotype
FBbt:00006025PHENOTYPE	abdominal dorsal multidendritic neuron ddaF | ectopic phenotype
FBbt:00006026PHENOTYPE	abdominal 1 dorsal multidendritic neuron ddaF phenotype
FBbt:00006028PHENOTYPE	EH neurosecretory neuron phenotype
FBbt:00006029PHENOTYPE	wing pouch | larval stage | somatic clone phenotype
FBbt:00006029PHENOTYPE	wing pouch | ectopic phenotype
FBbt:00006029PHENOTYPE	wing pouch | somatic clone phenotype
FBbt:00006029PHENOTYPE	wing pouch phenotype
FBbt:00006031PHENOTYPE	somatic cell of testis | supernumerary phenotype
FBbt:00006033PHENOTYPE	wing hinge primordium | ectopic | larval stage | somatic clone phenotype
FBbt:00006033PHENOTYPE	wing hinge primordium phenotype
FBbt:00006033PHENOTYPE	wing hinge primordium | somatic clone phenotype
FBbt:00006041PHENOTYPE	U4 neuron | supernumerary phenotype
FBbt:00006041PHENOTYPE	U4 neuron phenotype
FBbt:00006043PHENOTYPE	U5 neuron | supernumerary phenotype
FBbt:00006043PHENOTYPE	U5 neuron phenotype
FBbt:00006046PHENOTYPE	Tv1 neuroblast | embryonic stage 11 phenotype
FBbt:00006048PHENOTYPE	pacemaker neuron phenotype
FBbt:00006049PHENOTYPE	escort cell | supernumerary phenotype
FBbt:00006049PHENOTYPE	escort cell phenotype
FBbt:00006050PHENOTYPE	escort stem cell | supernumerary phenotype
FBbt:00006050PHENOTYPE	escort stem cell phenotype
FBbt:00006050PHENOTYPE	escort stem cell | somatic clone phenotype
FBbt:00007005PHENOTYPE	epithelium | somatic clone - Minute background | third instar larval stage phenotype
FBbt:00007005PHENOTYPE	epithelium phenotype
FBbt:00007005PHENOTYPE	epithelium | extended germ band stage phenotype
FBbt:00007005PHENOTYPE	epithelium | germline clone phenotype
FBbt:00007005PHENOTYPE	epithelium | somatic clone phenotype
FBbt:00007005PHENOTYPE	epithelium | embryonic stage phenotype
FBbt:00007020PHENOTYPE	metatarsus of male prothoracic leg phenotype
FBbt:00007021PHENOTYPE	embryonic/larval oenocyte precursor | supernumerary phenotype
FBbt:00007021PHENOTYPE	embryonic/larval oenocyte precursor | ectopic phenotype
FBbt:00007021PHENOTYPE	embryonic/larval oenocyte precursor phenotype
FBbt:00007026PHENOTYPE	adult midgut epithelium phenotype
FBbt:00007026PHENOTYPE	adult midgut epithelium | somatic clone phenotype
FBbt:00007030PHENOTYPE	oocyte associated follicular epithelium | somatic clone phenotype
FBbt:00007035PHENOTYPE	anterior adult hindgut phenotype
FBbt:00007036PHENOTYPE	adult posterior midgut epithelium phenotype
FBbt:00007037PHENOTYPE	enterocyte of posterior adult midgut epithelium phenotype
FBbt:00007037PHENOTYPE	enterocyte of posterior adult midgut epithelium | somatic clone phenotype
FBbt:00007038PHENOTYPE	enteroendocrine cell | supernumerary phenotype
FBbt:00007038PHENOTYPE	enteroendocrine cell phenotype
FBbt:00007039PHENOTYPE	intestinal stem cell | supernumerary phenotype
FBbt:00007039PHENOTYPE	intestinal stem cell phenotype
FBbt:00007039PHENOTYPE	intestinal stem cell | somatic clone phenotype
FBbt:00007039PHENOTYPE	intestinal stem cell | somatic clone | supernumerary phenotype
FBbt:00007040PHENOTYPE	adult anterior midgut epithelium phenotype
FBbt:00007042PHENOTYPE	enterocyte | somatic clone phenotype
FBbt:00007042PHENOTYPE	enterocyte | supernumerary phenotype
FBbt:00007042PHENOTYPE	enterocyte phenotype
FBbt:00007053PHENOTYPE	lateral horn phenotype
FBbt:00007053PHENOTYPE	lateral horn | somatic clone phenotype
FBbt:00007054PHENOTYPE	superior lateral protocerebrum phenotype
FBbt:00007081PHENOTYPE	lateral medial fascicle phenotype
FBbt:00007084PHENOTYPE	midline crossing tract phenotype
FBbt:00007084PHENOTYPE	midline crossing tract | ectopic phenotype
FBbt:00007084PHENOTYPE	midline crossing tract | embryonic stage 16 phenotype
FBbt:00007084PHENOTYPE	midline crossing tract | embryonic stage 17 phenotype
FBbt:00007097PHENOTYPE	antennal lobe glomerulus DP1m phenotype
FBbt:00007098PHENOTYPE	antennal lobe glomerulus DP1l phenotype
FBbt:00007101PHENOTYPE	antennal lobe glomerulus VA1d phenotype
FBbt:00007101PHENOTYPE	antennal lobe glomerulus VA1d | ectopic phenotype
FBbt:00007101PHENOTYPE	antennal lobe glomerulus VA1d | pupal stage phenotype
FBbt:00007101PHENOTYPE	antennal lobe glomerulus VA1d | somatic clone phenotype
FBbt:00007102PHENOTYPE	antennal lobe glomerulus VA7m phenotype
FBbt:00007103PHENOTYPE	antennal lobe glomerulus VA7l phenotype
FBbt:00007105PHENOTYPE	antennal lobe glomerulus VC3l phenotype
FBbt:00007106PHENOTYPE	antennal lobe glomerulus VL2a phenotype
FBbt:00007107PHENOTYPE	antennal lobe glomerulus VL2p phenotype
FBbt:00007108PHENOTYPE	imaginal disc epithelial cell | somatic clone phenotype
FBbt:00007109PHENOTYPE	imaginal disc anterior compartment phenotype
FBbt:00007113PHENOTYPE	mushroom body neuroblast phenotype
FBbt:00007113PHENOTYPE	mushroom body neuroblast | larval stage phenotype
FBbt:00007113PHENOTYPE	mushroom body neuroblast | somatic clone phenotype
FBbt:00007113PHENOTYPE	mushroom body neuroblast | embryonic stage 9 phenotype
FBbt:00007113PHENOTYPE	mushroom body neuroblast | embryonic stage 12 phenotype
FBbt:00007113PHENOTYPE	mushroom body neuroblast | embryonic stage 10 phenotype
FBbt:00007113PHENOTYPE	mushroom body neuroblast | embryonic stage 11 phenotype
FBbt:00007113PHENOTYPE	mushroom body neuroblast | larval stage | supernumerary phenotype
FBbt:00007115PHENOTYPE	embryonic/larval neuroblast | somatic clone | third instar larval stage phenotype
FBbt:00007115PHENOTYPE	embryonic/larval neuroblast | ectopic phenotype
FBbt:00007115PHENOTYPE	embryonic/larval neuroblast | ectopic | somatic clone phenotype
FBbt:00007115PHENOTYPE	embryonic/larval neuroblast phenotype
FBbt:00007115PHENOTYPE	embryonic/larval neuroblast | supernumerary phenotype
FBbt:00007115PHENOTYPE	embryonic/larval neuroblast | ectopic | supernumerary phenotype
FBbt:00007115PHENOTYPE	embryonic/larval neuroblast | ectopic | somatic clone | third instar larval stage phenotype
FBbt:00007115PHENOTYPE	embryonic/larval neuroblast | somatic clone | supernumerary phenotype
FBbt:00007115PHENOTYPE	embryonic/larval neuroblast | somatic clone phenotype
FBbt:00007115PHENOTYPE	embryonic/larval neuroblast | ectopic | somatic clone | supernumerary phenotype
FBbt:00007115PHENOTYPE	embryonic/larval neuroblast | third instar larval stage phenotype
FBbt:00007115PHENOTYPE	embryonic/larval neuroblast | larval stage phenotype
FBbt:00007115PHENOTYPE	embryonic/larval neuroblast | supernumerary | third instar larval stage phenotype
FBbt:00007115PHENOTYPE	embryonic/larval neuroblast | ectopic | third instar larval stage phenotype
FBbt:00007117PHENOTYPE	neuropil glial sheath | late embryonic stage phenotype
FBbt:00007132PHENOTYPE	dorsal air sac phenotype
FBbt:00007135PHENOTYPE	dorsal air sac primordium | somatic clone phenotype
FBbt:00007135PHENOTYPE	dorsal air sac primordium phenotype
FBbt:00007135PHENOTYPE	dorsal air sac primordium | third instar larval stage phenotype
FBbt:00007135PHENOTYPE	dorsal air sac primordium | ectopic | third instar larval stage phenotype
FBbt:00007136PHENOTYPE	male germline cyst phenotype
FBbt:00007137PHENOTYPE	female germline cyst | germline clone phenotype
FBbt:00007137PHENOTYPE	female germline cyst | somatic clone phenotype
FBbt:00007137PHENOTYPE	female germline cyst phenotype
FBbt:00007138PHENOTYPE	spermatogonial cyst | germline clone phenotype
FBbt:00007138PHENOTYPE	spermatogonial cyst phenotype
FBbt:00007138PHENOTYPE	spermatogonial cyst | supernumerary phenotype
FBbt:00007138PHENOTYPE	spermatogonial cyst | cell non-autonomous phenotype
FBbt:00007138PHENOTYPE	spermatogonial cyst | cell non-autonomous | somatic clone phenotype
FBbt:00007139PHENOTYPE	male fusome | adult stage phenotype
FBbt:00007139PHENOTYPE	male fusome | third instar larval stage phenotype
FBbt:00007140PHENOTYPE	female fusome phenotype
FBbt:00007141PHENOTYPE	germinal proliferation center hub phenotype
FBbt:00007142PHENOTYPE	eye disc anterior to the morphogenetic furrow phenotype
FBbt:00007142PHENOTYPE	eye disc anterior to the morphogenetic furrow | somatic clone phenotype
FBbt:00007143PHENOTYPE	eye disc posterior to the morphogenetic furrow | somatic clone | third instar larval stage phenotype
FBbt:00007143PHENOTYPE	eye disc posterior to the morphogenetic furrow | third instar larval stage phenotype
FBbt:00007143PHENOTYPE	eye disc posterior to the morphogenetic furrow | conditional qualifier phenotype
FBbt:00007143PHENOTYPE	eye disc posterior to the morphogenetic furrow phenotype
FBbt:00007143PHENOTYPE	eye disc posterior to the morphogenetic furrow | somatic clone phenotype
FBbt:00007163PHENOTYPE	ventral arm of pharyngeal sclerite | maternal effect phenotype
FBbt:00007163PHENOTYPE	ventral arm of pharyngeal sclerite phenotype
FBbt:00007164PHENOTYPE	dorsal arm of pharyngeal sclerite phenotype
FBbt:00007165PHENOTYPE	dorsal wing blade | posterior phenotype
FBbt:00007165PHENOTYPE	dorsal wing blade phenotype
FBbt:00007165PHENOTYPE	dorsal wing blade | somatic clone phenotype
FBbt:00007165PHENOTYPE	dorsal wing blade | maternal effect phenotype
FBbt:00007165PHENOTYPE	dorsal wing blade | female limited phenotype
FBbt:00007165PHENOTYPE	dorsal wing blade | anterior phenotype
FBbt:00007166PHENOTYPE	ventral wing blade | ectopic phenotype
FBbt:00007166PHENOTYPE	ventral wing blade phenotype
FBbt:00007166PHENOTYPE	ventral wing blade | maternal effect phenotype
FBbt:00007173PHENOTYPE	cholinergic neuron phenotype
FBbt:00007191PHENOTYPE	calyx of larval mushroom body phenotype
FBbt:00007226PHENOTYPE	local interneuron of larval antennal lobe | somatic clone phenotype
FBbt:00007250PHENOTYPE	inter-ommatidial cell | pupal stage | supernumerary phenotype
FBbt:00007250PHENOTYPE	inter-ommatidial cell | pupal stage phenotype
FBbt:00007250PHENOTYPE	inter-ommatidial cell | supernumerary phenotype
FBbt:00007250PHENOTYPE	inter-ommatidial cell | pupal stage | somatic clone phenotype
FBbt:00007250PHENOTYPE	inter-ommatidial cell | somatic clone phenotype
FBbt:00007250PHENOTYPE	inter-ommatidial cell phenotype
FBbt:00007272PHENOTYPE	class I dendritic arborizing neuron | somatic clone phenotype
FBbt:00007272PHENOTYPE	class I dendritic arborizing neuron | larval stage phenotype
FBbt:00007272PHENOTYPE	class I dendritic arborizing neuron phenotype
FBbt:00007273PHENOTYPE	class II dendritic arborizing neuron phenotype
FBbt:00007274PHENOTYPE	class III dendritic arborizing neuron | somatic clone phenotype
FBbt:00007274PHENOTYPE	class III dendritic arborizing neuron phenotype
FBbt:00007275PHENOTYPE	class IV dendritic arborizing neuron | cell autonomous | somatic clone phenotype
FBbt:00007275PHENOTYPE	class IV dendritic arborizing neuron | third instar larval stage phenotype
FBbt:00007275PHENOTYPE	class IV dendritic arborizing neuron | somatic clone phenotype
FBbt:00007275PHENOTYPE	class IV dendritic arborizing neuron | somatic clone | third instar larval stage phenotype
FBbt:00007275PHENOTYPE	class IV dendritic arborizing neuron | embryonic stage phenotype
FBbt:00007275PHENOTYPE	class IV dendritic arborizing neuron | late third instar larval stage phenotype
FBbt:00007275PHENOTYPE	class IV dendritic arborizing neuron phenotype
FBbt:00007275PHENOTYPE	class IV dendritic arborizing neuron | larval stage phenotype
FBbt:00007295PHENOTYPE	embryonic/larval thoracic/abdominal ventral sensory cluster phenotype
FBbt:00007319PHENOTYPE	cardial cell phenotype
FBbt:00007319PHENOTYPE	cardial cell | adult stage phenotype
FBbt:00007320PHENOTYPE	embryonic/larval cardial cell | third instar larval stage phenotype
FBbt:00007320PHENOTYPE	embryonic/larval cardial cell | embryonic stage 17 phenotype
FBbt:00007320PHENOTYPE	embryonic/larval cardial cell phenotype
FBbt:00007321PHENOTYPE	embryonic cardioblast | embryonic stage 15 phenotype
FBbt:00007321PHENOTYPE	embryonic cardioblast phenotype
FBbt:00007322PHENOTYPE	embryonic heart cardioblast | supernumerary phenotype
FBbt:00007322PHENOTYPE	embryonic heart cardioblast phenotype
FBbt:00007322PHENOTYPE	embryonic heart cardioblast | embryonic stage 16 | supernumerary phenotype
FBbt:00007322PHENOTYPE	embryonic heart cardioblast | embryonic stage 16 phenotype
FBbt:00007325PHENOTYPE	epidermal cell | dorsal closure stage phenotype
FBbt:00007325PHENOTYPE	epidermal cell phenotype
FBbt:00007325PHENOTYPE	epidermal cell | larval stage | somatic clone phenotype
FBbt:00007326PHENOTYPE	intersegmental nerve branch ISNb of A1-7 | embryonic stage phenotype
FBbt:00007326PHENOTYPE	intersegmental nerve branch ISNb of A1-7 | embryonic stage 17 phenotype
FBbt:00007326PHENOTYPE	intersegmental nerve branch ISNb of A1-7 | maternal effect phenotype
FBbt:00007326PHENOTYPE	intersegmental nerve branch ISNb of A1-7 phenotype
FBbt:00007327PHENOTYPE	intersegmental nerve branch ISNd of A1-7 phenotype
FBbt:00007328PHENOTYPE	segmental nerve branch SNa of A1-7 | embryonic stage phenotype
FBbt:00007328PHENOTYPE	segmental nerve branch SNa of A1-7 phenotype
FBbt:00007328PHENOTYPE	segmental nerve branch SNa of A1-7 | maternal effect phenotype
FBbt:00007329PHENOTYPE	segmental nerve branch SNc of A1-7 phenotype
FBbt:00007333PHENOTYPE	AC thermosensory neuron phenotype
FBbt:00007338PHENOTYPE	lateral oviduct circular muscle phenotype
FBbt:00007340PHENOTYPE	haltere trichome | ectopic phenotype
FBbt:00007348PHENOTYPE	antennal sensillum trichodeum T1 phenotype
FBbt:00007353PHENOTYPE	maxillary palp olfactory receptor neuron | somatic clone phenotype
FBbt:00007353PHENOTYPE	maxillary palp olfactory receptor neuron | cell non-autonomous | somatic clone phenotype
FBbt:00007360PHENOTYPE	antennal lobe glomerulus DA4l phenotype
FBbt:00007361PHENOTYPE	antennal lobe glomerulus DA4m phenotype
FBbt:00007363PHENOTYPE	antennal lobe glomerulus VA1v phenotype
FBbt:00007363PHENOTYPE	antennal lobe glomerulus VA1v | somatic clone phenotype
FBbt:00007365PHENOTYPE	antennal lobe glomerulus VM5v phenotype
FBbt:00007366PHENOTYPE	antennal lobe glomerulus VC4 phenotype
FBbt:00007369PHENOTYPE	inter-ommatidial precursor cell | somatic clone phenotype
FBbt:00007369PHENOTYPE	inter-ommatidial precursor cell | pupal stage P7 | supernumerary phenotype
FBbt:00007369PHENOTYPE	inter-ommatidial precursor cell | pupal stage phenotype
FBbt:00007369PHENOTYPE	inter-ommatidial precursor cell | P-stage phenotype
FBbt:00007369PHENOTYPE	inter-ommatidial precursor cell | P-stage | somatic clone phenotype
FBbt:00007369PHENOTYPE	inter-ommatidial precursor cell | pupal stage P7 phenotype
FBbt:00007369PHENOTYPE	inter-ommatidial precursor cell | pupal stage | supernumerary phenotype
FBbt:00007369PHENOTYPE	inter-ommatidial precursor cell | pharate adult stage P9 | supernumerary phenotype
FBbt:00007369PHENOTYPE	inter-ommatidial precursor cell | pupal stage P6 phenotype
FBbt:00007369PHENOTYPE	inter-ommatidial precursor cell | pupal stage P6 | supernumerary phenotype
FBbt:00007369PHENOTYPE	inter-ommatidial precursor cell phenotype
FBbt:00007370PHENOTYPE	primary pigment cell precursor | pupal stage P6 | supernumerary phenotype
FBbt:00007371PHENOTYPE	retinal pigment cell phenotype
FBbt:00007371PHENOTYPE	retinal pigment cell | somatic clone phenotype
FBbt:00007371PHENOTYPE	retinal pigment cell | ectopic | somatic clone phenotype
FBbt:00007371PHENOTYPE	retinal pigment cell | pupal stage phenotype
FBbt:00007371PHENOTYPE	retinal pigment cell | pupal stage | supernumerary phenotype
FBbt:00007377PHENOTYPE	embryonic/larval tritocerebral commissure | embryonic stage 14 phenotype
FBbt:00007377PHENOTYPE	embryonic/larval tritocerebral commissure | embryonic stage 15 phenotype
FBbt:00007377PHENOTYPE	embryonic/larval tritocerebral commissure phenotype
FBbt:00007379PHENOTYPE	frontal connective phenotype
FBbt:00007379PHENOTYPE	frontal connective | embryonic stage 15 phenotype
FBbt:00007385PHENOTYPE	calyx of adult mushroom body | somatic clone phenotype
FBbt:00007385PHENOTYPE	calyx of adult mushroom body phenotype
FBbt:00007386PHENOTYPE	adult olfactory receptor neuron | somatic clone phenotype
FBbt:00007386PHENOTYPE	adult olfactory receptor neuron phenotype
FBbt:00007386PHENOTYPE	adult olfactory receptor neuron | cell autonomous phenotype
FBbt:00007388PHENOTYPE	embryonic/larval olfactory receptor neuron phenotype
FBbt:00007388PHENOTYPE	embryonic/larval olfactory receptor neuron | first instar larval stage phenotype
FBbt:00007390PHENOTYPE	local interneuron of adult antennal lobe phenotype
FBbt:00007392PHENOTYPE	projection neuron phenotype
FBbt:00007392PHENOTYPE	projection neuron | larval stage phenotype
FBbt:00007392PHENOTYPE	projection neuron | somatic clone phenotype
FBbt:00007401PHENOTYPE	adult antennal lobe | somatic clone phenotype
FBbt:00007401PHENOTYPE	adult antennal lobe phenotype
FBbt:00007402PHENOTYPE	GABAergic adult AL LN phenotype
FBbt:00007405PHENOTYPE	CSD interneuron phenotype
FBbt:00007410PHENOTYPE	tracheal lumen | embryonic stage phenotype
FBbt:00007410PHENOTYPE	tracheal lumen phenotype
FBbt:00007410PHENOTYPE	tracheal lumen | somatic clone phenotype
FBbt:00007411PHENOTYPE	large labellar taste bristle phenotype
FBbt:00007412PHENOTYPE	intermediate labellar taste bristle phenotype
FBbt:00007422PHENOTYPE	antennal lobe projection neuron phenotype
FBbt:00007423PHENOTYPE	lamina furrow | cell autonomous | somatic clone phenotype
FBbt:00007426PHENOTYPE	ipsilateral tract phenotype
FBbt:00007428PHENOTYPE	s-LNv neuron phenotype
FBbt:00007437PHENOTYPE	adult antennal lobe projection neuron vPN phenotype
FBbt:00007438PHENOTYPE	adult antennal lobe projection neuron adPN | somatic clone phenotype
FBbt:00007439PHENOTYPE	adult antennal lobe projection neuron lPN | somatic clone phenotype
FBbt:00007446PHENOTYPE	adult antennal lobe projection neuron VA4 lPN phenotype
FBbt:00007449PHENOTYPE	adult antennal lobe projection neuron VC2 lPN phenotype
FBbt:00007455PHENOTYPE	rhabdomere of eye photoreceptor cell phenotype
FBbt:00007455PHENOTYPE	rhabdomere of eye photoreceptor cell | adult stage | conditional qualifier phenotype
FBbt:00007456PHENOTYPE	persistent antennal lobe projection neuron phenotype
FBbt:00007457PHENOTYPE	prothoracic gland innervating neuron PG-LP phenotype
FBbt:00007457PHENOTYPE	prothoracic gland innervating neuron PG-LP | third instar larval stage phenotype
FBbt:00007472PHENOTYPE	primary trachea phenotype
FBbt:00007476PHENOTYPE	adult antennal lobe projection neuron VC1 lPN phenotype
FBbt:00007489PHENOTYPE	dorsal air sac primordium tip cell | third instar larval stage phenotype
FBbt:00007512PHENOTYPE	embryonic/larval gut | first instar larval stage phenotype
FBbt:00007512PHENOTYPE	embryonic/larval gut | third instar larval stage phenotype
FBbt:00007512PHENOTYPE	embryonic/larval gut phenotype
FBbt:00007512PHENOTYPE	embryonic/larval gut | germline clone phenotype
FBbt:00007513PHENOTYPE	adult gut phenotype
FBbt:00007595PHENOTYPE	tarsal segment 5 phenotype
FBbt:00007643PHENOTYPE	dorsal-ventral compartment boundary of the wing | somatic clone | third instar larval stage phenotype
FBbt:00007643PHENOTYPE	dorsal-ventral compartment boundary of the wing | third instar larval stage phenotype
FBbt:00007644PHENOTYPE	anterior-posterior boundary of the wing disc | third instar larval stage phenotype
FBbt:00007649PHENOTYPE	supraalar bristle precursor cell phenotype
FBbt:00007653PHENOTYPE	presutural bristle precursor cell phenotype
FBbt:00007671PHENOTYPE	abdominal temporary eclosion muscle DA phenotype
FBbt:00007671PHENOTYPE	abdominal temporary eclosion muscle DA | pupal stage phenotype
FBbt:00007675PHENOTYPE	embryonic/larval motor neuron phenotype
FBbt:00007675PHENOTYPE	embryonic/larval motor neuron | third instar larval stage phenotype
FBbt:00007676PHENOTYPE	larval optic anlage phenotype
FBbt:00007676PHENOTYPE	larval optic anlage | somatic clone phenotype
FBbt:00007677PHENOTYPE	medial lobe of adult mushroom body phenotype
FBbt:00007677PHENOTYPE	medial lobe of adult mushroom body | somatic clone phenotype
FBbt:00008110PHENOTYPE	wing disc posterior compartment phenotype
FBbt:00008111PHENOTYPE	wing disc anterior compartment | third instar larval stage phenotype
FBbt:00008113PHENOTYPE	leg disc anterior compartment | somatic clone phenotype
FBbt:00011929PHENOTYPE	embryonic/larval mushroom body | female phenotype
FBbt:00011929PHENOTYPE	embryonic/larval mushroom body phenotype
FBbt:00011929PHENOTYPE	embryonic/larval mushroom body | somatic clone phenotype
FBbt:00013243PHENOTYPE	abdominal dorso-lateral adult muscle precursor cell phenotype
FBbt:00013688PHENOTYPE	lobe system of adult mushroom body | somatic clone phenotype
FBbt:00013688PHENOTYPE	lobe system of adult mushroom body phenotype
FBbt:00013691PHENOTYPE	adult mushroom body alpha'-lobe phenotype
FBbt:00013694PHENOTYPE	adult mushroom body beta'-lobe | cell non-autonomous | somatic clone phenotype
FBbt:00013694PHENOTYPE	adult mushroom body beta'-lobe | somatic clone phenotype
FBbt:00013694PHENOTYPE	adult mushroom body beta'-lobe phenotype
FBbt:00014201PHENOTYPE	early extended germ band embryo phenotype
FBbt:00014874PHENOTYPE	presumptive oocyte phenotype
FBbt:00015246PHENOTYPE	dorsal head epidermis phenotype
FBbt:00015254PHENOTYPE	ventral head epidermis phenotype
FBbt:00015288PHENOTYPE	unfertilized egg phenotype
FBbt:00015407PHENOTYPE	vertical lobe of adult mushroom body phenotype
FBbt:00015407PHENOTYPE	vertical lobe of adult mushroom body | somatic clone phenotype
FBbt:00015899PHENOTYPE	lateral longitudinal fascicle | embryonic stage phenotype
FBbt:00015899PHENOTYPE	lateral longitudinal fascicle phenotype
FBbt:00016005PHENOTYPE	salivary gland common duct primordium phenotype
FBbt:00016005PHENOTYPE	salivary gland common duct primordium | maternal effect phenotype
FBbt:00016005PHENOTYPE	salivary gland common duct primordium | germline clone phenotype
FBbt:00016007PHENOTYPE	ventral trunk epidermis primordium | embryonic stage 12 | rescuable maternal effect phenotype
FBbt:00016012PHENOTYPE	denticle field phenotype
FBbt:00016012PHENOTYPE	denticle field | maternal effect | somatic clone phenotype
FBbt:00016015PHENOTYPE	midline neuronal primordium phenotype
FBbt:00016018PHENOTYPE	dorsal ridge primordium | rescuable maternal effect phenotype
FBbt:00017001PHENOTYPE	anterior spiracle primordium | embryonic stage 15 phenotype
FBbt:00017003PHENOTYPE	visceral branch primordium | ectopic phenotype
FBbt:00017003PHENOTYPE	visceral branch primordium phenotype
FBbt:00017007PHENOTYPE	crystal cell primordium phenotype
FBbt:00017008PHENOTYPE	longitudinal visceral muscle primordium phenotype
FBbt:00017008PHENOTYPE	longitudinal visceral muscle primordium | embryonic stage 12 phenotype
FBbt:00017008PHENOTYPE	longitudinal visceral muscle primordium | embryonic stage 13 phenotype
FBbt:00017010PHENOTYPE	dorsal trunk primordium | embryonic stage 14 phenotype
FBbt:00017010PHENOTYPE	dorsal trunk primordium | embryonic stage 15 phenotype
FBbt:00017010PHENOTYPE	dorsal trunk primordium | germline clone | maternal effect phenotype
FBbt:00017010PHENOTYPE	dorsal trunk primordium | embryonic stage phenotype
FBbt:00017010PHENOTYPE	dorsal trunk primordium | embryonic stage 13 phenotype
FBbt:00017010PHENOTYPE	dorsal trunk primordium phenotype
FBbt:00017010PHENOTYPE	dorsal trunk primordium | embryonic stage 16 phenotype
FBbt:00017012PHENOTYPE	proventriculus outer layer primordium phenotype
FBbt:00017015PHENOTYPE	circular visceral muscle primordium | maternal effect phenotype
FBbt:00017015PHENOTYPE	circular visceral muscle primordium phenotype
FBbt:00017020PHENOTYPE	oenocyte primordium phenotype
FBbt:00017027PHENOTYPE	gastric caecum primordium phenotype
FBbt:00018002PHENOTYPE	stomatogastric nervous system anlage phenotype
FBbt:00018008PHENOTYPE	proventriculus inner layer primordium phenotype
FBbt:00018009PHENOTYPE	proventriculus intermediate layer primordium phenotype
FBbt:00025990PHENOTYPE	ectoderm derivative phenotype
FBbt:00026002PHENOTYPE	visceral mesoderm derivative phenotype
FBbt:00027000PHENOTYPE	anterior wing margin | somatic clone phenotype
FBbt:00027000PHENOTYPE	anterior wing margin phenotype
FBbt:00027001PHENOTYPE	posterior wing margin phenotype
FBbt:00027001PHENOTYPE	posterior wing margin | somatic clone phenotype
FBbt:00040000PHENOTYPE	adult antennal lobe projection neuron DC3 adPN phenotype
FBbt:00045010PHENOTYPE	mushroom body spur phenotype
FBbt:00057007PHENOTYPE	mature primary spermatocyte cyst cell phenotype
FBbt:00057009PHENOTYPE	head cyst cell phenotype
FBbt:00057011PHENOTYPE	male germline cell | adult stage phenotype
FBbt:00057011PHENOTYPE	male germline cell phenotype
FBbt:00057011PHENOTYPE	male germline cell | embryonic stage phenotype
FBbt:00057011PHENOTYPE	male germline cell | supernumerary phenotype
FBbt:00057011PHENOTYPE	male germline cell | germline clone phenotype
FBbt:00057012PHENOTYPE	female germline cell | adult stage phenotype
FBbt:00057012PHENOTYPE	female germline cell phenotype
FBbt:00057012PHENOTYPE	female germline cell | supernumerary phenotype
FBbt:00057012PHENOTYPE	female germline cell | germline clone phenotype
FBbt:00057012PHENOTYPE	female germline cell | somatic clone | supernumerary phenotype
FBbt:00057012PHENOTYPE	female germline cell | somatic clone phenotype
FBbt:00057145PHENOTYPE	meiotic primary spermatocyte phenotype
FBbt:00057146PHENOTYPE	primary spermatocyte in meiotic prophase I phenotype
FBbt:00057149PHENOTYPE	primary spermatocyte in meiotic anaphase I phenotype
FBbt:00057167PHENOTYPE	polar primary spermatocyte phenotype
FBbt:00067003PHENOTYPE	adult olfactory receptor neuron Or59b phenotype
FBbt:00067003PHENOTYPE	adult olfactory receptor neuron Or59b | somatic clone phenotype
FBbt:00067007PHENOTYPE	adult olfactory receptor neuron Or59c phenotype
FBbt:00067007PHENOTYPE	adult olfactory receptor neuron Or59c | somatic clone phenotype
FBbt:00067007PHENOTYPE	adult olfactory receptor neuron Or59c | cell non-autonomous | somatic clone phenotype
FBbt:00067012PHENOTYPE	antennal basiconic sensillum ab1 phenotype
FBbt:00067013PHENOTYPE	adult olfactory receptor neuron Or10a | somatic clone phenotype
FBbt:00067023PHENOTYPE	adult olfactory receptor neuron Or67b | cell non-autonomous | somatic clone phenotype
FBbt:00067025PHENOTYPE	adult olfactory receptor neuron Or22 phenotype
FBbt:00067025PHENOTYPE	adult olfactory receptor neuron Or22 | somatic clone phenotype
FBbt:00067031PHENOTYPE	adult olfactory receptor neuron Or67d phenotype
FBbt:00067031PHENOTYPE	adult olfactory receptor neuron Or67d | somatic clone phenotype
FBbt:00067033PHENOTYPE	adult olfactory receptor neuron Or23a | cell non-autonomous | somatic clone phenotype
FBbt:00067036PHENOTYPE	adult olfactory receptor neuron Or33c/85e phenotype
FBbt:00067036PHENOTYPE	adult olfactory receptor neuron Or33c/85e | somatic clone phenotype
FBbt:00067036PHENOTYPE	adult olfactory receptor neuron Or33c/85e | cell non-autonomous | somatic clone phenotype
FBbt:00067039PHENOTYPE	adult olfactory receptor neuron Or35a | cell non-autonomous | somatic clone phenotype
