phenotype_id	phenotype_label
FBbt:00001757PHENOTYPE	larval abdominal segment 10 | maternal effect phenotype
FBbt:00001758PHENOTYPE	larval abdominal segment 11 | maternal effect phenotype
FBbt:00001761PHENOTYPE	imaginal disc | larval stage | maternal effect phenotype
FBbt:00001761PHENOTYPE	imaginal disc | posterior compartment phenotype
FBbt:00001761PHENOTYPE	imaginal disc | maternal effect phenotype
FBbt:00001761PHENOTYPE	imaginal disc | wandering third instar larval stage phenotype
FBbt:00001761PHENOTYPE	imaginal disc | larval stage phenotype
FBbt:00001761PHENOTYPE	imaginal disc | rescuable maternal effect phenotype
FBbt:00001761PHENOTYPE	imaginal disc | prepupal stage phenotype
FBbt:00001761PHENOTYPE	imaginal disc | cell autonomous | somatic clone phenotype
FBbt:00001761PHENOTYPE	imaginal disc | larval stage | somatic clone phenotype
FBbt:00001761PHENOTYPE	imaginal disc | third instar larval stage phenotype
FBbt:00001761PHENOTYPE	imaginal disc | somatic clone | third instar larval stage phenotype
FBbt:00001761PHENOTYPE	imaginal disc | P-stage phenotype
FBbt:00001761PHENOTYPE	imaginal disc phenotype
FBbt:00001761PHENOTYPE	imaginal disc | anterior compartment phenotype
FBbt:00001761PHENOTYPE	imaginal disc | somatic clone phenotype
FBbt:00001762PHENOTYPE	peripodial epithelium | somatic clone phenotype
FBbt:00001762PHENOTYPE	peripodial epithelium | cell autonomous | somatic clone phenotype
FBbt:00001762PHENOTYPE	peripodial epithelium phenotype
FBbt:00001764PHENOTYPE	labial disc | somatic clone phenotype
FBbt:00001764PHENOTYPE	labial disc phenotype
FBbt:00001766PHENOTYPE	eye-antennal disc | cell autonomous | somatic clone | third instar larval stage phenotype
FBbt:00001766PHENOTYPE	eye-antennal disc | third instar larval stage phenotype
FBbt:00001766PHENOTYPE	eye-antennal disc | embryonic stage phenotype
FBbt:00001766PHENOTYPE	eye-antennal disc | anterior phenotype
FBbt:00001766PHENOTYPE	eye-antennal disc phenotype
FBbt:00001766PHENOTYPE	eye-antennal disc | cell non-autonomous | somatic clone | third instar larval stage phenotype
FBbt:00001766PHENOTYPE	eye-antennal disc | somatic clone | ventral phenotype
FBbt:00001766PHENOTYPE	eye-antennal disc | somatic clone | third instar larval stage phenotype
FBbt:00001766PHENOTYPE	eye-antennal disc | larval stage phenotype
FBbt:00001766PHENOTYPE	eye-antennal disc | P-stage phenotype
FBbt:00001766PHENOTYPE	eye-antennal disc | cell autonomous | cell non-autonomous | somatic clone | third instar larval stage phenotype
FBbt:00001766PHENOTYPE	eye-antennal disc | proximal | somatic clone phenotype
FBbt:00001766PHENOTYPE	eye-antennal disc | posterior phenotype
FBbt:00001766PHENOTYPE	eye-antennal disc | cell non-autonomous | somatic clone phenotype
FBbt:00001766PHENOTYPE	eye-antennal disc | somatic clone - Minute background | third instar larval stage phenotype
FBbt:00001766PHENOTYPE	eye-antennal disc | late third instar larval stage phenotype
FBbt:00001766PHENOTYPE	eye-antennal disc | somatic clone phenotype
FBbt:00001767PHENOTYPE	antennal disc | somatic clone phenotype
FBbt:00001767PHENOTYPE	antennal disc | third instar larval stage phenotype
FBbt:00001767PHENOTYPE	antennal disc | ectopic | third instar larval stage phenotype
FBbt:00001767PHENOTYPE	antennal disc | somatic clone | ventral phenotype
FBbt:00001767PHENOTYPE	antennal disc phenotype
FBbt:00001767PHENOTYPE	antennal disc | ectopic phenotype
FBbt:00001767PHENOTYPE	antennal disc | wandering third instar larval stage phenotype
FBbt:00001767PHENOTYPE	antennal disc | distal phenotype
FBbt:00001768PHENOTYPE	eye disc | pupal stage | somatic clone phenotype
FBbt:00001768PHENOTYPE	eye disc | pupal stage phenotype
FBbt:00001768PHENOTYPE	eye disc | dorsal/ventral compartment boundary | third instar larval stage phenotype
FBbt:00001768PHENOTYPE	eye disc phenotype
FBbt:00001768PHENOTYPE	eye disc | cell autonomous | somatic clone | third instar larval stage phenotype
FBbt:00001768PHENOTYPE	eye disc | ventral phenotype
FBbt:00001768PHENOTYPE	eye disc | P-stage phenotype
FBbt:00001768PHENOTYPE	eye disc | posterior | third instar larval stage phenotype
FBbt:00001768PHENOTYPE	eye disc | cell autonomous | somatic clone phenotype
FBbt:00001768PHENOTYPE	eye disc | posterior phenotype
FBbt:00001768PHENOTYPE	eye disc | cell non-autonomous | somatic clone phenotype
FBbt:00001768PHENOTYPE	eye disc | somatic clone | third instar larval stage phenotype
FBbt:00001768PHENOTYPE	eye disc | larval stage | somatic clone phenotype
FBbt:00001768PHENOTYPE	eye disc | third instar larval stage phenotype
FBbt:00001768PHENOTYPE	eye disc | dorsal | somatic clone phenotype
FBbt:00001768PHENOTYPE	eye disc | heat sensitive phenotype
FBbt:00001768PHENOTYPE	eye disc | wandering third instar larval stage phenotype
FBbt:00001768PHENOTYPE	eye disc | first instar larval stage | ventral compartment phenotype
FBbt:00001768PHENOTYPE	eye disc | anterior phenotype
FBbt:00001768PHENOTYPE	eye disc | dorsal phenotype
FBbt:00001768PHENOTYPE	eye disc | somatic clone | ventral phenotype
FBbt:00001768PHENOTYPE	eye disc | larval stage phenotype
FBbt:00001768PHENOTYPE	eye disc | conditional qualifier phenotype
FBbt:00001768PHENOTYPE	eye disc | somatic clone phenotype
FBbt:00001768PHENOTYPE	eye disc | somatic clone | wandering third instar larval stage phenotype
FBbt:00001768PHENOTYPE	eye disc | dorsal | third instar larval stage phenotype
FBbt:00001768PHENOTYPE	eye disc | cell non-autonomous | somatic clone | third instar larval stage phenotype
FBbt:00001768PHENOTYPE	eye disc | posterior | somatic clone phenotype
FBbt:00001769PHENOTYPE	morphogenetic furrow | anterior phenotype
FBbt:00001769PHENOTYPE	morphogenetic furrow | ectopic | somatic clone phenotype
FBbt:00001769PHENOTYPE	morphogenetic furrow | ectopic phenotype
FBbt:00001769PHENOTYPE	morphogenetic furrow | posterior phenotype
FBbt:00001769PHENOTYPE	morphogenetic furrow | somatic clone phenotype
FBbt:00001769PHENOTYPE	morphogenetic furrow | cell non-autonomous | somatic clone phenotype
FBbt:00001769PHENOTYPE	morphogenetic furrow | third instar larval stage phenotype
FBbt:00001769PHENOTYPE	morphogenetic furrow phenotype
FBbt:00001769PHENOTYPE	morphogenetic furrow | ventral phenotype
FBbt:00001769PHENOTYPE	morphogenetic furrow | conditional qualifier phenotype
FBbt:00001769PHENOTYPE	morphogenetic furrow | cell non-autonomous | ectopic | somatic clone phenotype
FBbt:00001770PHENOTYPE	ommatidial precursor cluster | somatic clone phenotype
FBbt:00001770PHENOTYPE	ommatidial precursor cluster | larval stage | somatic clone phenotype
FBbt:00001770PHENOTYPE	ommatidial precursor cluster | third instar larval stage phenotype
FBbt:00001770PHENOTYPE	ommatidial precursor cluster | P-stage | somatic clone phenotype
FBbt:00001770PHENOTYPE	ommatidial precursor cluster | wandering third instar larval stage phenotype
FBbt:00001770PHENOTYPE	ommatidial precursor cluster | cell non-autonomous | somatic clone phenotype
FBbt:00001770PHENOTYPE	ommatidial precursor cluster phenotype
FBbt:00001770PHENOTYPE	ommatidial precursor cluster | cell autonomous | somatic clone | wandering third instar larval stage phenotype
FBbt:00001771PHENOTYPE	five-cell ommatidial precursor cluster | somatic clone phenotype
FBbt:00001771PHENOTYPE	five-cell ommatidial precursor cluster phenotype
FBbt:00001773PHENOTYPE	mature eight-cell ommatidial precursor cluster phenotype
FBbt:00001773PHENOTYPE	mature eight-cell ommatidial precursor cluster | somatic clone phenotype
FBbt:00001775PHENOTYPE	four cone-cell ommatidial precursor cluster phenotype
FBbt:00001776PHENOTYPE	dorsal thoracic disc phenotype
FBbt:00001777PHENOTYPE	humeral disc phenotype
FBbt:00001778PHENOTYPE	wing disc | second instar larval stage phenotype
FBbt:00001778PHENOTYPE	wing disc | posterior phenotype
FBbt:00001778PHENOTYPE	wing disc | posterior compartment | third instar larval stage phenotype
FBbt:00001778PHENOTYPE	wing disc | wandering third instar larval stage phenotype
FBbt:00001778PHENOTYPE	wing disc | anterior | somatic clone phenotype
FBbt:00001778PHENOTYPE	wing disc | dorsal/ventral compartment boundary phenotype
FBbt:00001778PHENOTYPE	wing disc | cell non-autonomous phenotype
FBbt:00001778PHENOTYPE	wing disc | ectopic | somatic clone phenotype
FBbt:00001778PHENOTYPE	wing disc | pupal stage phenotype
FBbt:00001778PHENOTYPE	wing disc | late third instar larval stage phenotype
FBbt:00001778PHENOTYPE	wing disc | anterior compartment | ectopic phenotype
FBbt:00001778PHENOTYPE	wing disc | dorsal compartment phenotype
FBbt:00001778PHENOTYPE	wing disc | anterior/posterior compartment boundary phenotype
FBbt:00001778PHENOTYPE	wing disc | dorsal phenotype
FBbt:00001778PHENOTYPE	wing disc | posterior | somatic clone phenotype
FBbt:00001778PHENOTYPE	wing disc | anterior compartment phenotype
FBbt:00001778PHENOTYPE	wing disc | cell autonomous | third instar larval stage phenotype
FBbt:00001778PHENOTYPE	wing disc | somatic clone | wandering third instar larval stage phenotype
FBbt:00001778PHENOTYPE	wing disc | larval stage phenotype
FBbt:00001778PHENOTYPE	wing disc | dorsal compartment | ectopic | somatic clone phenotype
FBbt:00001778PHENOTYPE	wing disc | ventral phenotype
FBbt:00001778PHENOTYPE	wing disc | prepupal stage phenotype
FBbt:00001778PHENOTYPE	wing disc | anterior/posterior compartment boundary | somatic clone phenotype
FBbt:00001778PHENOTYPE	wing disc | conditional qualifier phenotype
FBbt:00001778PHENOTYPE	wing disc | dorsal | somatic clone phenotype
FBbt:00001778PHENOTYPE	wing disc | conditional qualifier | third instar larval stage phenotype
FBbt:00001778PHENOTYPE	wing disc | ventral compartment phenotype
FBbt:00001778PHENOTYPE	wing disc | somatic clone | ventral phenotype
FBbt:00001778PHENOTYPE	wing disc | cell autonomous | somatic clone phenotype
FBbt:00001778PHENOTYPE	wing disc | posterior compartment | somatic clone phenotype
FBbt:00001778PHENOTYPE	wing disc | cell non-autonomous | somatic clone phenotype
FBbt:00001778PHENOTYPE	wing disc | prepupal stage P1 phenotype
FBbt:00001778PHENOTYPE	wing disc | P-stage phenotype
FBbt:00001778PHENOTYPE	wing disc | somatic clone phenotype
FBbt:00001778PHENOTYPE	wing disc | ectopic phenotype
FBbt:00001778PHENOTYPE	wing disc | somatic clone | third instar larval stage phenotype
FBbt:00001778PHENOTYPE	wing disc | dorsal compartment | somatic clone phenotype
FBbt:00001778PHENOTYPE	wing disc | cell non-autonomous | dorsal/ventral compartment boundary phenotype
FBbt:00001778PHENOTYPE	wing disc | posterior compartment phenotype
FBbt:00001778PHENOTYPE	wing disc | third instar larval stage phenotype
FBbt:00001778PHENOTYPE	wing disc | anterior compartment | somatic clone phenotype
FBbt:00001778PHENOTYPE	wing disc | dorsal/ventral compartment boundary | somatic clone phenotype
FBbt:00001778PHENOTYPE	wing disc | posterior | third instar larval stage phenotype
FBbt:00001778PHENOTYPE	wing disc | somatic clone - Minute background | third instar larval stage phenotype
FBbt:00001778PHENOTYPE	wing disc | lateral | somatic clone phenotype
FBbt:00001778PHENOTYPE	wing disc | cell non-autonomous | medial | third instar larval stage phenotype
FBbt:00001778PHENOTYPE	wing disc | larval stage | somatic clone phenotype
FBbt:00001778PHENOTYPE	wing disc | cell non-autonomous | somatic clone | third instar larval stage phenotype
FBbt:00001778PHENOTYPE	wing disc phenotype
FBbt:00001779PHENOTYPE	haltere disc phenotype
FBbt:00001779PHENOTYPE	haltere disc | posterior compartment phenotype
FBbt:00001779PHENOTYPE	haltere disc | third instar larval stage phenotype
FBbt:00001779PHENOTYPE	haltere disc | somatic clone - Minute background | third instar larval stage phenotype
FBbt:00001779PHENOTYPE	haltere disc | larval stage phenotype
FBbt:00001779PHENOTYPE	haltere disc | anterior compartment phenotype
FBbt:00001780PHENOTYPE	ventral thoracic disc | anterior/posterior compartment boundary phenotype
FBbt:00001780PHENOTYPE	ventral thoracic disc | distal phenotype
FBbt:00001780PHENOTYPE	ventral thoracic disc | third instar larval stage phenotype
FBbt:00001780PHENOTYPE	ventral thoracic disc | somatic clone - Minute background | third instar larval stage phenotype
FBbt:00001780PHENOTYPE	ventral thoracic disc | somatic clone phenotype
FBbt:00001780PHENOTYPE	ventral thoracic disc | wandering third instar larval stage phenotype
FBbt:00001780PHENOTYPE	ventral thoracic disc | proximal phenotype
FBbt:00001780PHENOTYPE	ventral thoracic disc phenotype
FBbt:00001780PHENOTYPE	ventral thoracic disc | anterior compartment phenotype
FBbt:00001780PHENOTYPE	ventral thoracic disc | larval stage phenotype
FBbt:00001781PHENOTYPE	prothoracic leg disc | larval stage phenotype
FBbt:00001781PHENOTYPE	prothoracic leg disc phenotype
FBbt:00001782PHENOTYPE	mesothoracic leg disc | somatic clone phenotype
FBbt:00001782PHENOTYPE	mesothoracic leg disc phenotype
FBbt:00001782PHENOTYPE	mesothoracic leg disc | larval stage phenotype
FBbt:00001783PHENOTYPE	metathoracic leg disc phenotype
FBbt:00001784PHENOTYPE	genital disc phenotype
FBbt:00001784PHENOTYPE	genital disc | somatic clone phenotype
FBbt:00001784PHENOTYPE	genital disc | larval stage phenotype
FBbt:00001784PHENOTYPE	genital disc | maternal effect phenotype
FBbt:00001785PHENOTYPE	male genital disc phenotype
FBbt:00001785PHENOTYPE	male genital disc | ectopic | female phenotype
FBbt:00001786PHENOTYPE	female repressed primordium phenotype
FBbt:00001787PHENOTYPE	female genital disc | ectopic | male phenotype
FBbt:00001787PHENOTYPE	female genital disc phenotype
FBbt:00001788PHENOTYPE	male repressed primordium phenotype
FBbt:00001788PHENOTYPE	male repressed primordium | somatic clone phenotype
FBbt:00001789PHENOTYPE	histoblast phenotype
FBbt:00001789PHENOTYPE	histoblast | somatic clone phenotype
FBbt:00001789PHENOTYPE	histoblast | male limited phenotype
FBbt:00001790PHENOTYPE	histoblast nest | anterior | dorsal phenotype
FBbt:00001790PHENOTYPE	histoblast nest | ventral phenotype
FBbt:00001790PHENOTYPE	histoblast nest | somatic clone phenotype
FBbt:00001790PHENOTYPE	histoblast nest phenotype
FBbt:00001794PHENOTYPE	anterior dorsal histoblast nest abdominal 1 phenotype
FBbt:00001796PHENOTYPE	anterior dorsal histoblast nest abdominal 2 phenotype
FBbt:00001798PHENOTYPE	anterior dorsal histoblast nest abdominal 3 phenotype
FBbt:00001800PHENOTYPE	anterior dorsal histoblast nest abdominal 4 phenotype
FBbt:00001802PHENOTYPE	anterior dorsal histoblast nest abdominal 5 phenotype
FBbt:00001804PHENOTYPE	anterior dorsal histoblast nest abdominal 6 phenotype
FBbt:00001806PHENOTYPE	anterior dorsal histoblast nest abdominal 7 phenotype
FBbt:00001810PHENOTYPE	posterior dorsal histoblast nest abdominal 1 phenotype
FBbt:00001811PHENOTYPE	posterior dorsal histoblast nest abdominal 2 phenotype
FBbt:00001812PHENOTYPE	posterior dorsal histoblast nest abdominal 3 phenotype
FBbt:00001813PHENOTYPE	posterior dorsal histoblast nest abdominal 4 phenotype
FBbt:00001814PHENOTYPE	posterior dorsal histoblast nest abdominal 5 phenotype
FBbt:00001815PHENOTYPE	posterior dorsal histoblast nest abdominal 6 phenotype
FBbt:00001816PHENOTYPE	posterior dorsal histoblast nest abdominal 7 phenotype
FBbt:00001819PHENOTYPE	ventral histoblast nest abdominal 1 phenotype
FBbt:00001820PHENOTYPE	ventral histoblast nest abdominal 2 phenotype
FBbt:00001821PHENOTYPE	ventral histoblast nest abdominal 3 phenotype
FBbt:00001822PHENOTYPE	ventral histoblast nest abdominal 4 phenotype
FBbt:00001823PHENOTYPE	ventral histoblast nest abdominal 5 phenotype
FBbt:00001824PHENOTYPE	ventral histoblast nest abdominal 6 phenotype
FBbt:00001825PHENOTYPE	ventral histoblast nest abdominal 7 phenotype
FBbt:00001827PHENOTYPE	spiracular histoblast nest abdominal 1 phenotype
FBbt:00001828PHENOTYPE	spiracular histoblast nest abdominal 2 phenotype
FBbt:00001829PHENOTYPE	spiracular histoblast nest abdominal 3 phenotype
FBbt:00001830PHENOTYPE	spiracular histoblast nest abdominal 4 phenotype
FBbt:00001831PHENOTYPE	spiracular histoblast nest abdominal 5 phenotype
FBbt:00001832PHENOTYPE	spiracular histoblast nest abdominal 6 phenotype
FBbt:00001833PHENOTYPE	spiracular histoblast nest abdominal 7 phenotype
FBbt:00001834PHENOTYPE	imaginal ring phenotype
FBbt:00001835PHENOTYPE	salivary gland imaginal ring phenotype
FBbt:00001835PHENOTYPE	salivary gland imaginal ring | rescuable maternal effect phenotype
FBbt:00001836PHENOTYPE	foregut imaginal ring phenotype
FBbt:00001837PHENOTYPE	midgut imaginal island | larval stage phenotype
FBbt:00001837PHENOTYPE	midgut imaginal island phenotype
FBbt:00001840PHENOTYPE	hindgut imaginal ring phenotype
FBbt:00001842PHENOTYPE	embryonic/larval digestive system phenotype
FBbt:00001842PHENOTYPE	embryonic/larval digestive system | embryonic stage phenotype
FBbt:00001842PHENOTYPE	embryonic/larval digestive system | somatic clone phenotype
FBbt:00001843PHENOTYPE	embryonic/larval mouth phenotype
FBbt:00001843PHENOTYPE	embryonic/larval mouth | embryonic stage phenotype
FBbt:00001845PHENOTYPE	cephalopharyngeal skeleton | germline clone phenotype
FBbt:00001845PHENOTYPE	cephalopharyngeal skeleton | germline clone | maternal effect phenotype
FBbt:00001845PHENOTYPE	cephalopharyngeal skeleton | ventral phenotype
FBbt:00001845PHENOTYPE	cephalopharyngeal skeleton | posterior phenotype
FBbt:00001845PHENOTYPE	cephalopharyngeal skeleton | maternal effect phenotype
FBbt:00001845PHENOTYPE	cephalopharyngeal skeleton | larval stage phenotype
FBbt:00001845PHENOTYPE	cephalopharyngeal skeleton | embryonic stage phenotype
FBbt:00001845PHENOTYPE	cephalopharyngeal skeleton | germline clone | rescuable maternal effect phenotype
FBbt:00001845PHENOTYPE	cephalopharyngeal skeleton | embryonic stage | maternal effect phenotype
FBbt:00001845PHENOTYPE	cephalopharyngeal skeleton phenotype
FBbt:00001845PHENOTYPE	cephalopharyngeal skeleton | P-stage phenotype
FBbt:00001845PHENOTYPE	cephalopharyngeal skeleton | anterior | germline clone phenotype
FBbt:00001845PHENOTYPE	cephalopharyngeal skeleton | maternal effect | somatic clone phenotype
FBbt:00001846PHENOTYPE	mouth hooks | larval stage phenotype
FBbt:00001846PHENOTYPE	mouth hooks | ectopic | embryonic stage phenotype
FBbt:00001846PHENOTYPE	mouth hooks | supernumerary phenotype
FBbt:00001846PHENOTYPE	mouth hooks | germline clone phenotype
FBbt:00001846PHENOTYPE	mouth hooks | third instar larval stage phenotype
FBbt:00001846PHENOTYPE	mouth hooks | maternal effect phenotype
FBbt:00001846PHENOTYPE	mouth hooks phenotype
FBbt:00001846PHENOTYPE	mouth hooks | posterior phenotype
FBbt:00001846PHENOTYPE	mouth hooks | ectopic phenotype
FBbt:00001846PHENOTYPE	mouth hooks | first instar larval stage phenotype
FBbt:00001847PHENOTYPE	dental sclerite phenotype
FBbt:00001848PHENOTYPE	epipharyngeal sclerite phenotype
FBbt:00001849PHENOTYPE	hypostomal sclerite | maternal effect phenotype
FBbt:00001849PHENOTYPE	hypostomal sclerite phenotype
FBbt:00001849PHENOTYPE	hypostomal sclerite | germline clone phenotype
FBbt:00001851PHENOTYPE	lateral process | germline clone phenotype
FBbt:00001851PHENOTYPE	lateral process phenotype
FBbt:00001851PHENOTYPE	lateral process | embryonic stage phenotype
FBbt:00001851PHENOTYPE	lateral process | maternal effect phenotype
FBbt:00001851PHENOTYPE	lateral process | anterior phenotype
FBbt:00001851PHENOTYPE	lateral process | larval stage phenotype
FBbt:00001854PHENOTYPE	vertical bridge | anterior phenotype
FBbt:00001854PHENOTYPE	vertical bridge phenotype
FBbt:00001855PHENOTYPE	dorsal bridge phenotype
FBbt:00001855PHENOTYPE	dorsal bridge | maternal effect phenotype
FBbt:00001860PHENOTYPE	dorsal fold phenotype
FBbt:00001860PHENOTYPE	dorsal fold | maternal effect phenotype
FBbt:00001861PHENOTYPE	median tooth phenotype
FBbt:00001861PHENOTYPE	median tooth | ectopic phenotype
FBbt:00001862PHENOTYPE	embryonic/larval foregut | maternal effect phenotype
FBbt:00001862PHENOTYPE	embryonic/larval foregut | embryonic stage phenotype
FBbt:00001862PHENOTYPE	embryonic/larval foregut phenotype
FBbt:00001863PHENOTYPE	hypopharyngeal lobe phenotype
FBbt:00001864PHENOTYPE	keyhole structure phenotype
FBbt:00001866PHENOTYPE	embryonic/larval pharynx | embryonic stage | maternal effect phenotype
FBbt:00001866PHENOTYPE	embryonic/larval pharynx | ventral phenotype
FBbt:00001866PHENOTYPE	embryonic/larval pharynx | ectopic phenotype
FBbt:00001866PHENOTYPE	embryonic/larval pharynx | embryonic stage phenotype
FBbt:00001866PHENOTYPE	embryonic/larval pharynx phenotype
FBbt:00001867PHENOTYPE	pharyngeal bars | embryonic stage phenotype
FBbt:00001870PHENOTYPE	embryonic/larval esophagus | embryonic stage phenotype
FBbt:00001870PHENOTYPE	embryonic/larval esophagus | prepupal stage phenotype
FBbt:00001871PHENOTYPE	embryonic/larval proventriculus | P-stage phenotype
FBbt:00001871PHENOTYPE	embryonic/larval proventriculus | prepupal stage phenotype
FBbt:00001871PHENOTYPE	embryonic/larval proventriculus | embryonic stage phenotype
FBbt:00001871PHENOTYPE	embryonic/larval proventriculus phenotype
FBbt:00001878PHENOTYPE	embryonic/larval salivary gland | P-stage phenotype
FBbt:00001878PHENOTYPE	embryonic/larval salivary gland | larval stage phenotype
FBbt:00001878PHENOTYPE	embryonic/larval salivary gland | pupal stage phenotype
FBbt:00001878PHENOTYPE	embryonic/larval salivary gland | somatic clone phenotype
FBbt:00001878PHENOTYPE	embryonic/larval salivary gland | ectopic phenotype
FBbt:00001878PHENOTYPE	embryonic/larval salivary gland | embryonic stage phenotype
FBbt:00001878PHENOTYPE	embryonic/larval salivary gland | ectopic | embryonic stage phenotype
FBbt:00001878PHENOTYPE	embryonic/larval salivary gland | embryonic stage 14 phenotype
FBbt:00001878PHENOTYPE	embryonic/larval salivary gland | third instar larval stage phenotype
FBbt:00001878PHENOTYPE	embryonic/larval salivary gland | embryonic stage 17 phenotype
FBbt:00001878PHENOTYPE	embryonic/larval salivary gland | embryonic stage | maternal effect phenotype
FBbt:00001878PHENOTYPE	embryonic/larval salivary gland | supernumerary phenotype
FBbt:00001878PHENOTYPE	embryonic/larval salivary gland phenotype
FBbt:00001878PHENOTYPE	embryonic/larval salivary gland | embryonic stage 15 phenotype
FBbt:00001880PHENOTYPE	embryonic/larval salivary gland duct phenotype
FBbt:00001880PHENOTYPE	embryonic/larval salivary gland duct | embryonic stage phenotype
FBbt:00001881PHENOTYPE	embryonic/larval salivary gland common duct | embryonic stage phenotype
FBbt:00001882PHENOTYPE	embryonic/larval midgut | first instar larval stage phenotype
FBbt:00001882PHENOTYPE	embryonic/larval midgut | embryonic stage | posterior phenotype
FBbt:00001882PHENOTYPE	embryonic/larval midgut | embryonic stage phenotype
FBbt:00001882PHENOTYPE	embryonic/larval midgut | anterior | embryonic stage phenotype
FBbt:00001882PHENOTYPE	embryonic/larval midgut | P-stage phenotype
FBbt:00001882PHENOTYPE	embryonic/larval midgut | posterior phenotype
FBbt:00001882PHENOTYPE	embryonic/larval midgut | embryonic stage | germline clone phenotype
FBbt:00001882PHENOTYPE	embryonic/larval midgut | prepupal stage phenotype
FBbt:00001882PHENOTYPE	embryonic/larval midgut phenotype
FBbt:00001882PHENOTYPE	embryonic/larval midgut | late third instar larval stage | somatic clone phenotype
FBbt:00001882PHENOTYPE	embryonic/larval midgut | germline clone phenotype
FBbt:00001882PHENOTYPE	embryonic/larval midgut | third instar larval stage phenotype
FBbt:00001882PHENOTYPE	embryonic/larval midgut | anterior phenotype
FBbt:00001882PHENOTYPE	embryonic/larval midgut | embryonic stage | maternal effect phenotype
FBbt:00001882PHENOTYPE	embryonic/larval midgut | late third instar larval stage phenotype
FBbt:00001883PHENOTYPE	anterior embryonic/larval midgut | embryonic stage 17 | male limited phenotype
FBbt:00001883PHENOTYPE	anterior embryonic/larval midgut | embryonic stage 15 | male limited phenotype
FBbt:00001883PHENOTYPE	anterior embryonic/larval midgut | embryonic stage 16 | male limited phenotype
FBbt:00001883PHENOTYPE	anterior embryonic/larval midgut | embryonic stage phenotype
FBbt:00001883PHENOTYPE	anterior embryonic/larval midgut | embryonic stage 16 phenotype
FBbt:00001883PHENOTYPE	anterior embryonic/larval midgut | embryonic stage 15 phenotype
FBbt:00001883PHENOTYPE	anterior embryonic/larval midgut phenotype
FBbt:00001883PHENOTYPE	anterior embryonic/larval midgut | embryonic stage 17 phenotype
FBbt:00001884PHENOTYPE	mid embryonic/larval midgut | embryonic stage phenotype
FBbt:00001885PHENOTYPE	posterior embryonic/larval midgut phenotype
FBbt:00001885PHENOTYPE	posterior embryonic/larval midgut | embryonic stage phenotype
FBbt:00001887PHENOTYPE	embryonic/larval cuprophilic cell phenotype
FBbt:00001891PHENOTYPE	embryonic/larval hindgut | larval stage | posterior phenotype
FBbt:00001891PHENOTYPE	embryonic/larval hindgut phenotype
FBbt:00001891PHENOTYPE	embryonic/larval hindgut | embryonic stage phenotype
FBbt:00001891PHENOTYPE	embryonic/larval hindgut | embryonic stage 14 phenotype
FBbt:00001891PHENOTYPE	embryonic/larval hindgut | embryonic stage 16 phenotype
FBbt:00001891PHENOTYPE	embryonic/larval hindgut | maternal effect phenotype
FBbt:00001893PHENOTYPE	embryonic/larval anus | embryonic stage phenotype
FBbt:00001894PHENOTYPE	embryonic/larval anal pad | larval stage phenotype
FBbt:00001894PHENOTYPE	embryonic/larval anal pad phenotype
FBbt:00001895PHENOTYPE	anal slit phenotype
FBbt:00001896PHENOTYPE	embryonic/larval Malpighian tubule phenotype
FBbt:00001896PHENOTYPE	embryonic/larval Malpighian tubule | somatic clone phenotype
FBbt:00001896PHENOTYPE	embryonic/larval Malpighian tubule | larval stage phenotype
FBbt:00001897PHENOTYPE	embryonic/larval posterior Malpighian tubule phenotype
FBbt:00001898PHENOTYPE	embryonic/larval anterior Malpighian tubule phenotype
FBbt:00001903PHENOTYPE	embryonic/larval ureter phenotype
FBbt:00001907PHENOTYPE	embryonic/larval Malpighian tubule Type II cell phenotype
FBbt:00001909PHENOTYPE	yellow body phenotype
FBbt:00001911PHENOTYPE	embryonic/larval nervous system phenotype
FBbt:00001911PHENOTYPE	embryonic/larval nervous system | somatic clone phenotype
FBbt:00001911PHENOTYPE	embryonic/larval nervous system | second instar larval stage phenotype
FBbt:00001912PHENOTYPE	larval neuromere | embryonic stage phenotype
FBbt:00001912PHENOTYPE	larval neuromere | P-stage phenotype
FBbt:00001912PHENOTYPE	larval neuromere | somatic clone phenotype
FBbt:00001913PHENOTYPE	larval LN period neuron phenotype
FBbt:00001919PHENOTYPE	embryonic/larval central nervous system | germline clone phenotype
FBbt:00001919PHENOTYPE	embryonic/larval central nervous system | larval stage phenotype
FBbt:00001919PHENOTYPE	embryonic/larval central nervous system phenotype
FBbt:00001920PHENOTYPE	embryonic/larval brain | late embryonic stage phenotype
FBbt:00001920PHENOTYPE	embryonic/larval brain | larval stage | ventral phenotype
FBbt:00001920PHENOTYPE	embryonic/larval brain | embryonic stage phenotype
FBbt:00001920PHENOTYPE	embryonic/larval brain | wandering third instar larval stage phenotype
FBbt:00001920PHENOTYPE	embryonic/larval brain | maternal effect phenotype
FBbt:00001920PHENOTYPE	embryonic/larval brain | cell autonomous | somatic clone phenotype
FBbt:00001920PHENOTYPE	embryonic/larval brain | embryonic stage | germline clone | maternal effect phenotype
FBbt:00001920PHENOTYPE	embryonic/larval brain | larval stage phenotype
FBbt:00001920PHENOTYPE	embryonic/larval brain | late third instar larval stage phenotype
FBbt:00001920PHENOTYPE	embryonic/larval brain | female phenotype
FBbt:00001920PHENOTYPE	embryonic/larval brain | somatic clone | third instar larval stage phenotype
FBbt:00001920PHENOTYPE	embryonic/larval brain phenotype
