FlyBase:FBal0239930	Vrp1[DeltaWH2-2.Scer\UAS]
FlyBase:FBal0239931	Vrp1[DeltaWH2-1.2.Scer\UAS]
FlyBase:FBal0239932	Vrp1[K49Q.Scer\UAS]
FlyBase:FBal0239933	Vrp1[DeltaWBD.Scer\UAS]
FlyBase:FBal0239936	Antp[AAAA.Scer\UAS]
FlyBase:FBal0239938	bip2[3]
FlyBase:FBal0239939	bip2[4]
FlyBase:FBal0239940	Rpb4[d189]
FlyBase:FBal0239941	Ada2b[3412]
FlyBase:FBal0239942	Ada2b[d842]
FlyBase:FBal0239943	Ada2b[d272]
FlyBase:FBal0239944	Ada2b[d52]
FlyBase:FBal0239945	Ada2b[1.Scer\UAS]
FlyBase:FBal0239946	Ada2b[2.Scer\UAS]
FlyBase:FBal0239947	Ada2b[+tPa]
FlyBase:FBal0239950	Traf4[dsRNA.Scer\UAS]
FlyBase:FBal0239951	Traf6[dsRNA.Scer\UAS]
FlyBase:FBal0239955	Eb1[B13]
FlyBase:FBal0239956	fon[Scer\UAS.T:Avic\GFP-EGFP]
FlyBase:FBal0239957	fon[NIG.cUa]
FlyBase:FBal0239958	Eig71Ee[NIG.7604R]
FlyBase:FBal0239959	Tg[NIG.7356R]
FlyBase:FBal0240011	grim[MB10379]
FlyBase:FBal0240039	WDR79[MB10832]
FlyBase:FBal0240054	ppk12[MB11059]
FlyBase:FBal0240072	asp[MB11367]
FlyBase:FBal0240073	kek4[MB11415]
FlyBase:FBal0240102	Sulf1[MB11661]
FlyBase:FBal0240111	PGAP5[MB11752]
FlyBase:FBal0240121	fon[MB11923]
FlyBase:FBal0240155	Galphas[dsRNA.Scer\UAS]
FlyBase:FBal0240157	Miro[Scer\UAS.T:Hsap\MYC]
FlyBase:FBal0240158	Csk[dsRNA.Scer\UAS]
FlyBase:FBal0240160	bsk[VDRC.cUa]
FlyBase:FBal0240161	Ilp2[VDRC.cUa]
FlyBase:FBal0240162	Ilp2[Scer\UAS.cBa]
FlyBase:FBal0240164	AdoR[Scer\UAS.cDa]
FlyBase:FBal0240167	defl[P]
FlyBase:FBal0240168	defl[Z]
FlyBase:FBal0240169	defl[L]
FlyBase:FBal0240170	defl[unspecified]
FlyBase:FBal0240171	defl[Scer\UAS.cRa]
FlyBase:FBal0240177	spoon[1]
FlyBase:FBal0240178	scny[EY00858]
FlyBase:FBal0240179	scny[GS7353]
FlyBase:FBal0240180	scny[GS13668]
FlyBase:FBal0240181	scny[GS13655]
FlyBase:FBal0240182	scny[roo]
FlyBase:FBal0240185	scny[D.Scer\UAS]
FlyBase:FBal0240186	scny[C.Scer\UAS]
FlyBase:FBal0240187	scny[D.GMR]
FlyBase:FBal0240188	Diap1[miRNA.GMR]
FlyBase:FBal0240193	norpA[dsRNA.cHa.Scer\UAS]
FlyBase:FBal0240194	norpA[Scer\UAS.T:Disc\RFP]
FlyBase:FBal0240195	Dg[R1]
FlyBase:FBal0240196	Dg[Scer\UAS.cTa]
FlyBase:FBal0240197	Dg[dsRNA.cTa.Scer\UAS]
FlyBase:FBal0240198	nej[Y2160A.Scer\UAS.T:SV5\V5]
FlyBase:FBal0240199	Dlip3[C00008]
FlyBase:FBal0240200	Dlip3[1]
FlyBase:FBal0240201	Dlip3[1J2]
FlyBase:FBal0240202	Dlip3[R40H]
FlyBase:FBal0240203	Dlip3[H50P]
FlyBase:FBal0240204	Dlip3[T97M]
FlyBase:FBal0240205	Dlip3[K126M]
FlyBase:FBal0240208	Socs36E[Scer\UAS.cRa]
FlyBase:FBal0240209	Socs44A[Scer\UAS.cRa]
FlyBase:FBal0240210	sgl[BG01214]
FlyBase:FBal0240211	san[3]
FlyBase:FBal0240212	san[4]
FlyBase:FBal0240213	Pegarn[EP3348]
FlyBase:FBal0240214	salt[Scer\UAS.T:Avic\GFP-Venus]
FlyBase:FBal0240215	salt[dsRNA.WIZ.Scer\UAS]
FlyBase:FBal0240222	cry[OUT]
FlyBase:FBal0240224	lola[L.Scer\UAS]
FlyBase:FBal0240231	tau[HM05101]
FlyBase:FBal0240234	ND-42[HM05104]
FlyBase:FBal0240240	Su(H)[HM05110]
FlyBase:FBal0240244	gcm2[HM05115]
FlyBase:FBal0240246	Chmp1[HM05117]
FlyBase:FBal0240248	alien[HM05119]
FlyBase:FBal0240258	Caf1-180[HM05129]
FlyBase:FBal0240270	FASN1[HM05141]
FlyBase:FBal0240279	wdb[HM05150]
FlyBase:FBal0240283	Rel[HM05154]
FlyBase:FBal0240288	LIMK1[HM05159]
FlyBase:FBal0240291	unc-104[HM05162]
FlyBase:FBal0240314	SkpA[HM05185]
FlyBase:FBal0240317	Hand[HM05188]
FlyBase:FBal0240320	w[JF01545]
FlyBase:FBal0240324	ci[JF01715]
FlyBase:FBal0240325	Rac1[JF02813]
FlyBase:FBal0240329	Atg8a[JF02895]
FlyBase:FBal0240332	hpo[unspecified]
FlyBase:FBal0240338	shf[P1]
FlyBase:FBal0240339	shf[Scer\UAS.cGb]
FlyBase:FBal0240341	shf[deltaWIF.Scer\UAS]
FlyBase:FBal0240342	shf[deltaEGF.Scer\UAS]
FlyBase:FBal0240344	shf[x33]
FlyBase:FBal0240346	ASPP[8]
FlyBase:FBal0240348	CG15561[ctrl]
FlyBase:FBal0240349	Acf[5]
FlyBase:FBal0240353	Socs36E[34-120y+]
FlyBase:FBal0240354	Socs36E[34-120y-]
FlyBase:FBal0240355	Socs36E[EY11]
FlyBase:FBal0240357	tral[1Delta1]
FlyBase:FBal0240358	VhaAC39-1[FZ29]
FlyBase:FBal0240360	Rbcn-3B[FK39]
FlyBase:FBal0240367	Rbcn-3B[Scer\UAS.P\T.T:Ivir\HA1]
FlyBase:FBal0240371	shi[FL54]
FlyBase:FBal0240375	Crag[CJ101]
FlyBase:FBal0240376	Crag[GG43]
FlyBase:FBal0240377	Crag[CB188]
FlyBase:FBal0240378	Crag[CZ085]
FlyBase:FBal0240379	Crag[unspecified]
FlyBase:FBal0240380	tadr[1]
FlyBase:FBal0240381	tadr[hs.PN]
FlyBase:FBal0240382	Miro[Sd32]
FlyBase:FBal0240383	TrpA1[1]
FlyBase:FBal0240384	TrpA1[Scer\UAS.cKb]
FlyBase:FBal0240385	wtrw[1]
FlyBase:FBal0240386	Trpgamma[1]
FlyBase:FBal0240387	norpA[Scer\UAS.ckb]
FlyBase:FBal0240389	pim[kena.Scer\UAS.T:Hsap\MYC]
FlyBase:FBal0240391	pim[g]
FlyBase:FBal0240393	pim[kenadba.g]
FlyBase:FBal0240395	pim[kenadba.g.T:Hsap\MYC]
FlyBase:FBal0240396	hbs[dsRNA.Scer\UAS.cBa]
FlyBase:FBal0240397	rst[dsRNA.Scer\UAS.cBa]
FlyBase:FBal0240398	tkv[dsRNA.IR1.Scer\UAS]
FlyBase:FBal0240399	tkv[dsRNA.IR2.Scer\UAS]
FlyBase:FBal0240402	nkd[DeltaUpE]
FlyBase:FBal0240403	nkd[DeltaIntE]
FlyBase:FBal0240410	Hipk[2]
FlyBase:FBal0240411	Hipk[3]
FlyBase:FBal0240412	Hipk[4]
FlyBase:FBal0240413	Hipk[Scer\UAS.T:Ivir\HA1]
FlyBase:FBal0240414	Hipk[unspecified]
FlyBase:FBal0240416	gro[AA.cLa.Scer\UAS]
FlyBase:FBal0240417	gro[EE.cLa.Scer\UAS]
FlyBase:FBal0240418	eyg[Scer\UAS.cUa]
FlyBase:FBal0240419	Cad74A[38A]
FlyBase:FBal0240422	edl[Scer\UAS.cDa]
FlyBase:FBal0240424	Mt2[149]
FlyBase:FBal0240425	Mt2[105]
FlyBase:FBal0240426	Hmt4-20[SP]
FlyBase:FBal0240427	egg[1430]
FlyBase:FBal0240428	vari[Scer\UAS.cMa]
FlyBase:FBal0240429	vari[GE13049]
FlyBase:FBal0240430	vari[B4]
FlyBase:FBal0240431	vari[K4]
FlyBase:FBal0240432	vari[L4]
FlyBase:FBal0240433	vari[B5]
FlyBase:FBal0240434	vari[48EP]
FlyBase:FBal0240435	vari[34P]
FlyBase:FBal0240438	aux[L78H]
FlyBase:FBal0240439	aux[F956X]
FlyBase:FBal0240440	aux[G257E]
FlyBase:FBal0240441	aux[S214X]
FlyBase:FBal0240442	aux[W254X]
FlyBase:FBal0240443	aux[FL.Scer\UAS.T:Disc\RFP-mRFP]
FlyBase:FBal0240445	aux[CJ.Scer\UAS.T:Disc\RFP-mRFP]
FlyBase:FBal0240446	aux[DeltaJ.Scer\UAS.T:Disc\RFP-mRFP]
FlyBase:FBal0240447	aux[DeltaC.Scer\UAS.T:Disc\RFP-mRFP]
FlyBase:FBal0240448	FK506-bp1[Scer\UAS.cJa]
FlyBase:FBal0240449	FK506-bp1[exA3]
FlyBase:FBal0240453	HtrA2[GMR.PK]
FlyBase:FBal0240454	HtrA2[DeltaPDZ.GMR]
FlyBase:FBal0240458	TER94[Scer\UAS.cHa]
FlyBase:FBal0240459	loqs[PA.T:Hsap\MYC]
FlyBase:FBal0240460	loqs[PB.T:Hsap\MYC]
FlyBase:FBal0240461	loqs[PB.Scer\UAS.P\T.T:Hsap\MYC]
FlyBase:FBal0240462	Sas-6[Ubi.P.T:Avic\GFP]
FlyBase:FBal0240463	Sas-6[Scer\UAS.P\T.T:Avic\GFP]
FlyBase:FBal0240464	Sas-4[Ubi.P.T:Avic\GFP]
FlyBase:FBal0240465	Sas-4[Scer\UAS.P\T.T:Avic\GFP]
FlyBase:FBal0240466	SAK[Ubi.P.T:Avic\GFP]
FlyBase:FBal0240467	SAK[Scer\UAS.P\T.T:Avic\GFP]
FlyBase:FBal0240470	spd-2[z3-5711]
FlyBase:FBal0240471	spd-2[z3-3316]
FlyBase:FBal0240482	PlexB[Scer\UAS.T:Hsap\MYC]
FlyBase:FBal0240483	ci[mutNLS.Scer\UAS]
FlyBase:FBal0240484	ci[Scer\UAS.T:SV40\nls-largeT]
FlyBase:FBal0240486	spd-2[G20143]
FlyBase:FBal0240488	Gprk2[pj1]
FlyBase:FBal0240489	Gprk2[Scer\UAS.cTa]
FlyBase:FBal0240490	let-7[KO.C]
FlyBase:FBal0240491	let-7[Scer\UAS.cCa]
FlyBase:FBal0240493	mir-125[KO.C]
FlyBase:FBal0240494	mir-125[Scer\UAS.cCa]
FlyBase:FBal0240495	psd[MF56]
FlyBase:FBal0240496	psd[MF104]
FlyBase:FBal0240497	psd[dsRNA.Scer\UAS]
FlyBase:FBal0240498	awd[dsRNA.hs]
FlyBase:FBal0240499	awd[dsRNA.Scer\UAS]
FlyBase:FBal0240500	awd[H119A.hs]
FlyBase:FBal0240501	pasha[KO]
FlyBase:FBal0240504	Obp57e[KO]
FlyBase:FBal0240509	Obp57d[KO]
FlyBase:FBal0240518	mtrm[T40A.Scer\UAS.P\T]
FlyBase:FBal0240519	mtrm[S124A.Scer\UAS.P\T]
FlyBase:FBal0240520	mtrm[T40A.S124A.Scer\UAS.P\T]
FlyBase:FBal0240521	Best1[EP3668]
FlyBase:FBal0240522	Best1[5-SZ-3924]
FlyBase:FBal0240523	Best1[EY08208]
FlyBase:FBal0240524	CG7102[KG00625]
FlyBase:FBal0240525	Sec6[EY10058]
FlyBase:FBal0240526	capt[Scer\UAS.T:Disc\RFP-mCherry]
FlyBase:FBal0240528	Myo61F[920]
FlyBase:FBal0240529	Myo61F[+t5.7]
FlyBase:FBal0240531	ND-ACP[Ubi.PH]
FlyBase:FBal0240533	vg[Scer\UAS.cKa]
FlyBase:FBal0240534	Rho1[dsRNA.1.Scer\UAS]
FlyBase:FBal0240536	Cdc42[dsRNA.Scer\UAS]
FlyBase:FBal0240538	magu[PdL]
FlyBase:FBal0240539	magu[Tn10\tetO.cLa]
FlyBase:FBal0240540	hebe[PdL]
FlyBase:FBal0240541	hebe[Tn10\tetO.cLa]
FlyBase:FBal0240542	RhoGAP18B[1]
FlyBase:FBal0240543	RhoGAP18B[2]
FlyBase:FBal0240544	RhoGAP18B[3]
FlyBase:FBal0240545	RhoGAP18B[4]
FlyBase:FBal0240546	RhoGAP18B[5]
FlyBase:FBal0240547	RhoGAP18B[6]
FlyBase:FBal0240548	RhoGAP18B[RA.Scer\UAS]
FlyBase:FBal0240549	RhoGAP18B[RC.Scer\UAS]
FlyBase:FBal0240550	RhoGAP18B[dsRNA.RA]
FlyBase:FBal0240551	RhoGAP18B[DeltaRC]
FlyBase:FBal0240552	Rho1[CA.Scer\UAS]
FlyBase:FBal0240553	Rac1[DN.Scer\UAS]
FlyBase:FBal0240554	Rac1[CA.Scer\UAS]
FlyBase:FBal0240555	Cdc42[CA.Scer\UAS]
FlyBase:FBal0240556	Cdc42[DN.Scer\UAS]
FlyBase:FBal0240563	Pi3K92E[B]
FlyBase:FBal0240564	Pi3K92E[Scer\UAS.cWa]
FlyBase:FBal0240566	Vml[EY21650]
FlyBase:FBal0240569	sd[Scer\UAS.T:Zzzz\FLAG]
FlyBase:FBal0240570	vg[Scer\UAS.T:Ivir\HA1]
FlyBase:FBal0240572	Mef2[Scer\UAS.T:Hsap\MYC]
FlyBase:FBal0240575	Alk[f01491]
FlyBase:FBal0240587	Vps33B[Scer\UAS.T:Hsap\MYC]
FlyBase:FBal0240588	eIF-5A[Scer\UAS.cPa]
FlyBase:FBal0240589	nero[1]
FlyBase:FBal0240590	nero[2]
FlyBase:FBal0240592	nero[Scer\UAS.cPa]
FlyBase:FBal0240594	CG1910[K48]
FlyBase:FBal0240600	modSP[Scer\UAS.cBa]
FlyBase:FBal0240603	modSP[1]
FlyBase:FBal0240604	modSP[2]
FlyBase:FBal0240606	grass[Herrade]
FlyBase:FBal0240608	dlg1[A40.2]
FlyBase:FBal0240609	dlg1[S97-138]
FlyBase:FBal0240610	dlg1[S97-5]
FlyBase:FBal0240611	dlg1[S97-rev150]
FlyBase:FBal0240613	Cbl[L.Scer\UAS]
FlyBase:FBal0240614	Cbl[S.Scer\UAS]
FlyBase:FBal0240615	Cbl[L.Hsp83]
FlyBase:FBal0240616	Cbl[S.Hsp83]
FlyBase:FBal0240631	coil[199]
FlyBase:FBal0240632	coil[203]
FlyBase:FBal0240634	Cep135[f01951]
FlyBase:FBal0240636	Scm[D324A.hs]
FlyBase:FBal0240637	Scm[DeltaMBT.hs]
FlyBase:FBal0240638	POSH[74]
FlyBase:FBal0240640	adp[+t3.6]
FlyBase:FBal0240641	adp[Scer\UAS.cHa]
FlyBase:FBal0240642	Hph[1]
FlyBase:FBal0240643	Hph[9]
FlyBase:FBal0240644	Hph[64]
FlyBase:FBal0240645	mre11[58S]
FlyBase:FBal0240649	nbs[2K]
FlyBase:FBal0240650	Hnf4[Delta17]
FlyBase:FBal0240651	Hnf4[Delta33]
FlyBase:FBal0240652	Hnf4[hs.Act]
FlyBase:FBal0240653	Hnf4[Scer\UAS.cPa]
FlyBase:FBal0240657	shot[LA-DeltaPlakin.Scer\UAS.T:Avic\GFP]
FlyBase:FBal0240658	sxc[02637]
FlyBase:FBal0240659	sxc[Scer\UAS.cSa]
FlyBase:FBal0240660	sxc[dsRNA.Sym.Scer\UAS]
FlyBase:FBal0240661	sxc[a.Sym.Scer\UAS]
FlyBase:FBal0240663	PPO1[Scer\UAS.cNa]
FlyBase:FBal0240664	PPO2[Scer\UAS.cNa]
FlyBase:FBal0240665	PPO3[Scer\UAS.cNa]
FlyBase:FBal0240666	PPO3[dsRNA.Scer\UAS]
FlyBase:FBal0240669	lic[dsRNA.Scer\UAS]
FlyBase:FBal0240670	Atf-2[dsRNA.Scer\UAS]
FlyBase:FBal0240672	ec[PlacZ]
FlyBase:FBal0240677	ec[miRNA.SF1.GMR]
FlyBase:FBal0240678	ec[miRNA.SF2.GMR]
FlyBase:FBal0240679	ec[miRNA.CG2904.GMR]
FlyBase:FBal0240680	ec[SF1.GMR]
FlyBase:FBal0240683	ec[EPDelta4]
FlyBase:FBal0240684	ec[Delta9]
FlyBase:FBal0240686	ec[3c3]
FlyBase:FBal0240687	ec[miRNA.Scer\UAS]
FlyBase:FBal0240688	Drice[GMR.PU]
FlyBase:FBal0240689	BcDNA:RH68894[GMR.PC]
FlyBase:FBal0240691	Debcl[Scer\UAS.cUa]
FlyBase:FBal0240692	rpr[GMR.PU]
FlyBase:FBal0240693	hid[GMR.PU]
FlyBase:FBal0240694	Diap1[dsRNA.GMR]
FlyBase:FBal0240695	Stim[dsRNA.cEa.Scer\UAS]
FlyBase:FBal0240696	Stim[Scer\UAS.cEa]
FlyBase:FBal0240697	N[TN.DeltaBRV.Scer\UAS]
FlyBase:FBal0240715	msl-3[tub.T:Avic\GFP-EGFP]
FlyBase:FBal0240716	msl-3[hs.T:Avic\GFP-EGFP]
FlyBase:FBal0240717	msl-3[DeltaCBD.hs.T:Avic\GFP-EGFP]
FlyBase:FBal0240718	msl-3[F56A.tub.T:Avic\GFP-EGFP]
FlyBase:FBal0240719	msl-3[DeltaPOLAR.hs.T:Avic\GFP-EGFP]
FlyBase:FBal0240720	msl-3[K116G.tub.T:Zzzz\FLAG]
FlyBase:FBal0240724	Pld[Scer\UAS.cLa]
FlyBase:FBal0240725	stj[1]
FlyBase:FBal0240726	stj[2]
FlyBase:FBal0240727	stj[3]
FlyBase:FBal0240728	stj[+t28.6]
FlyBase:FBal0240731	asun[Scer\UAS.P\T.T:Hsap\MYC]
FlyBase:FBal0240733	asun[betaTub85D.T:Disc\RFP-mCherry]
FlyBase:FBal0240735	Atf-2[dsRNA.Scer\UAS.cOa]
FlyBase:FBal0240736	Atf-2[+t13.6]
FlyBase:FBal0240737	Naam[Scer\UAS.T:SV5\V5]
FlyBase:FBal0240738	NT1[fl.Scer\UAS.T:Avic\GFP-EGFP]
FlyBase:FBal0240739	NT1[Pro.Scer\UAS]
FlyBase:FBal0240740	NT1[Cysknot.Scer\UAS]
FlyBase:FBal0240741	NT1[Cterm.Scer\UAS]
FlyBase:FBal0240742	NT1[41]
FlyBase:FBal0240743	NT1[55]
FlyBase:FBal0240745	NT1[dsRNA.pro.Scer\UAS]
FlyBase:FBal0240746	NT1[dsRNA.CK.Scer\UAS]
FlyBase:FBal0240747	NT1[dsRNA.pwCK.Scer\UAS]
FlyBase:FBal0240748	spz5[Cys.Scer\UAS]
FlyBase:FBal0240749	olf186-F[Scer\UAS.cZa]
FlyBase:FBal0240752	bam[hs.T:Ivir\HA1]
FlyBase:FBal0240753	bgcn[bgcnP.T:Avic\GFP]
FlyBase:FBal0240755	Or67d[Z5499]
FlyBase:FBal0240756	Snmp1[Z0429]
FlyBase:FBal0240757	Snmp1[Or67d.PJ]
FlyBase:FBal0240758	Snmp1[lush.PJ]
FlyBase:FBal0240759	Orco[Z4506]
FlyBase:FBal0240760	Orco[Z0061]
FlyBase:FBal0240761	vainsB[1]
FlyBase:FBal0240762	vainsE[1]
FlyBase:FBal0240763	sphinx[720RW]
FlyBase:FBal0240768	Diap1[alphaTub84B.WT]
FlyBase:FBal0240769	Diap1[D20A.alphaTub84B]
FlyBase:FBal0240770	Diap1[C406Y.alphaTub84B]
FlyBase:FBal0240772	Diap1[N.21-438.alphaTub84B]
FlyBase:FBal0240773	Diap1[N21M.21-438.alphaTub84B]
FlyBase:FBal0240774	Mlp84B[P20]
FlyBase:FBal0240775	Mlp84B[+t10.5]
FlyBase:FBal0240776	Mlp84B[T:Avic\GFP]
FlyBase:FBal0240777	Mlp84B[T:Avic\GFP,T:Ocun\nes-PKI]
FlyBase:FBal0240778	Mlp84B[T:Avic\GFP,T:SV40\nls-largeT]
FlyBase:FBal0240779	sls[g05]
FlyBase:FBal0240782	cry[dsRNA.Scer\UAS.cPa]
FlyBase:FBal0240783	Sox15[26]
FlyBase:FBal0240787	Ctr1A[25]
FlyBase:FBal0240788	Ctr1A[Scer\UAS.cTa]
FlyBase:FBal0240790	amon[dsRNA.Scer\UAS.cBa]
FlyBase:FBal0240798	FoxK[JF02827]
FlyBase:FBal0240800	BuGZ[JF02830]
FlyBase:FBal0240810	sav[JF02840]
FlyBase:FBal0240812	ds[JF02842]
FlyBase:FBal0240813	fj[JF02843]
FlyBase:FBal0240825	Cdc42[JF02855]
FlyBase:FBal0240826	tsh[JF02856]
FlyBase:FBal0240836	Dl[JF02867]
FlyBase:FBal0240842	nAChRbeta2[JF02873]
FlyBase:FBal0240847	Appl[JF02878]
FlyBase:FBal0240850	mam[JF02881]
FlyBase:FBal0240852	Amph[JF02883]
FlyBase:FBal0240859	Atg9[JF02891]
FlyBase:FBal0240864	Atg6[JF02897]
FlyBase:FBal0240865	Atg18a[JF02898]
FlyBase:FBal0240871	miple1[JF02904]
FlyBase:FBal0240903	Top1[JS]
FlyBase:FBal0240905	para[unspecified]
FlyBase:FBal0240906	p38a[dsRNA.Scer\UAS]
FlyBase:FBal0240907	sbb[14]
FlyBase:FBal0240913	cdm[DC775]
FlyBase:FBal0240914	cdm[FY561]
FlyBase:FBal0240915	cdm[164]
FlyBase:FBal0240916	cdm[177]
FlyBase:FBal0240919	cdm[T:Ivir\HA1,T:Zzzz\FLAG]
FlyBase:FBal0240920	cdm[Scer\UAS.cGa]
FlyBase:FBal0240923	Sox15[4AA]
FlyBase:FBal0240941	CTCF[y+1]
FlyBase:FBal0240942	CTCF[y+2]
FlyBase:FBal0240943	CTCF[y+6]
FlyBase:FBal0240948	ban[B90.1]
FlyBase:FBal0240952	ban[Delta.as.B.Scer\UAS]
FlyBase:FBal0240954	Arc1[Scer\UAS.cMb]
FlyBase:FBal0240955	Arc1[esm18]
FlyBase:FBal0240958	Synd[1d]
FlyBase:FBal0240959	Synd[19R]
FlyBase:FBal0240960	Synd[Scer\UAS.cKa]
FlyBase:FBal0240961	Synd[EY07010]
FlyBase:FBal0240962	Synd[DeltaEx22]
FlyBase:FBal0240975	Flo2[Scer\UAS.cHa]
FlyBase:FBal0240976	Flo1[Scer\UAS.cHa]
FlyBase:FBal0240977	Shark[dsRNA.Scer\UAS.WIZ]
FlyBase:FBal0240980	HisCl1[T1]
FlyBase:FBal0240981	HisCl1[T2]
FlyBase:FBal0240982	kay[ED6315]
FlyBase:FBal0240985	gammaCOP[5]
FlyBase:FBal0240987	gammaCOP[6]
FlyBase:FBal0240988	gammaCOP[8]
FlyBase:FBal0240989	gammaCOP[10]
FlyBase:FBal0241006	kek5[Delta1]
FlyBase:FBal0241007	kek5[fe148]
FlyBase:FBal0241013	DCTN5-p25[Z4556]
FlyBase:FBal0241014	l(2)35Fg[Z2416]
FlyBase:FBal0241015	ms(2)35Dj[Z4096]
FlyBase:FBal0241016	ms(2)35Dj[Z5373]
FlyBase:FBal0241019	Vang[DeltaPBM.cCa]
FlyBase:FBal0241020	dlg1[w55]
FlyBase:FBal0241044	BicD[A40V]
FlyBase:FBal0241045	BicD[A40V.S103A]
FlyBase:FBal0241047	BicD[A40V.S103F]
FlyBase:FBal0241048	BicD[Su66]
FlyBase:FBal0241049	cdm[unspecified]
FlyBase:FBal0241050	tal[pri-1]
FlyBase:FBal0241051	tal[pri-2]
FlyBase:FBal0241052	tal[pri-3]
FlyBase:FBal0241053	tal[ORF1.Scer\UAS]
FlyBase:FBal0241054	tal[ORF3.Scer\UAS]
FlyBase:FBal0241057	tal[1-4FS.Scer\UAS]
FlyBase:FBal0241058	pyr[c02915a]
FlyBase:FBal0241059	ths[e02026]
FlyBase:FBal0241060	Tm1[Thor-GFP]
FlyBase:FBal0241061	wupA[23437]
FlyBase:FBal0241062	wupA[Scer\UAS.L9]
FlyBase:FBal0241089	Pld[Scer\UAS.cRa]
FlyBase:FBal0241090	Pld[K1086R.Scer\UAS]
FlyBase:FBal0241091	rdgA[Scer\UAS.cRa]
FlyBase:FBal0241092	ArfGAP1[Scer\UAS.cRa]
FlyBase:FBal0241093	Arf51F[4]
FlyBase:FBal0241094	AP-2alpha[dsRNA.Scer\UAS.cUa]
FlyBase:FBal0241095	sktl[Scer\UAS.cRa]
FlyBase:FBal0241096	sktl[KD.Scer\UAS]
FlyBase:FBal0241097	htl[dsRNA.Scer\UAS.cFa]
FlyBase:FBal0241098	pyr[d06722]
FlyBase:FBal0241099	ths[Scer\UAS.cUa]
FlyBase:FBal0241100	rl[GD4697]
FlyBase:FBal0241101	sty[GD1156]
FlyBase:FBal0241102	sns[dsRNA.Scer\UAS.cWa]
FlyBase:FBal0241103	kirre[sps-1]
FlyBase:FBal0241105	Nf-YC[40]
FlyBase:FBal0241109	Nf-YC[Delta96]
FlyBase:FBal0241110	Nf-YC[m607]
FlyBase:FBal0241111	Nf-YC[6Df2]
FlyBase:FBal0241117	Rho1[Scer\UAS.T:Avic\GFP]
FlyBase:FBal0241120	RhoGEF2[Scer\UAS.cUa]
FlyBase:FBal0241126	atl[1]
FlyBase:FBal0241127	atl[+t13]
FlyBase:FBal0241128	atl[Scer\UAS.cLa]
FlyBase:FBal0241129	atl[R214C.Scer\UAS]
FlyBase:FBal0241130	atl[R192Q.Scer\UAS]
FlyBase:FBal0241132	Poxn[DeltaPBs]
FlyBase:FBal0241133	Smn[Scer\UAS.T:Zzzz\FLAG]
FlyBase:FBal0241134	Smn[X7]
FlyBase:FBal0241135	Smn[dsRNA.FL.Scer\UAS.WIZ]
FlyBase:FBal0241136	Smn[dsRNA.N.Scer\UAS.WIZ]
FlyBase:FBal0241137	Smn[dsRNA.C.Scer\UAS.WIZ]
FlyBase:FBal0241138	wit[d02492]
FlyBase:FBal0241141	mlt[e00818]
FlyBase:FBal0241142	Nhe2[1]
FlyBase:FBal0241143	Nhe2[long.Scer\UAS]
FlyBase:FBal0241144	Nhe2[short.Scer\UAS]
FlyBase:FBal0241145	Nhe2[dsRNA.Scer\UAS.WIZ]
FlyBase:FBal0241147	dsh[KR.E.2x.T:Avic\GFP]
FlyBase:FBal0241149	Dlic[1157]
FlyBase:FBal0241150	Dlic[Scer\UAS.T:Avic\GFP-EGFP]
FlyBase:FBal0241151	sw[1229]
FlyBase:FBal0241155	lft[TG2]
FlyBase:FBal0241156	lft[NIG.13139R]
FlyBase:FBal0241159	lft[3762]
FlyBase:FBal0241162	lft[3709]
FlyBase:FBal0241167	Orc6[35]
FlyBase:FBal0241168	Orc6[T:Avic\GFP]
FlyBase:FBal0241169	Orc6[+t3.3]
FlyBase:FBal0241170	Orc6[DeltaC.200.T:Avic\GFP]
FlyBase:FBal0241171	Orc6[DeltaC.220.T:Avic\GFP]
FlyBase:FBal0241172	Orc6[W228A.K229A.T:Avic\GFP]
FlyBase:FBal0241174	Spn88Ea[GS9853]
FlyBase:FBal0241175	Spn88Ea[Scer\UAS.cAa]
FlyBase:FBal0241176	Spn88Ea[Deltasig.Scer\UAS]
FlyBase:FBal0241180	Vps2[GS11024]
FlyBase:FBal0241182	Clk[DN.Scer\UAS]
FlyBase:FBal0241184	cyc[DN.Scer\UAS]
FlyBase:FBal0241185	y[Delta1A-2.w-hs.Scer\SceI.RS]
FlyBase:FBal0241186	y[Delta1A-2.w-hs]
FlyBase:FBal0241187	y[Delta1A-2.Delta1A-2'.w-hs.Scer\SceI.RS]
FlyBase:FBal0241188	y[Delta1A-2.Delta1A-2'.w-hs]
FlyBase:FBal0241196	CTCF[GE22007]
FlyBase:FBal0241197	CTCF[GE24185]
FlyBase:FBal0241198	CTCF[P30.6]
FlyBase:FBal0241199	CTCF[P35.2]
FlyBase:FBal0241200	CTCF[E5.5]
FlyBase:FBal0241201	CTCF[R10.3]
FlyBase:FBal0241202	CTCF[R15.4]
FlyBase:FBal0241203	CTCF[+t.5084]
FlyBase:FBal0241204	CTCF[Scer\UAS.T:Avic\GFP-EGFP]
FlyBase:FBal0241205	Fab-8[60.85.1]
FlyBase:FBal0241206	Exn[EY-Delta50]
FlyBase:FBal0241207	Exn[EY-Delta23]
FlyBase:FBal0241208	Exn[EY-5]
FlyBase:FBal0241209	Exn[Scer\UAS.T:Avic\GFP-EYFP]
FlyBase:FBal0241210	Exn[unspecified]
