FlyBase:FBal0284726	Abd-B[Fab-6.3]
FlyBase:FBal0284727	Abd-B[Fab-6.4+IAB5]
FlyBase:FBal0284728	Abd-B[iab-6.1]
FlyBase:FBal0284729	Abd-B[iab-6.2]
FlyBase:FBal0284730	Abd-B[iab-6.3]
FlyBase:FBal0284731	Abd-B[iab-6.4]
FlyBase:FBal0284732	Abd-B[iab-6.5]
FlyBase:FBal0284733	Abd-B[iab-6.6]
FlyBase:FBal0284734	Abd-B[iab-6.7]
FlyBase:FBal0284735	Abd-B[iab-6.8]
FlyBase:FBal0284736	Abd-B[iab-6.cocu]
FlyBase:FBal0284737	Abd-B[iab-6.Delta6]
FlyBase:FBal0284738	Abd-B[iab-6.Delta7]
FlyBase:FBal0284739	Abd-B[iab-5.6.2]
FlyBase:FBal0284740	Abd-B[iab-5.6.3]
FlyBase:FBal0284741	Abd-B[iab-5.6.4]
FlyBase:FBal0284742	br[22Y]
FlyBase:FBal0284743	82Y[82Y]
FlyBase:FBal0284744	w[93Y]
FlyBase:FBal0284745	144Y[144Y]
FlyBase:FBal0284746	161Y[161Y]
FlyBase:FBal0284747	CG10543[181Y]
FlyBase:FBal0284748	CG6330[187Y]
FlyBase:FBal0284749	Hipk[202Y]
FlyBase:FBal0284750	CG3857[227Y]
FlyBase:FBal0284751	dlg1[248Y]
FlyBase:FBal0284752	c65[c65]
FlyBase:FBal0284753	c105[c105]
FlyBase:FBal0284754	c189[c189]
FlyBase:FBal0284755	yuri[c263]
FlyBase:FBal0284756	yuri[Scer\UAS.cAa]
FlyBase:FBal0284757	c282[c282]
FlyBase:FBal0284758	esg[c287a]
FlyBase:FBal0284759	Cka[c305a]
FlyBase:FBal0284760	shep[c522]
FlyBase:FBal0284761	CG32100[c609]
FlyBase:FBal0284762	CG34353[G6]
FlyBase:FBal0284763	l(3)L1231[G8]
FlyBase:FBal0284781	PGAP3[Delta4B3]
FlyBase:FBal0284782	PGAP3[Delta3F10]
FlyBase:FBal0284785	PIG-S[LL04474]
FlyBase:FBal0284793	sv[sev.PS]
FlyBase:FBal0284794	sv[GMR.PS]
FlyBase:FBal0284806	Sh[MI07022]
FlyBase:FBal0284876	SKIP[MI08542]
FlyBase:FBal0284911	dve[E144]
FlyBase:FBal0284913	Aats-gly[team]
FlyBase:FBal0284914	Aats-gly[EX34]
FlyBase:FBal0284915	Aats-gly[Scer\UAS.T:Hsap\MYC]
FlyBase:FBal0284924	apt[13-66]
FlyBase:FBal0284925	apt[GS11714]
FlyBase:FBal0284928	trol[Scer\UAS.RG]
FlyBase:FBal0284929	trol[Scer\UAS.RD]
FlyBase:FBal0284930	PlexA[+tCa]
FlyBase:FBal0284931	Syx17[LL06330]
FlyBase:FBal0284932	Syx17[+tgen]
FlyBase:FBal0284935	bsh[1]
FlyBase:FBal0284936	bsh[2]
FlyBase:FBal0284937	bsh[Scer\UAS.PA]
FlyBase:FBal0284938	bsh[Scer\UAS.PB]
FlyBase:FBal0284939	Doa[z8]
FlyBase:FBal0284940	Doa[Scer\UAS.PS]
FlyBase:FBal0284941	Doa[Scer\UAS.PK]
FlyBase:FBal0284943	Doa[1-138.Scer\UAS.PS.T:Zzzz\FLAG]
FlyBase:FBal0284944	Doa[139-511.Scer\UAS.PS.T:Zzzz\FLAG]
FlyBase:FBal0284945	Doa[K193A.Scer\UAS.PS.T:Zzzz\FLAG]
FlyBase:FBal0284946	Doa[C275Y.Scer\UAS.PS.T:Zzzz\FLAG]
FlyBase:FBal0284952	Ptp61F[Scer\UAS.n.T:Hsap\MYC]
FlyBase:FBal0284953	Ptp61F[Delta]
FlyBase:FBal0284954	cpx[572]
FlyBase:FBal0284955	cpx[Scer\UAS.7A]
FlyBase:FBal0284956	cpx[Scer\UAS.7B]
FlyBase:FBal0284963	Kdm4A[Delta]
FlyBase:FBal0284964	Kdm4A[Scer\UAS.cCa.T:Zzzz\FLAG]
FlyBase:FBal0284968	RhoGAP100F[w46]
FlyBase:FBal0284969	RhoGAP100F[CD]
FlyBase:FBal0284970	RhoGAP100F[Scer\UAS.T:Zzzz\FLAG]
FlyBase:FBal0284971	FeCH[CD]
FlyBase:FBal0284972	lush[+tGa]
FlyBase:FBal0284973	lush[F121A.tGa]
FlyBase:FBal0284974	lush[F121W.tGa]
FlyBase:FBal0284975	lush[D118A.tGa]
FlyBase:FBal0284977	Cap-G[NM.Scer\UAS.T:Avic\GFP-EGFP]
FlyBase:FBal0284981	Cap-G[NM.Scer\UAS.P\T.T:Avic\GFP-EGFP]
FlyBase:FBal0284991	spdo[Delta100-125.Scer\UAS.T:Avic\GFP-EGFP]
FlyBase:FBal0284992	spdo[LHAAA.Scer\UAS.T:Avic\GFP-EGFP]
FlyBase:FBal0284993	spdo[DeltaNPAF.LHAAA.Scer\UAS.T:Avic\GFP-EGFP]
FlyBase:FBal0284997	Vha44[Scer\UAS.cPa]
FlyBase:FBal0284998	Vha44[Scer\UAS.T:Ivir\HA1]
FlyBase:FBal0285001	klar[SC2]
FlyBase:FBal0285003	Daxx[1]
FlyBase:FBal0285004	Daxx[2]
FlyBase:FBal0285007	Mon1[mut4]
FlyBase:FBal0285009	Mon1[Scer\UAS.cYa]
FlyBase:FBal0285010	Mon1[Scer\UAS.T:Ivir\HA1]
FlyBase:FBal0285014	dia[SY1]
FlyBase:FBal0285015	dia[SY2]
FlyBase:FBal0285016	dia[SY3]
FlyBase:FBal0285017	dia[SY4]
FlyBase:FBal0285018	dia[SY5]
FlyBase:FBal0285019	dia[SY6]
FlyBase:FBal0285020	slam[Scer\UAS.P\T.T:Avic\GFP]
FlyBase:FBal0285024	Cip4[Scer\UAS.T:Myr-Src64B]
FlyBase:FBal0285026	drpr[Scer\UAS.cFa]
FlyBase:FBal0285027	drpr[Y949F.Scer\UAS]
FlyBase:FBal0285028	drpr[Y858F.Scer\UAS]
FlyBase:FBal0285034	ovo[ovo.E10.svb]
FlyBase:FBal0285043	ovo[Dsec\ovo.E10.svb]
FlyBase:FBal0285078	w[Scer\FRT.Ee.scs.y]
FlyBase:FBal0285079	w[scs.y]
FlyBase:FBal0285080	w[Scer\FRT.Ee.y.scsR]
FlyBase:FBal0285081	w[y.scsR]
FlyBase:FBal0285082	w[Scer\FRT.Ee.scs.y.P1\loxP.scsR]
FlyBase:FBal0285083	w[scs.y.P1\loxP.scsR]
FlyBase:FBal0285084	w[Scer\FRT.Ee.scs.y.P1\loxP.scs]
FlyBase:FBal0285085	w[scs.y.P1\loxP.scs]
FlyBase:FBal0285086	w[Scer\FRT.Ee.Zx8.y.P1\loxP.Zx8]
FlyBase:FBal0285087	w[Scer\FRT.Ee.Zx8.y]
FlyBase:FBal0285088	w[Zx8.y.P1\loxP.Zx8]
FlyBase:FBal0285089	w[Zx8.y]
FlyBase:FBal0285090	w[Scer\FRT.scs.y.Scer\UAS]
FlyBase:FBal0285091	w[Scer\FRT.scs.y.P1\loxP.scsR.Scer\UAS]
FlyBase:FBal0285092	w[Scer\FRT.scsR.y.P1\loxP.scsR.Scer\UAS]
FlyBase:FBal0285093	w[Scer\FRT.Zx8.y.P1\loxP.Zx8.Scer\UAS]
FlyBase:FBal0285094	w[Scer\FRT.Ee.Wari.y.P1\loxP.WariR]
FlyBase:FBal0285095	w[Wari.y.P1\loxP.WariR]
FlyBase:FBal0285096	w[Scer\FRT.Ee.Wari.y]
FlyBase:FBal0285097	w[Scer\FRT.Ee.Wari.y.P1\loxP.Wari]
FlyBase:FBal0285098	w[Wari.y.P1\loxP.Wari]
FlyBase:FBal0285099	w[Scer\FRT.Ee.Wari.y.2]
FlyBase:FBal0285100	w[Scer\FRT.Wari.y.P1\loxP.WariR.Scer\UAS]
FlyBase:FBal0285101	w[Scer\FRT.Wari.y.P1\loxP.Wari.Scer\UAS]
FlyBase:FBal0285102	w[Scer\FRT.scs'.y.P1\loxP.scs'R.Scer\UAS]
FlyBase:FBal0285103	w[Scer\FRT.scs'.y.P1\loxP.scs'.Scer\UAS]
FlyBase:FBal0285104	w[Scer\FRT.1A2.y.P1\loxP.1A2R.Scer\UAS]
FlyBase:FBal0285105	w[Scer\FRT.1A2.y.P1\loxP.1A2.Scer\UAS]
FlyBase:FBal0285106	w[Scer\FRT.Sx4.y.P\loxP.Sx4.Scer\UAS]
FlyBase:FBal0285107	w[Scer\FRT.Zx8.y.P1\loxP.CTCF.Scer\UAS]
FlyBase:FBal0285108	w[Scer\FRT.CTCF.y.P1\loxP.Sx4.Scer\UAS]
FlyBase:FBal0285109	w[Scer\FRT.Zx8.y.P1\loxP.Sx4.Scer\UAS]
FlyBase:FBal0285110	w[Scer\FRT.CTCF.Sx4.y.P1\loxP.Sx4.CTCF.Scer\UAS]
FlyBase:FBal0285111	w[Scer\FRT.Sx4.CTCF.y.P1\loxP.CTCF.Sx4.Scer\UAS]
FlyBase:FBal0285117	p53[Scer\UAS.Dp53]
FlyBase:FBal0285118	p53[Scer\UAS.DDeltaNp53]
FlyBase:FBal0285121	tyf[DeltaC5.Scer\UAS.T:SV5\V5]
FlyBase:FBal0285122	tyf[Scer\UAS.T:Zzzz\FLAG]
FlyBase:FBal0285123	tyf[DeltaC5.Scer\UAS.T:Zzzz\FLAG]
FlyBase:FBal0285133	nompC[a1]
FlyBase:FBal0285134	nompC[a9]
FlyBase:FBal0285135	nompC[b19]
FlyBase:FBal0285136	nompC[h25]
FlyBase:FBal0285138	crb[36]
FlyBase:FBal0285139	crb[4]
FlyBase:FBal0285140	crb[TM.Scer\UAS.T:Avic\GFP]
FlyBase:FBal0285141	Hey[Scer\UAS.cMa]
FlyBase:FBal0285144	lov[38]
FlyBase:FBal0285145	lov[47]
FlyBase:FBal0285146	lov[66]
FlyBase:FBal0285147	lov[Scer\UAS.cBa]
FlyBase:FBal0285149	HP6[Scer\UAS.cIa]
FlyBase:FBal0285152	moi[Scer\UAS.cKa]
FlyBase:FBal0285153	moi[Scer\UAS.T:Zzzz\FLAG]
FlyBase:FBal0285154	Tgs1[Scer\UAS.cKa]
FlyBase:FBal0285159	lqf[7F1]
FlyBase:FBal0285160	dbo[Scer\UAS.T:Hsap\MYC]
FlyBase:FBal0285163	dbo[Delta25.1]
FlyBase:FBal0285164	yem[2]
FlyBase:FBal0285165	yem[HPF.T:Zzzz\FLAG]
FlyBase:FBal0285168	Eogt[ex10]
FlyBase:FBal0285169	Eogt[Scer\UAS.cMa]
FlyBase:FBal0285172	Nlg2[CL2]
FlyBase:FBal0285173	Nlg2[CL5]
FlyBase:FBal0285174	Nlg2[+tCH322-173I20]
FlyBase:FBal0285178	drpr[Scer\UAS.cTa]
FlyBase:FBal0285179	drpr[DeltaEN.Scer\UAS]
FlyBase:FBal0285195	CRG[Delta1877]
FlyBase:FBal0285196	CRG[Scer\UAS.T:Avic\GFP]
FlyBase:FBal0285197	pho[Scer\UAS.T:Zzzz\FLAG]
FlyBase:FBal0285201	Scm[Scer\UAS.T:Zzzz\FLAG]
FlyBase:FBal0285202	Scm[K3]
FlyBase:FBal0285203	Scm[K4]
FlyBase:FBal0285232	caz[1]
FlyBase:FBal0285233	caz[+tBID]
FlyBase:FBal0285247	meigo[1]
FlyBase:FBal0285248	meigo[del]
FlyBase:FBal0285249	Ephrin[dsRNA.shRNA.Scer\UAS]
FlyBase:FBal0285251	Ephrin[NQ.Scer\UAS.T:Hsap\MYC]
FlyBase:FBal0285252	Dscam1[Scer\UAS.cUa]
FlyBase:FBal0285253	bon[QYE]
FlyBase:FBal0285254	step[VRC]
FlyBase:FBal0285255	Hto-WP(2)NAW[NAW]
FlyBase:FBal0285256	Hto-WP(3)TRG[TRG]
FlyBase:FBal0285270	Ser[Del3.Scer\UAS]
FlyBase:FBal0285272	Ser[Del4.Scer\UAS]
FlyBase:FBal0285273	Ser[Del5.Scer\UAS]
FlyBase:FBal0285274	Ser[Del6.Scer\UAS]
FlyBase:FBal0285275	Ser[hydroDelta6.Scer\UAS]
FlyBase:FBal0285276	Ser[Del4-6.Scer\UAS.T:Disc\RFP-tdTomato]
FlyBase:FBal0285277	Ser[Del7.Scer\UAS]
FlyBase:FBal0285278	Ser[sec.Scer\UAS]
FlyBase:FBal0285279	Ser[sec.Del6.Scer\UAS]
FlyBase:FBal0285280	Ser[Nterm6.Scer\UAS.T:Disc\RFP-tdTomato]
FlyBase:FBal0285281	Ser[Nterm6Del4.Scer\UAS]
FlyBase:FBal0285282	Ser[NIR.Scer\UAS.T:Disc\RFP-tdTomato]
FlyBase:FBal0285284	stck[D303V.T:Zzzz\FLAG]
FlyBase:FBal0285285	Vhl[Scer\UAS.cAa]
FlyBase:FBal0285291	Atac2[Scer\UAS.cMa]
FlyBase:FBal0285292	Atac2[DeltaHAT.Scer\UAS.cMa]
FlyBase:FBal0285293	Atac2[DeltaPHD.Scer\UAS.cMa]
FlyBase:FBal0285294	Skp2[Scer\UAS.T:Ivir\HA1]
FlyBase:FBal0285296	dap[Scer\UAS.T:Hsap\MYC]
FlyBase:FBal0285316	Pink1[G426D.Scer\UAS.T:Ivir\HA1]
FlyBase:FBal0285317	Pink1[L464P.Scer\UAS.T:Ivir\HA1]
FlyBase:FBal0285323	cic[dsRNA.Scer\UAS.cUa]
FlyBase:FBal0285326	trol[GS7407]
FlyBase:FBal0285327	dlg1[YC5]
FlyBase:FBal0285333	mir-279[Delta1.2]
FlyBase:FBal0285334	mir-279[Delta1.9]
FlyBase:FBal0285336	Hsf[Scer\UAS.T:Avic\GFP]
FlyBase:FBal0285337	Hsf[Scer\UAS.T:Disc\RFP]
FlyBase:FBal0285341	Raf[98]
FlyBase:FBal0285345	jhamt[Scer\UAS.cBa]
FlyBase:FBal0285346	sd[Scer\UAS.T:Zzzz\FLAG,T:Uuuu\MyrPalm-MARCKS]
FlyBase:FBal0285347	sd[mNLS.Scer\UAS.T:Zzzz\FLAG]
FlyBase:FBal0285348	Ras85D[R68Q]
FlyBase:FBal0285351	tal[EPC05-660]
FlyBase:FBal0285352	tal[Scer\UAS.cPa]
FlyBase:FBal0285353	chn[EPC05-441]
FlyBase:FBal0285354	E(spl)m8-HLH[EPC05-346]
FlyBase:FBal0285355	esg[EPA02-050]
FlyBase:FBal0285356	CG10588[EPC05-439]
FlyBase:FBal0285357	dbr[EPC05-544]
FlyBase:FBal0285358	Abl[ftz.PH]
FlyBase:FBal0285359	Abl[KN.ftz]
FlyBase:FBal0285360	Abl[Scer\UAS.cHa]
FlyBase:FBal0285361	Abl[KN.Scer\UAS]
FlyBase:FBal0285362	Abl::Hsap\ABL1::Hsap\BCR[KR.Scer\UAS]
FlyBase:FBal0285364	robo2[DeltaIg1+2.Scer\UAS.T:Ivir\HA1,T:SS-wg]
FlyBase:FBal0285365	robo1::robo2[R2I1-5.Scer\UAS.T:Ivir\HA1,T:SS-wg]
FlyBase:FBal0285366	robo1::robo2[R1I1-5.Scer\UAS.T:Ivir\HA1,T:SS-wg]
FlyBase:FBal0285367	robo1::robo2[R2I1+2.Scer\UAS.T:Ivir\HA1,T:SS-wg]
FlyBase:FBal0285368	robo1::robo2[R1I1+2.Scer\UAS.T:Ivir\HA1,T:SS-wg]
FlyBase:FBal0285369	robo1::robo2[R2I1+3.Scer\UAS.T:Ivir\HA1,T:SS-wg]
FlyBase:FBal0285370	robo1::robo2[R1I1-3.Scer\UAS.T:Ivir\HA1,T:SS-wg]
FlyBase:FBal0285371	robo1::robo2[R2I3.Scer\UAS.T:Ivir\HA1,T:SS-wg]
FlyBase:FBal0285372	robo1::robo2[R2I1.Scer\UAS.T:Ivir\HA1,T:SS-wg]
FlyBase:FBal0285373	D1[Rev1B]
FlyBase:FBal0285374	D1[EP473.w-]
FlyBase:FBal0285376	jnj[R1]
FlyBase:FBal0285377	jnj[X1]
FlyBase:FBal0285378	MAGE[RZ]
FlyBase:FBal0285379	MAGE[XL]
FlyBase:FBal0285380	MAGE[+t4]
FlyBase:FBal0285381	MAGE[dsRNA.Scer\UAS.cUa]
FlyBase:FBal0285382	SMC5[GS3245]
FlyBase:FBal0285383	SMC5[GS14577]
FlyBase:FBal0285384	ddt[1]
FlyBase:FBal0285385	mei-41[dsRNA.Scer\UAS.cUa]
FlyBase:FBal0285386	tefu[dsRNA.Scer\UAS.cUa]
FlyBase:FBal0285387	spn-A[dsRNA.Scer\UAS.cUa]
FlyBase:FBal0285388	Ns3[K350N.Scer\UAS.T:Avic\GFP-YFP.Venus]
FlyBase:FBal0285393	tsl[Scer\UAS.P\T.cDa]
FlyBase:FBal0285398	ago[Delta3-7]
FlyBase:FBal0285426	eya[D493N.GR]
FlyBase:FBal0285427	eya[E728Q.GR]
FlyBase:FBal0285428	eya[NQ.GR]
FlyBase:FBal0285433	HDAC6[H237A.Scer\UAS]
FlyBase:FBal0285434	HDAC6[H664A.Scer\UAS]
FlyBase:FBal0285435	HDAC6[H237A.H664A.Scer\UAS]
FlyBase:FBal0285436	CG9186[Scer\UAS.T:Avic\GFP-EGFP]
FlyBase:FBal0285437	CG9186[S119A.Scer\UAS.T:Avic\GFP-EGFP]
FlyBase:FBal0285439	nAChRalpha7[Scer\UAS.cMa]
FlyBase:FBal0285440	nAChRalpha7[D77T.L117Q.I196P.Scer\UAS]
FlyBase:FBal0285441	nAChRalpha7[Y195T.Scer\UAS]
FlyBase:FBal0285442	nAChRalpha7[D197A.Scer\UAS]
FlyBase:FBal0285460	Galphai[Scer\UAS.cLa]
FlyBase:FBal0285461	Arfip[Scer\UAS.WT]
FlyBase:FBal0285462	Arfip[BAR.Scer\UAS.T:Ivir\HA1]
FlyBase:FBal0285464	brk[Scer\UAS.cDa]
FlyBase:FBal0285486	Mt2[cat.Ubi.T:Zzzz\FLAG]
FlyBase:FBal0285498	Hsp70Aa[GD10237]
FlyBase:FBal0285508	pyd[B12]
FlyBase:FBal0285524	Axn[alphaTub84B.T:Zzzz\FLAG]
FlyBase:FBal0285526	Axn[DeltaRGS.alphaTub84B.T:Zzzz\FLAG]
FlyBase:FBal0285528	Axn[DeltaI.alphaTub84B.T:Zzzz\FLAG]
FlyBase:FBal0285530	Axn[DeltaSgg.alphaTub84B.T:Zzzz\FLAG]
FlyBase:FBal0285532	Axn[DeltaArm.alphaTub84B.T:Zzzz\FLAG]
FlyBase:FBal0285534	Axn[DeltaPP2A.alphaTub84B.T:Zzzz\FLAG]
FlyBase:FBal0285536	Axn[DeltaDIX.alphaTub84B.T:Zzzz\FLAG]
FlyBase:FBal0285538	Axn[DeltaRGS.Arm.alphaTub84B.T:Zzzz\FLAG]
FlyBase:FBal0285540	Axn[DeltaPP2A.DIX.alphaTub84B.T:Zzzz\FLAG]
FlyBase:FBal0285542	Axn[Scer\UAS.T:Zzzz\FLAG]
FlyBase:FBal0285543	Debcl[6]
FlyBase:FBal0285544	Debcl[22]
FlyBase:FBal0285545	Debcl[23]
FlyBase:FBal0285546	Debcl[27]
FlyBase:FBal0285547	Debcl[47]
FlyBase:FBal0285548	Debcl[48]
FlyBase:FBal0285549	Debcl[59]
FlyBase:FBal0285550	Debcl[61]
FlyBase:FBal0285551	Debcl[KO-unspecified]
FlyBase:FBal0285562	Galphao[Scer\UAS.Pi]
FlyBase:FBal0285568	arx[GS12962]
FlyBase:FBal0285569	arx[EY21246]
FlyBase:FBal0285570	Cnb[e00267]
FlyBase:FBal0285571	Cnb[Scer\UAS.P\T.T:Avic\GFP-EYFP,T:PACT-Plp]
FlyBase:FBal0285582	TrpA1[Scer\UAS.(A).cKa]
FlyBase:FBal0285584	CaMKII[T306A.T307A.Scer\UAS]
FlyBase:FBal0285587	step[PH.Scer\UAS.T:Avic\GFP-VC]
FlyBase:FBal0285588	step[PH.Scer\UAS.T:Avic\GFP-VN]
FlyBase:FBal0285591	Ack[betaTub85D.FL]
FlyBase:FBal0285592	Ack[betaTub85D.FL.T:Disc\RFP-mCherry]
FlyBase:FBal0285594	Ack[DeltaS.betaTub85D.T:Disc\RFP-mCherry]
FlyBase:FBal0285595	Ack[DeltaU.betaTub85D.T:Disc\RFP-mCherry]
FlyBase:FBal0285596	Ack[DeltaSH3.betaTub85D.T:Disc\RFP-mCherry]
FlyBase:FBal0285597	Ack[K156A.betaTub85D.T:Disc\RFP-mCherry]
FlyBase:FBal0285598	Ack[CB.betaTub85D.T:Disc\RFP-mCherry]
FlyBase:FBal0285599	Ack-like[betaTub85D.FL.T:Avic\GFP]
FlyBase:FBal0285620	tsh[GE4]
FlyBase:FBal0285626	slo[M131]
FlyBase:FBal0285638	per[CRS.hs.10mut]
FlyBase:FBal0285639	per[CRS.hs.20mut]
FlyBase:FBal0285640	per[CRS.hs.31mut]
FlyBase:FBal0285641	per[CRS.hs.CACmut]
FlyBase:FBal0285642	per[CRS.hs.GTGmut]
FlyBase:FBal0285643	per[CRS.hs.47mut]
FlyBase:FBal0285644	per[CRS.hs.57mut]
FlyBase:FBal0285645	per[CRS.hs.69mut]
FlyBase:FBal0285654	Ir76b[1]
FlyBase:FBal0285655	Ir76b[2]
FlyBase:FBal0285656	Ir76b[R1]
FlyBase:FBal0285657	Ir76b[T293A.Scer\UAS]
FlyBase:FBal0285658	Ir76b[Scer\UAS.cZa]
FlyBase:FBal0285663	fu[tail.Scer\UAS.T:Zzzz\His6]
FlyBase:FBal0285731	Akt1[Scer\UAS.T:Uuuu\Myr-Unk]
FlyBase:FBal0285732	nbs[+t5.2]
FlyBase:FBal0285736	Socs36E[178]
FlyBase:FBal0285738	crb[intraTM.Scer\UAS.T:Avic\GFP]
FlyBase:FBal0285743	abd-A[Scer\UAS.cMa]
FlyBase:FBal0285744	abd-A[HX.Scer\UAS]
FlyBase:FBal0285745	abd-A[TD.Scer\UAS]
FlyBase:FBal0285746	abd-A[UA.Scer\UAS]
FlyBase:FBal0285747	abd-A[HX.TD.Scer\UAS]
FlyBase:FBal0285748	abd-A[HX.UA.Scer\UAS]
FlyBase:FBal0285749	abd-A[TD.UA.Scer\UAS]
FlyBase:FBal0285750	abd-A[3M.Scer\UAS]
FlyBase:FBal0285751	abd-A[Q50K.Scer\UAS]
FlyBase:FBal0285785	Axn[L501P.alphaTub84B.T:Zzzz\FLAG]
FlyBase:FBal0285787	Axn[H504L.alphaTub84B.T:Zzzz\FLAG]
FlyBase:FBal0285789	Axn[K446E.alphaTub84B.T:Zzzz\FLAG]
FlyBase:FBal0285791	Axn[L447S.alphaTub84B.T:Zzzz\FLAG]
FlyBase:FBal0285793	Axn[L447Q.alphaTub84B.T:Zzzz\FLAG]
FlyBase:FBal0285794	Pax[24.2.T:Avic\GFP]
FlyBase:FBal0285795	Pax[PDLP.T:Avic\GFP]
FlyBase:FBal0285796	Pax[Delta1]
FlyBase:FBal0285797	Mp20[Scer\UAS.cBa]
FlyBase:FBal0285800	SPARC[Scer\UAS.cPa]
FlyBase:FBal0285801	SPARC[Scer\UAS.T:Ivir\HA1]
FlyBase:FBal0285803	Chi[45F]
FlyBase:FBal0285807	hb[Scer\UAS.T:Hsim\VP16]
FlyBase:FBal0285808	hb[DeltaAB.Scer\UAS.T:Hsim\VP16]
FlyBase:FBal0285809	hb[DeltaB.Scer\UAS.T:Hsim\VP16]
FlyBase:FBal0285810	hb[DeltaDBD.Scer\UAS.T:Hsim\VP16]
FlyBase:FBal0285811	hb[DeltaC.Scer\UAS.T:Hsim\VP16]
FlyBase:FBal0285812	hb[DeltaD.Scer\UAS.T:Hsim\VP16]
FlyBase:FBal0285813	hb[DeltaE.Scer\UAS.T:Hsim\VP16]
FlyBase:FBal0285814	hb[DeltaDMZ.Scer\UAS.T:Hsim\VP16]
FlyBase:FBal0285818	HDAC6[Scer\UAS.T:SV5\V5,T:Zzzz\His6]
FlyBase:FBal0285819	HDAC11[dsRNA.Scer\UAS]
FlyBase:FBal0285820	HDAC11[Scer\UAS.T:SV5\V5,T:Zzzz\His6]
FlyBase:FBal0285821	HDAC3[Scer\UAS.T:SV5\V5,T:Zzzz\His6]
FlyBase:FBal0285822	Pdf[Scer\UAS.ML.T:SS-trypsin.T:Hsap\MYC.T:GPI-lynx1]
FlyBase:FBal0285823	Pdf[Scer\UAS.LL.T:SS-trypsin.T:Hsap\MYC.T:GPI-lynx1]
FlyBase:FBal0285824	Pdf[Scer\UAS.SEC.T:SS-trypsin.T:Hsap\MYC]
FlyBase:FBal0285825	Pdf[Scer\UAS.SCR.T:SS-trypsin.T:Hsap\MYC.T:GPI-lynx1]
FlyBase:FBal0285826	Dh31[Scer\UAS.ML.T:SS-trypsin.T:Hsap\MYC.T:GPI-lynx1]
FlyBase:FBal0285828	Optix[FL.Scer\UAS]
FlyBase:FBal0285829	so[FL.Scer\UAS]
FlyBase:FBal0285830	so[DeltaNT.Scer\UAS]
FlyBase:FBal0285831	so[DeltaSD.Scer\UAS]
FlyBase:FBal0285832	so[DeltaHD.Scer\UAS]
FlyBase:FBal0285833	so[DeltaCT.Scer\UAS]
FlyBase:FBal0285834	so[DeltaNT+CT.Scer\UAS]
FlyBase:FBal0285835	so::Optix[NT.Scer\UAS]
FlyBase:FBal0285836	so::Optix[SD.Scer\UAS]
FlyBase:FBal0285837	so::Optix[HD.Scer\UAS]
FlyBase:FBal0285838	so::Optix[CT.Scer\UAS]
FlyBase:FBal0285839	so::Optix[NT+CT.Scer\UAS]
FlyBase:FBal0285840	so::Optix[SD+HD.Scer\UAS]
FlyBase:FBal0285851	Dop1R1[Scer\UAS.cLa]
FlyBase:FBal0285852	dco[S.Scer\UAS.T:Hsap\MYC]
FlyBase:FBal0285853	dco[L.Scer\UAS.T:Hsap\MYC]
FlyBase:FBal0285854	dco[K38R.Scer\UAS.T:Hsap\MYC]
FlyBase:FBal0285855	per[Delta.T:Ivir\HA1,T:Zzzz\His6]
FlyBase:FBal0285856	per[T:Ivir\HA1]
FlyBase:FBal0285857	per[T:Hsap\MYC]
FlyBase:FBal0285858	per[R345E.T:Ivir\HA1]
FlyBase:FBal0285859	per[R345E.T:Hsap\MYC]
FlyBase:FBal0285860	per[W482E.T:Ivir\HA1]
FlyBase:FBal0285861	per[W482E.T:Hsap\MYC]
FlyBase:FBal0285862	per[M560D.T:Ivir\HA1]
FlyBase:FBal0285863	per[M560D.T:Hsap\MYC]
FlyBase:FBal0285864	per[W482E.M560D.T:Ivir\HA1]
FlyBase:FBal0285865	per[W482E.M560D.T:Hsap\MYC]
FlyBase:FBal0285866	foxo[Scer\UAS.cWa.T:Avic\GFP]
FlyBase:FBal0285868	Rab5[Q88L.Scer\UAS.T:Avic\GFP-EGFP]
FlyBase:FBal0285869	ci[m346.Scer\UAS.T:Ivir\HA1]
FlyBase:FBal0285870	ci[m125.Scer\UAS.T:Ivir\HA1]
FlyBase:FBal0285871	ci[m1-6.Scer\UAS.T:Ivir\HA1]
FlyBase:FBal0285876	srl[+t8.7]
FlyBase:FBal0285879	ewg[elav.T:Ivir\HA1,T:VSV\G]
FlyBase:FBal0285880	ewg[DeltaD.elav.T:Ivir\HA1,T:VSV\G]
FlyBase:FBal0285881	ewg[DeltaJ.elav.T:Ivir\HA1,T:VSV\G]
FlyBase:FBal0285882	ewg[DeltaDJ.elav.T:Ivir\HA1,T:VSV\G]
FlyBase:FBal0285896	Optix[DeltaNT.Scer\UAS]
FlyBase:FBal0285897	Optix[DeltaSD.Scer\UAS]
FlyBase:FBal0285898	Optix[DeltaHD.Scer\UAS]
FlyBase:FBal0285899	Optix[DeltaCT.Scer\UAS]
FlyBase:FBal0285900	Optix[DeltaCT-A.Scer\UAS]
FlyBase:FBal0285901	Optix[DeltaCT-B.Scer\UAS]
FlyBase:FBal0285902	Optix[DeltaCT-C.Scer\UAS]
FlyBase:FBal0285903	Optix[DeltaCT-D+E.Scer\UAS]
FlyBase:FBal0285904	Optix[DeltaCT-E.Scer\UAS]
FlyBase:FBal0285905	Optix[CT-A.Scer\UAS]
